"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"2454",105,"MARKS PL.","PL","105 MARKS PL. PL","105 MARKS PL. PL","105 MARKS PL. PL","105 MARKS PL. PL"
"2455",101,"MT.","ST","101 MT. ST","101 MT. ST","101 MT. ST","101 MT. ST"
"2456",NA,"W 59 & 9 AVE.","AVE","W 59 & 9 AVE. AVE","W 59 & 9 AVE. AVE","W 59TH & 9 AVE. AVE","W 59TH & 9 AVE. AVE"
"2457",NA,"COURTLAND AVE & 148","AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148TH AVE","COURTLAND AVE & 148TH AVE"
"2458",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"2459",173,"BROADWAY","AVE","173 BROADWAY AVE","ONE HUNDRED SEVENTY-THREE BROADWAY AVE","173 BROADWAY AVE","ONE HUNDRED SEVENTY-THREE BROADWAY AVE"
"2460",176,"BROADWAY","AVE","176 BROADWAY AVE","ONE HUNDRED SEVENTY-SIX BROADWAY AVE","176 BROADWAY AVE","ONE HUNDRED SEVENTY-SIX BROADWAY AVE"
"2461",NA,"CANAL AND 257 BROADWAY","AVE","CANAL AND 257 BROADWAY AVE","CANAL AND 257 BROADWAY AVE","CANAL AND 257TH BROADWAY AVE","CANAL AND 257TH BROADWAY AVE"
"2462",43,"WALL","ST","43 WALL ST","43 WALL ST","43 WALL ST","43 WALL ST"
"2463",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2464",3,"JACKSON","ST","3 JACKSON ST","3 JACKSON ST","3 JACKSON ST","3 JACKSON ST"
"2465",NA,"3 AVE & 152","AVE","3 AVE & 152 AVE","3 AVE & 152 AVE","3RD AVE & 152 AVE","3RD AVE & 152 AVE"
"2466",NA,"","ST",NA,NA,NA,NA
"2467",NA,"COURTLAND AVE & 155","AVE","COURTLAND AVE & 155 AVE","COURTLAND AVE & 155 AVE","COURTLAND AVE & 155TH AVE","COURTLAND AVE & 155TH AVE"
"2468",23,"DEY","ST","23 DEY ST","23 DEY ST","23 DEY ST","23 DEY ST"
"2469",1,"MAIDEN LA","ST","1 MAIDEN LA ST","1 MAIDEN LA ST","1 MAIDEN LA ST","1 MAIDEN LA ST"
"2470",388,"MADISON","ST","388 MADISON ST","388 MADISON ST","388 MADISON ST","388 MADISON ST"
"2471",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"2472",34,"PINE","ST","34 PINE ST","34 PINE ST","34 PINE ST","34 PINE ST"
"2473",NA,"FULTON MKT","ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST"
"2474",NA,"FULTON MKT","ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST"
"2475",122,"CHRYSTIE","ST","122 CHRYSTIE ST","122 CHRYSTIE ST","122 CHRYSTIE ST","122 CHRYSTIE ST"
"2476",NA,"CO LIBERTY","ST","CO LIBERTY ST","CO LIBERTY ST","CO LIBERTY ST","CO LIBERTY ST"
"2477",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"2478",346,"346","ST","346 346 ST","346 346 ST","346 346TH ST","346 346TH ST"
"2479",NA,"3 AVE & 153","AVE","3 AVE & 153 AVE","3 AVE & 153 AVE","3RD AVE & 153 AVE","3RD AVE & 153 AVE"
"2480",NA,"COURTLAND AVE & 153","AVE","COURTLAND AVE & 153 AVE","COURTLAND AVE & 153 AVE","COURTLAND AVE & 153RD AVE","COURTLAND AVE & 153RD AVE"
"2481",NA,"MORRIS AVE & 148","AVE","MORRIS AVE & 148 AVE","MORRIS AVE & 148 AVE","MORRIS AVE & 148TH AVE","MORRIS AVE & 148TH AVE"
"2482",NA,"W 156 & 10 AVE.","AVE","W 156 & 10 AVE. AVE","W 156 & 10 AVE. AVE","W 156TH & 10 AVE. AVE","W 156TH & 10 AVE. AVE"
"2483",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"2484",419,"6 AVE.","AVE","419 6 AVE. AVE","FOUR HUNDRED NINETEEN 6 AVE. AVE","419 6TH AVE. AVE","FOUR HUNDRED NINETEEN 6TH AVE. AVE"
"2485",87,"DEY","ST","87 DEY ST","87 DEY ST","87 DEY ST","87 DEY ST"
"2486",10,"N. R.","ST","10 N. R. ST","10 N. R. ST","10 N. R. ST","10 N. R. ST"
"2487",324,"8","ST","324 8 ST","324 8 ST","324 8TH ST","324 8TH ST"
"2488",1,"ORCHARD","ST","1 ORCHARD ST","1 ORCHARD ST","1 ORCHARD ST","1 ORCHARD ST"
"2489",400,"E 50","ST","400 E 50 ST","400 E 50 ST","400 E 50TH ST","400 E 50TH ST"
"2490",NA,"LEX AVE & E 49","AVE","LEX AVE & E 49 AVE","LEX AVE & E 49 AVE","LEX AVE & E 49TH AVE","LEX AVE & E 49TH AVE"
"2491",NA,"THE","ST","THE ST","THE ST","THE ST","THE ST"
"2492",639,"HUDSON","ST","639 HUDSON ST","639 HUDSON ST","639 HUDSON ST","639 HUDSON ST"
"2493",639,"HUDSON","ST","639 HUDSON ST","639 HUDSON ST","639 HUDSON ST","639 HUDSON ST"
"2494",42,"E 42","ST","42 E 42 ST","42 E 42 ST","42 E 42ND ST","42 E 42ND ST"
"2495",245,"FRONT","ST","245 FRONT ST","245 FRONT ST","245 FRONT ST","245 FRONT ST"
"2496",41,"WALL","ST","41 WALL ST","41 WALL ST","41 WALL ST","41 WALL ST"
"2497",97,"HESTER","ST","97 HESTER ST","97 HESTER ST","97 HESTER ST","97 HESTER ST"
"2498",2,"MACDOUGAL","ST","2 MACDOUGAL ST","2 MACDOUGAL ST","2 MACDOUGAL ST","2 MACDOUGAL ST"
"2499",NA,"CHANGE AND READING ROOM. MADISON SQ","ST","CHANGE AND READING ROOM. MADISON SQ ST","CHANGE AND READING ROOM. MADISON SQ ST","CHANGE AND READING ROOM. MADISON SQ ST","CHANGE AND READING ROOM. MADISON SQ ST"
"2500",438,"FIH","ST","438 FIH ST","438 FIH ST","438 FIH ST","438 FIH ST"
"2501",27,"CORNELIA","ST","27 CORNELIA ST","27 CORNELIA ST","27 CORNELIA ST","27 CORNELIA ST"
"2502",27,"VESTRY","ST","27 VESTRY ST","27 VESTRY ST","27 VESTRY ST","27 VESTRY ST"
"2503",20,"NASSAU","ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST"
"2504",20,"NASSAU","ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST"
"2505",303,"W 42,MORNING BEFORE 9 , AERNOON  , EVENING","ST","303 W 42,MORNING BEFORE 9 , AERNOON  , EVENING ST","303 W 42,MORNING BEFORE 9 , AERNOON  , EVENING ST","303 W 42ND,MORNING BEFORE 9 , AERNOON  , EVENING ST","303 W 42ND,MORNING BEFORE 9 , AERNOON  , EVENING ST"
"2506",7,"AER 7","ST","7 AER 7 ST","7 AER 7 ST","7 AER 7TH ST","7 AER 7TH ST"
"2507",80,"ATTORNEY","ST","80 ATTORNEY ST","80 ATTORNEY ST","80 ATTORNEY ST","80 ATTORNEY ST"
"2508",32,"32","ST","32 32 ST","32 32 ST","32 32ND ST","32 32ND ST"
"2509",NA,"168","ST","168 ST","168 ST","168TH ST","168TH ST"
"2510",NA,"ORCHARD","ST","ORCHARD ST","ORCHARD ST","ORCHARD ST","ORCHARD ST"
"2511",NA,"61G 8 AVE.","AVE","61G 8 AVE. AVE","61G 8 AVE. AVE","61STG 8 AVE. AVE","61STG 8 AVE. AVE"
"2512",324,"8","ST","324 8 ST","324 8 ST","324 8TH ST","324 8TH ST"
"2513",18,"WALL","ST","18 WALL ST","18 WALL ST","18 WALL ST","18 WALL ST"
"2514",78,"BEEKMAN","ST","78 BEEKMAN ST","78 BEEKMAN ST","78 BEEKMAN ST","78 BEEKMAN ST"
"2515",9,"MURRAY","ST","9 MURRAY ST","9 MURRAY ST","9 MURRAY ST","9 MURRAY ST"
"2516",NA,"170 & FRANKLIN AVE.","AVE","170 & FRANKLIN AVE. AVE","170 & FRANKLIN AVE. AVE","170TH & FRANKLIN AVE. AVE","170TH & FRANKLIN AVE. AVE"
"2517",74,"MONTGOMERY","ST","74 MONTGOMERY ST","74 MONTGOMERY ST","74 MONTGOMERY ST","74 MONTGOMERY ST"
"2518",NA,"141 & ALEXANDER","ST","141 & ALEXANDER ST","141 & ALEXANDER ST","141ST & ALEXANDER ST","141ST & ALEXANDER ST"
"2519",35,"GWICAV","ST","35 GWICAV ST","35 GWICAV ST","35 GWICAV ST","35 GWICAV ST"
"2520",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"2521",11,"ASH","ST","11 ASH ST","11 ASH ST","11 ASH ST","11 ASH ST"
"2522",5,"HAM","ST","5 HAM ST","5 HAM ST","5 HAM ST","5 HAM ST"
"2523",20,"52*","ST","20 52* ST","20 52* ST","20 52ND* ST","20 52ND* ST"
"2524",400,"E 56","ST","400 E 56 ST","400 E 56 ST","400 E 56TH ST","400 E 56TH ST"
"2525",NA,"10 AVE & W 68","AVE","10 AVE & W 68 AVE","10 AVE & W 68 AVE","10TH AVE & W 68 AVE","10TH AVE & W 68 AVE"
"2526",240,"BROADWAY","AVE","240 BROADWAY AVE","TWO HUNDRED FORTY BROADWAY AVE","240 BROADWAY AVE","TWO HUNDRED FORTY BROADWAY AVE"
"2527",216,"BROADWAY","AVE","216 BROADWAY AVE","TWO HUNDRED SIXTEEN BROADWAY AVE","216 BROADWAY AVE","TWO HUNDRED SIXTEEN BROADWAY AVE"
"2528",30,"W 13","ST","30 W 13 ST","30 W 13 ST","30 W 13TH ST","30 W 13TH ST"
"2529",57,"CEDAR","ST","57 CEDAR ST","57 CEDAR ST","57 CEDAR ST","57 CEDAR ST"
"2530",4,"W 20","ST","4 W 20 ST","4 W 20 ST","4 W 20TH ST","4 W 20TH ST"
"2531",NA,"GROVE & BERGEN AVE.","AVE","GROVE & BERGEN AVE. AVE","GROVE & BERGEN AVE. AVE","GROVE & BERGEN AVE. AVE","GROVE & BERGEN AVE. AVE"
"2532",2425,"1 AVE.","AVE","2425 1 AVE. AVE","TWO THOUSAND FOUR HUNDRED TWENTY-FIVE 1 AVE. AVE","2425 1ST AVE. AVE","TWO THOUSAND FOUR HUNDRED TWENTY-FIVE 1ST AVE. AVE"
"2533",196,"CHRYSTIE","ST","196 CHRYSTIE ST","196 CHRYSTIE ST","196 CHRYSTIE ST","196 CHRYSTIE ST"
"2534",300,"CHERRY","ST","300 CHERRY ST","300 CHERRY ST","300 CHERRY ST","300 CHERRY ST"
"2535",52,"WILLIAM","ST","52 WILLIAM ST","52 WILLIAM ST","52 WILLIAM ST","52 WILLIAM ST"
"2536",4,"WARREN","ST","4 WARREN ST","4 WARREN ST","4 WARREN ST","4 WARREN ST"
"2537",2,"W 27","ST","2 W 27 ST","2 W 27 ST","2 W 27TH ST","2 W 27TH ST"
"2538",NA,"WHITE & CENTRE","ST","WHITE & CENTRE ST","WHITE & CENTRE ST","WHITE & CENTRE ST","WHITE & CENTRE ST"
"2539",NA,"NEWARK AVE. J. C.","AVE","NEWARK AVE. J. C. AVE","NEWARK AVE. J. C. AVE","NEWARK AVE. J. C. AVE","NEWARK AVE. J. C. AVE"
"2540",232,"7","ST","232 7 ST","232 7 ST","232 7TH ST","232 7TH ST"
"2541",NA,"S BLVD & 145 ,","BLVD","S BLVD & 145 , BLVD","S BLVD & 145 , BLVD","S BLVD & 145TH , BLVD","S BLVD & 145TH , BLVD"
"2542",178,"CHRYSTIE","ST","178 CHRYSTIE ST","178 CHRYSTIE ST","178 CHRYSTIE ST","178 CHRYSTIE ST"
"2543",NA,"10 AVE & W 15LST","AVE","10 AVE & W 15LST AVE","10 AVE & W 15LST AVE","10TH AVE & W 15LST AVE","10TH AVE & W 15LST AVE"
"2544",119,"BOWERY","ST","119 BOWERY ST","119 BOWERY ST","119 BOWERY ST","119 BOWERY ST"
"2545",302,"MOTT","ST","302 MOTT ST","302 MOTT ST","302 MOTT ST","302 MOTT ST"
"2546",238,"E 55","ST","238 E 55 ST","238 E 55 ST","238 E 55TH ST","238 E 55TH ST"
"2547",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"2548",479,"PEARL","ST","479 PEARL ST","479 PEARL ST","479 PEARL ST","479 PEARL ST"
"2549",224,"CENTRE","ST","224 CENTRE ST","224 CENTRE ST","224 CENTRE ST","224 CENTRE ST"
"2550",224,"CENTRE","ST","224 CENTRE ST","224 CENTRE ST","224 CENTRE ST","224 CENTRE ST"
"2551",32,"2","ST","32 2 ST","32 2 ST","32 2ND ST","32 2ND ST"
"2552",486,"8 AVE.","AVE","486 8 AVE. AVE","FOUR HUNDRED EIGHTY-SIX 8 AVE. AVE","486 8TH AVE. AVE","FOUR HUNDRED EIGHTY-SIX 8TH AVE. AVE"
"2553",369,"PEARL","ST","369 PEARL ST","369 PEARL ST","369 PEARL ST","369 PEARL ST"
"2554",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"2555",NA,"WASHN & 168","ST","WASHN & 168 ST","WASHN & 168 ST","WASHN & 168TH ST","WASHN & 168TH ST"
"2556",9,"STATE","ST","9 STATE ST","9 STATE ST","9 STATE ST","9 STATE ST"
"2557",NA,"1 AVE & E 78","AVE","1 AVE & E 78 AVE","1 AVE & E 78 AVE","1ST AVE & E 78 AVE","1ST AVE & E 78 AVE"
"2558",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2559",231,"E 29","ST","231 E 29 ST","231 E 29 ST","231 E 29TH ST","231 E 29TH ST"
"2560",NA,"","ST",NA,NA,NA,NA
"2561",NA,"137 & 3 AVE.","AVE","137 & 3 AVE. AVE","137 & 3 AVE. AVE","137TH & 3 AVE. AVE","137TH & 3 AVE. AVE"
"2562",155,"E BROADWAY","AVE","155 E BROADWAY AVE","ONE HUNDRED FIFTY-FIVE E BROADWAY AVE","155 E BROADWAY AVE","ONE HUNDRED FIFTY-FIVE E BROADWAY AVE"
"2563",128,"N 6","ST","128 N 6 ST","128 N 6 ST","128 N 6TH ST","128 N 6TH ST"
"2564",119,"E 119","ST","119 E 119 ST","119 E 119 ST","119 E 119TH ST","119 E 119TH ST"
"2565",NA,"TREMONT","ST","TREMONT ST","TREMONT ST","TREMONT ST","TREMONT ST"
"2566",NA,"97","ST","97 ST","97 ST","97TH ST","97TH ST"
"2567",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2568",94,"94","ST","94 94 ST","94 94 ST","94 94TH ST","94 94TH ST"
"2569",66,"CARMINE","ST","66 CARMINE ST","66 CARMINE ST","66 CARMINE ST","66 CARMINE ST"
"2570",178,"CHRYSTIE","ST","178 CHRYSTIE ST","178 CHRYSTIE ST","178 CHRYSTIE ST","178 CHRYSTIE ST"
"2571",NA,"B KLYN","ST","B KLYN ST","B KLYN ST","B KLYN ST","B KLYN ST"
"2572",269,"PEARL","ST","269 PEARL ST","269 PEARL ST","269 PEARL ST","269 PEARL ST"
"2573",NA,"3 AVE. & nan","AVE","3 AVE. & NAN AVE","3 AVE. & NAN AVE","3RD AVE. & NAN AVE","3RD AVE. & NAN AVE"
"2574",NA,"BROADWAY & W 129","AVE","BROADWAY & W 129 AVE","BROADWAY & W 129 AVE","BROADWAY & W 129TH AVE","BROADWAY & W 129TH AVE"
"2575",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2576",38,"W 130","ST","38 W 130 ST","38 W 130 ST","38 W 130TH ST","38 W 130TH ST"
"2577",326,"E 79","ST","326 E 79 ST","326 E 79 ST","326 E 79TH ST","326 E 79TH ST"
"2578",NA,"CENTRAL AVE & 169","AVE","CENTRAL AVE & 169 AVE","CENTRAL AVE & 169 AVE","CENTRAL AVE & 169TH AVE","CENTRAL AVE & 169TH AVE"
"2579",326,"E 79","ST","326 E 79 ST","326 E 79 ST","326 E 79TH ST","326 E 79TH ST"
"2580",957,"6","ST","957 6 ST","957 6 ST","957 6TH ST","957 6TH ST"
"2581",219,"CHERRY","ST","219 CHERRY ST","219 CHERRY ST","219 CHERRY ST","219 CHERRY ST"
"2582",NA,"2I BROAD","ST","2I BROAD ST","2I BROAD ST","2NDI BROAD ST","2NDI BROAD ST"
"2583",NA,"","ST",NA,NA,NA,NA
"2584",NA,"3 AVE & 135","AVE","3 AVE & 135 AVE","3 AVE & 135 AVE","3RD AVE & 135 AVE","3RD AVE & 135 AVE"
"2585",NA,"3 AVE & 144","AVE","3 AVE & 144 AVE","3 AVE & 144 AVE","3RD AVE & 144 AVE","3RD AVE & 144 AVE"
"2586",NA,"3 AVE & 135","AVE","3 AVE & 135 AVE","3 AVE & 135 AVE","3RD AVE & 135 AVE","3RD AVE & 135 AVE"
"2587",105,"LEWIS","ST","105 LEWIS ST","105 LEWIS ST","105 LEWIS ST","105 LEWIS ST"
"2588",341,"W 41","ST","341 W 41 ST","341 W 41 ST","341 W 41ST ST","341 W 41ST ST"
"2589",23,"LIBERTY","ST","23 LIBERTY ST","23 LIBERTY ST","23 LIBERTY ST","23 LIBERTY ST"
"2590",40,"WATER","ST","40 WATER ST","40 WATER ST","40 WATER ST","40 WATER ST"
"2591",12,"LISPENARD","ST","12 LISPENARD ST","12 LISPENARD ST","12 LISPENARD ST","12 LISPENARD ST"
"2592",43,"LISPENARD","ST","43 LISPENARD ST","43 LISPENARD ST","43 LISPENARD ST","43 LISPENARD ST"
"2593",NA,"2U6","ST","2U6 ST","2U6 ST","2NDU6 ST","2NDU6 ST"
"2594",63,"BROADWAY","AVE","63 BROADWAY AVE","SIXTY-THREE BROADWAY AVE","63 BROADWAY AVE","SIXTY-THREE BROADWAY AVE"
"2595",54,"WILLIAM","ST","54 WILLIAM ST","54 WILLIAM ST","54 WILLIAM ST","54 WILLIAM ST"
"2596",NA,"2)2","ST","2)2 ST","2)2 ST","2ND)2 ST","2ND)2 ST"
"2597",202,"GWICH","ST","202 GWICH ST","202 GWICH ST","202 GWICH ST","202 GWICH ST"
"2598",91,"WALL","ST","91 WALL ST","91 WALL ST","91 WALL ST","91 WALL ST"
"2599",NA,"H CT.","CT","H CT. CT","H CT. CT","H CT. CT","H CT. CT"
"2600",NA,"WAVERLEY PL. & GAY","PL","WAVERLEY PL. & GAY PL","WAVERLEY PL. & GAY PL","WAVERLEY PL. & GAY PL","WAVERLEY PL. & GAY PL"
"2601",197,"READE","ST","197 READE ST","197 READE ST","197 READE ST","197 READE ST"
"2602",NA,"8 AVE & W 146","AVE","8 AVE & W 146 AVE","8 AVE & W 146 AVE","8TH AVE & W 146 AVE","8TH AVE & W 146 AVE"
"2603",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2604",120,"1","ST","120 1 ST","120 1 ST","120 1ST ST","120 1ST ST"
"2605",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2606",305,"W 37","ST","305 W 37 ST","305 W 37 ST","305 W 37TH ST","305 W 37TH ST"
"2607",NA,"6 AVE & W 128","AVE","6 AVE & W 128 AVE","6 AVE & W 128 AVE","6TH AVE & W 128 AVE","6TH AVE & W 128 AVE"
"2608",667,"HUDSON","ST","667 HUDSON ST","667 HUDSON ST","667 HUDSON ST","667 HUDSON ST"
"2609",422,"W 55","ST","422 W 55 ST","422 W 55 ST","422 W 55TH ST","422 W 55TH ST"
"2610",422,"W 55","ST","422 W 55 ST","422 W 55 ST","422 W 55TH ST","422 W 55TH ST"
"2611",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"2612",19,"MERCER","ST","19 MERCER ST","19 MERCER ST","19 MERCER ST","19 MERCER ST"
"2613",NA,"JEFFERSON & FRANKLIN AVE.","AVE","JEFFERSON & FRANKLIN AVE. AVE","JEFFERSON & FRANKLIN AVE. AVE","JEFFERSON & FRANKLIN AVE. AVE","JEFFERSON & FRANKLIN AVE. AVE"
"2614",75,"COLUMBIA","ST","75 COLUMBIA ST","75 COLUMBIA ST","75 COLUMBIA ST","75 COLUMBIA ST"
"2615",79,"E 79","ST","79 E 79 ST","79 E 79 ST","79 E 79TH ST","79 E 79TH ST"
"2616",1,"ALBA","ST","1 ALBA ST","1 ALBA ST","1 ALBA ST","1 ALBA ST"
"2617",NA,"W 101 & BROADWAY","AVE","W 101 & BROADWAY AVE","W 101 & BROADWAY AVE","W 101ST & BROADWAY AVE","W 101ST & BROADWAY AVE"
"2618",NA,"L53N COURTLAND AVE.","AVE","L53N COURTLAND AVE. AVE","L53N COURTLAND AVE. AVE","L53RDN COURTLAND AVE. AVE","L53RDN COURTLAND AVE. AVE"
"2619",NA,"1 AVE & E 120","AVE","1 AVE & E 120 AVE","1 AVE & E 120 AVE","1ST AVE & E 120 AVE","1ST AVE & E 120 AVE"
"2620",NA,"BLVD & W 77","ST","BLVD & W 77 ST","BLVD & W 77 ST","BLVD & W 77TH ST","BLVD & W 77TH ST"
"2621",16,"DOWNING","ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST"
"2622",NA,"CONCORD AVE & 163","AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163RD AVE","CONCORD AVE & 163RD AVE"
"2623",NA,"W 68 & 11 AVE.","AVE","W 68 & 11 AVE. AVE","W 68 & 11 AVE. AVE","W 68TH & 11 AVE. AVE","W 68TH & 11 AVE. AVE"
"2624",NA,"149 & 3 AVE,149 C 3 AVE.","AVE","149 & 3 AVE,149 C 3 AVE. AVE","149 & 3 AVE,149 C 3 AVE. AVE","149TH & 3 AVE,149 C 3 AVE. AVE","149TH & 3 AVE,149 C 3 AVE. AVE"
"2625",NA,"149 & 3 AVE.","AVE","149 & 3 AVE. AVE","149 & 3 AVE. AVE","149TH & 3 AVE. AVE","149TH & 3 AVE. AVE"
"2626",NA,"149 & 3 AND BEER,N 150 COURTLAND AVE.","AVE","149 & 3 AND BEER,N 150 COURTLAND AVE. AVE","149 & 3 AND BEER,N 150 COURTLAND AVE. AVE","149TH & 3 AND BEER,N 150 COURTLAND AVE. AVE","149TH & 3 AND BEER,N 150 COURTLAND AVE. AVE"
"2627",157,"STANTON","ST","157 STANTON ST","157 STANTON ST","157 STANTON ST","157 STANTON ST"
"2628",814,"9","ST","814 9 ST","814 9 ST","814 9TH ST","814 9TH ST"
"2629",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"2630",16,"DOWNING","ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST"
"2631",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"2632",NA,"10 AVE & W 152","AVE","10 AVE & W 152 AVE","10 AVE & W 152 AVE","10TH AVE & W 152 AVE","10TH AVE & W 152 AVE"
"2633",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"2634",469,"BROADWAY","AVE","469 BROADWAY AVE","FOUR HUNDRED SIXTY-NINE BROADWAY AVE","469 BROADWAY AVE","FOUR HUNDRED SIXTY-NINE BROADWAY AVE"
"2635",308,"BROOME","ST","308 BROOME ST","308 BROOME ST","308 BROOME ST","308 BROOME ST"
"2636",185,"HESTER","ST","185 HESTER ST","185 HESTER ST","185 HESTER ST","185 HESTER ST"
"2637",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"2638",NA,"153 & ELTON AVE.","AVE","153 & ELTON AVE. AVE","153 & ELTON AVE. AVE","153RD & ELTON AVE. AVE","153RD & ELTON AVE. AVE"
"2639",NA,"10 AVE & W 154","AVE","10 AVE & W 154 AVE","10 AVE & W 154 AVE","10TH AVE & W 154 AVE","10TH AVE & W 154 AVE"
"2640",100,"AVE H","AVE","100 AVE H AVE","ONE HUNDRED AVE H AVE","100 AVE H AVE","ONE HUNDRED AVE H AVE"
"2641",37,""" E","ST","37 "" E ST","37 "" E ST","37 "" E ST","37 "" E ST"
"2642",NA,"BLVD & W 117","ST","BLVD & W 117 ST","BLVD & W 117 ST","BLVD & W 117TH ST","BLVD & W 117TH ST"
"2643",190,"DIVISION","ST","190 DIVISION ST","190 DIVISION ST","190 DIVISION ST","190 DIVISION ST"
"2644",112,"E 83","ST","112 E 83 ST","112 E 83 ST","112 E 83RD ST","112 E 83RD ST"
"2645",14,"FRANKFORT","ST","14 FRANKFORT ST","14 FRANKFORT ST","14 FRANKFORT ST","14 FRANKFORT ST"
"2646",19,"W 19","ST","19 W 19 ST","19 W 19 ST","19 W 19TH ST","19 W 19TH ST"
"2647",19,"W 19","ST","19 W 19 ST","19 W 19 ST","19 W 19TH ST","19 W 19TH ST"
"2648",60,"NORFOLK","ST","60 NORFOLK ST","60 NORFOLK ST","60 NORFOLK ST","60 NORFOLK ST"
"2649",209,"W 40","ST","209 W 40 ST","209 W 40 ST","209 W 40TH ST","209 W 40TH ST"
"2650",21,"CORTLANDT","ST","21 CORTLANDT ST","21 CORTLANDT ST","21 CORTLANDT ST","21 CORTLANDT ST"
"2651",57,"BROADWAY","AVE","57 BROADWAY AVE","FIFTY-SEVEN BROADWAY AVE","57 BROADWAY AVE","FIFTY-SEVEN BROADWAY AVE"
"2652",40,"BROADWAY","AVE","40 BROADWAY AVE","FORTY BROADWAY AVE","40 BROADWAY AVE","FORTY BROADWAY AVE"
"2653",NA,"WHITEHALL","ST","WHITEHALL ST","WHITEHALL ST","WHITEHALL ST","WHITEHALL ST"
"2654",31,"BROAD","ST","31 BROAD ST","31 BROAD ST","31 BROAD ST","31 BROAD ST"
"2655",58,"PINE","ST","58 PINE ST","58 PINE ST","58 PINE ST","58 PINE ST"
"2656",21,"CORTLANDT","ST","21 CORTLANDT ST","21 CORTLANDT ST","21 CORTLANDT ST","21 CORTLANDT ST"
"2657",NA,"N Y. AND S WILMINGTON. S. CO. BROADWAY","AVE","N Y. AND S WILMINGTON. S. CO. BROADWAY AVE","N Y. AND S WILMINGTON. S. CO. BROADWAY AVE","N Y. AND S WILMINGTON. S. CO. BROADWAY AVE","N Y. AND S WILMINGTON. S. CO. BROADWAY AVE"
"2658",NA,"CATSKILL AND ATHENS STEAMBOAT CO PIER 34","ST","CATSKILL AND ATHENS STEAMBOAT CO PIER 34 ST","CATSKILL AND ATHENS STEAMBOAT CO PIER 34 ST","CATSKILL AND ATHENS STEAMBOAT CO PIER 34TH ST","CATSKILL AND ATHENS STEAMBOAT CO PIER 34TH ST"
"2659",20,"NASSAU","ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST","20 NASSAU ST"
"2660",29,"WALL","ST","29 WALL ST","29 WALL ST","29 WALL ST","29 WALL ST"
"2661",NA,"208","ST","208 ST","208 ST","208TH ST","208TH ST"
"2662",33,"PINE","ST","33 PINE ST","33 PINE ST","33 PINE ST","33 PINE ST"
"2663",161,"BROADWAY","AVE","161 BROADWAY AVE","ONE HUNDRED SIXTY-ONE BROADWAY AVE","161 BROADWAY AVE","ONE HUNDRED SIXTY-ONE BROADWAY AVE"
"2664",81,"READE","ST","81 READE ST","81 READE ST","81 READE ST","81 READE ST"
"2665",119,"LIBERTY","ST","119 LIBERTY ST","119 LIBERTY ST","119 LIBERTY ST","119 LIBERTY ST"
"2666",150,"BROADWAY","AVE","150 BROADWAY AVE","ONE HUNDRED FIFTY BROADWAY AVE","150 BROADWAY AVE","ONE HUNDRED FIFTY BROADWAY AVE"
