"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"5594",NA,"6 AVE & W 124","AVE","6 AVE & W 124 AVE","6 AVE & W 124 AVE","6TH AVE & W 124 AVE","6TH AVE & W 124 AVE"
"5595",605,"W 49","ST","605 W 49 ST","605 W 49 ST","605 W 49TH ST","605 W 49TH ST"
"5596",217,"VARICK","ST","217 VARICK ST","217 VARICK ST","217 VARICK ST","217 VARICK ST"
"5597",NA,"4 AVE.","AVE","4 AVE. AVE","4 AVE. AVE","4TH AVE. AVE","4TH AVE. AVE"
"5598",134,"E 115","ST","134 E 115 ST","134 E 115 ST","134 E 115TH ST","134 E 115TH ST"
"5599",422,"W 55","ST","422 W 55 ST","422 W 55 ST","422 W 55TH ST","422 W 55TH ST"
"5600",NA,"10 AVE & W 161","AVE","10 AVE & W 161 AVE","10 AVE & W 161 AVE","10TH AVE & W 161 AVE","10TH AVE & W 161 AVE"
"5601",326,"E 79","ST","326 E 79 ST","326 E 79 ST","326 E 79TH ST","326 E 79TH ST"
"5602",1,"W HOUSTON","ST","1 W HOUSTON ST","1 W HOUSTON ST","1 W HOUSTON ST","1 W HOUSTON ST"
"5603",11,"MAIDEN LA","ST","11 MAIDEN LA ST","11 MAIDEN LA ST","11 MAIDEN LA ST","11 MAIDEN LA ST"
"5604",17,"MAIDEN LATH W 146 125","ST","17 MAIDEN LATH W 146 125 ST","17 MAIDEN LATH W 146 125 ST","17 MAIDEN LATH W 146TH 125 ST","17 MAIDEN LATH W 146TH 125 ST"
"5605",196,"CHRYSTIE","ST","196 CHRYSTIE ST","196 CHRYSTIE ST","196 CHRYSTIE ST","196 CHRYSTIE ST"
"5606",NA,"24 & FIH AVE. BKLYN","AVE","24 & FIH AVE. BKLYN AVE","24 & FIH AVE. BKLYN AVE","24TH & FIH AVE. BKLYN AVE","24TH & FIH AVE. BKLYN AVE"
"5607",NA,"1 AVE.","AVE","1 AVE. AVE","1 AVE. AVE","1ST AVE. AVE","1ST AVE. AVE"
"5608",NA,"8 AVE & W 142","AVE","8 AVE & W 142 AVE","8 AVE & W 142 AVE","8TH AVE & W 142 AVE","8TH AVE & W 142 AVE"
"5609",19,"BAYARD","ST","19 BAYARD ST","19 BAYARD ST","19 BAYARD ST","19 BAYARD ST"
"5610",512,"W","ST","512 W ST","512 W ST","512 W ST","512 W ST"
"5611",NA,"","ST",NA,NA,NA,NA
"5612",326,"E","ST","326 E ST","326 E ST","326 E ST","326 E ST"
"5613",NA,"166 & WASHN , AVE.","AVE","166 & WASHN , AVE. AVE","166 & WASHN , AVE. AVE","166TH & WASHN , AVE. AVE","166TH & WASHN , AVE. AVE"
"5614",NA,"BROADWAY & MANHATTAN","AVE","BROADWAY & MANHATTAN AVE","BROADWAY & MANHATTAN AVE","BROADWAY & MANHATTAN AVE","BROADWAY & MANHATTAN AVE"
"5615",328,"W 56","ST","328 W 56 ST","328 W 56 ST","328 W 56TH ST","328 W 56TH ST"
"5616",232,"E 20","ST","232 E 20 ST","232 E 20 ST","232 E 20TH ST","232 E 20TH ST"
"5617",NA,"1 AVE & E 112","AVE","1 AVE & E 112 AVE","1 AVE & E 112 AVE","1ST AVE & E 112 AVE","1ST AVE & E 112 AVE"
"5618",NA,"2 AVE & E 98","AVE","2 AVE & E 98 AVE","2 AVE & E 98 AVE","2ND AVE & E 98 AVE","2ND AVE & E 98 AVE"
"5619",NA,"10 AVE & W 158","AVE","10 AVE & W 158 AVE","10 AVE & W 158 AVE","10TH AVE & W 158 AVE","10TH AVE & W 158 AVE"
"5620",6,"CORNELIA","ST","6 CORNELIA ST","6 CORNELIA ST","6 CORNELIA ST","6 CORNELIA ST"
"5621",NA,"3 AVE & 143","AVE","3 AVE & 143 AVE","3 AVE & 143 AVE","3RD AVE & 143 AVE","3RD AVE & 143 AVE"
"5622",NA,"3 AVE & 144","AVE","3 AVE & 144 AVE","3 AVE & 144 AVE","3RD AVE & 144 AVE","3RD AVE & 144 AVE"
"5623",NA,"3 AVE & 140","AVE","3 AVE & 140 AVE","3 AVE & 140 AVE","3RD AVE & 140 AVE","3RD AVE & 140 AVE"
"5624",482,"BROOME","ST","482 BROOME ST","482 BROOME ST","482 BROOME ST","482 BROOME ST"
"5625",132,"RIVINGTON","ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST"
"5626",132,"RIVINGTON","ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST"
"5627",NA,"3 AVE & 180","AVE","3 AVE & 180 AVE","3 AVE & 180 AVE","3RD AVE & 180 AVE","3RD AVE & 180 AVE"
"5628",NA,"","ST",NA,NA,NA,NA
"5629",105,"E 55","ST","105 E 55 ST","105 E 55 ST","105 E 55TH ST","105 E 55TH ST"
"5630",NA,"10 AVE & W 71","AVE","10 AVE & W 71 AVE","10 AVE & W 71 AVE","10TH AVE & W 71 AVE","10TH AVE & W 71 AVE"
"5631",NA,"4 AVE.","AVE","4 AVE. AVE","4 AVE. AVE","4TH AVE. AVE","4TH AVE. AVE"
"5632",NA,"26TOMP. MKT","ST","26TOMP. MKT ST","26TOMP. MKT ST","26THTOMP. MKT ST","26THTOMP. MKT ST"
"5633",849,"BROADWAY","AVE","849 BROADWAY AVE","EIGHT HUNDRED FORTY-NINE BROADWAY AVE","849 BROADWAY AVE","EIGHT HUNDRED FORTY-NINE BROADWAY AVE"
"5634",22,"LAIGHT","ST","22 LAIGHT ST","22 LAIGHT ST","22 LAIGHT ST","22 LAIGHT ST"
"5635",NA,"FIH AVE. *","AVE","FIH AVE. * AVE","FIH AVE. * AVE","FIH AVE. * AVE","FIH AVE. * AVE"
"5636",152,"BROADWAY","AVE","152 BROADWAY AVE","ONE HUNDRED FIFTY-TWO BROADWAY AVE","152 BROADWAY AVE","ONE HUNDRED FIFTY-TWO BROADWAY AVE"
"5637",81,"WOOSTER","ST","81 WOOSTER ST","81 WOOSTER ST","81 WOOSTER ST","81 WOOSTER ST"
"5638",243,"1","ST","243 1 ST","243 1 ST","243 1ST ST","243 1ST ST"
"5639",26,"EXCHANGE PL","PL","26 EXCHANGE PL","26 EXCHANGE PL","26 EXCHANGE PL","26 EXCHANGE PL"
"5640",NA,"GANSEVOORT & WEST","ST","GANSEVOORT & WEST","GANSEVOORT & WEST","GANSEVOORT & WEST","GANSEVOORT & WEST"
"5641",193,"6 AVE. H CT.","AVE","193 6 AVE. H CT. AVE","ONE HUNDRED NINETY-THREE 6 AVE. H CT. AVE","193 6TH AVE. H CT. AVE","ONE HUNDRED NINETY-THREE 6TH AVE. H CT. AVE"
"5642",NA,"FAMILY JOURNAL PUB. CO. DEY","ST","FAMILY JOURNAL PUB. CO. DEY ST","FAMILY JOURNAL PUB. CO. DEY ST","FAMILY JOURNAL PUB. CO. DEY ST","FAMILY JOURNAL PUB. CO. DEY ST"
"5643",NA,"165 & 3 AVE.","AVE","165 & 3 AVE. AVE","165 & 3 AVE. AVE","165TH & 3 AVE. AVE","165TH & 3 AVE. AVE"
"5644",NA,"165 & 3 AVE.","AVE","165 & 3 AVE. AVE","165 & 3 AVE. AVE","165TH & 3 AVE. AVE","165TH & 3 AVE. AVE"
"5645",158,"BOWERY","ST","158 BOWERY ST","158 BOWERY ST","158 BOWERY ST","158 BOWERY ST"
"5646",9,"HAM","ST","9 HAM ST","9 HAM ST","9 HAM ST","9 HAM ST"
"5647",168,"BROADWAY","AVE","168 BROADWAY AVE","ONE HUNDRED SIXTY-EIGHT BROADWAY AVE","168 BROADWAY AVE","ONE HUNDRED SIXTY-EIGHT BROADWAY AVE"
"5648",26,"UNION SQ. H CT.","CT","26 UNION SQ. H CT. CT","26 UNION SQ. H CT. CT","26 UNION SQ. H CT. CT","26 UNION SQ. H CT. CT"
"5649",5,"PINE","ST","5 PINE ST","5 PINE ST","5 PINE ST","5 PINE ST"
"5650",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"5651",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"5652",423,"E 48","ST","423 E 48 ST","423 E 48 ST","423 E 48TH ST","423 E 48TH ST"
"5653",NA,"9 AVE & W 67","AVE","9 AVE & W 67 AVE","9 AVE & W 67 AVE","9TH AVE & W 67 AVE","9TH AVE & W 67 AVE"
"5654",NA,"BLVD & W 69","ST","BLVD & W 69 ST","BLVD & W 69 ST","BLVD & W 69TH ST","BLVD & W 69TH ST"
"5655",NA,"COVER CO 120","ST","COVER CO 120 ST","COVER CO 120 ST","COVER CO 120TH ST","COVER CO 120TH ST"
"5656",13,"SPRUCE","ST","13 SPRUCE ST","13 SPRUCE ST","13 SPRUCE ST","13 SPRUCE ST"
"5657",18,"WALL","ST","18 WALL ST","18 WALL ST","18 WALL ST","18 WALL ST"
"5658",172,"BROADWAY","AVE","172 BROADWAY AVE","ONE HUNDRED SEVENTY-TWO BROADWAY AVE","172 BROADWAY AVE","ONE HUNDRED SEVENTY-TWO BROADWAY AVE"
"5659",163,"BOWERY","ST","163 BOWERY ST","163 BOWERY ST","163 BOWERY ST","163 BOWERY ST"
"5660",61,"WILLIAM","ST","61 WILLIAM ST","61 WILLIAM ST","61 WILLIAM ST","61 WILLIAM ST"
"5661",13,"DEY","ST","13 DEY ST","13 DEY ST","13 DEY ST","13 DEY ST"
"5662",118,"NORFOLK","ST","118 NORFOLK ST","118 NORFOLK ST","118 NORFOLK ST","118 NORFOLK ST"
"5663",NA,"H. NEW ROCHELLE","ST","H. NEW ROCHELLE ST","H. NEW ROCHELLE ST","H. NEW ROCHELLE ST","H. NEW ROCHELLE ST"
"5664",2,"ANN","ST","2 ANN ST","2 ANN ST","2 ANN ST","2 ANN ST"
"5665",NA,"PEARL","ST","PEARL ST","PEARL ST","PEARL ST","PEARL ST"
"5666",10,"GROVE","ST","10 GROVE ST","10 GROVE ST","10 GROVE ST","10 GROVE ST"
"5667",NA,"","ST",NA,NA,NA,NA
"5668",733,"BROADWAY","AVE","733 BROADWAY AVE","SEVEN HUNDRED THIRTY-THREE BROADWAY AVE","733 BROADWAY AVE","SEVEN HUNDRED THIRTY-THREE BROADWAY AVE"
"5669",39,"ANN","ST","39 ANN ST","39 ANN ST","39 ANN ST","39 ANN ST"
"5670",49,"BROADWAY","AVE","49 BROADWAY AVE","FORTY-NINE BROADWAY AVE","49 BROADWAY AVE","FORTY-NINE BROADWAY AVE"
"5671",50,"BROADWAY","AVE","50 BROADWAY AVE","FIFTY BROADWAY AVE","50 BROADWAY AVE","FIFTY BROADWAY AVE"
"5672",NA,"MACHINIST HOT AIR ENGINES AND PUMPS. STEAM EN","ST","MACHINIST HOT AIR ENGINES AND PUMPS. STEAM EN ST","MACHINIST HOT AIR ENGINES AND PUMPS. STEAM EN ST","MACHINIST HOT AIR ENGINES AND PUMPS. STEAM EN ST","MACHINIST HOT AIR ENGINES AND PUMPS. STEAM EN ST"
"5673",133,"W 34. H ROSSMORE H.","ST","133 W 34. H ROSSMORE H. ST","133 W 34. H ROSSMORE H. ST","133 W 34TH. H ROSSMORE H. ST","133 W 34TH. H ROSSMORE H. ST"
"5674",192,"DELANCEY","ST","192 DELANCEY ST","192 DELANCEY ST","192 DELANCEY ST","192 DELANCEY ST"
"5675",NA,"95","ST","95 ST","95 ST","95TH ST","95TH ST"
"5676",NA,"3 AVE & 140","AVE","3 AVE & 140 AVE","3 AVE & 140 AVE","3RD AVE & 140 AVE","3RD AVE & 140 AVE"
"5677",26,"JOHN","ST","26 JOHN ST","26 JOHN ST","26 JOHN ST","26 JOHN ST"
"5678",104,"GOERCK","ST","104 GOERCK ST","104 GOERCK ST","104 GOERCK ST","104 GOERCK ST"
"5679",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"5680",NA,"1 AVE & E 49","AVE","1 AVE & E 49 AVE","1 AVE & E 49 AVE","1ST AVE & E 49 AVE","1ST AVE & E 49 AVE"
"5681",114,"ALLEN","ST","114 ALLEN ST","114 ALLEN ST","114 ALLEN ST","114 ALLEN ST"
"5682",82,"CANNON","ST","82 CANNON ST","82 CANNON ST","82 CANNON ST","82 CANNON ST"
"5683",NA," UNION AVE.","AVE","UNION AVE. AVE","UNION AVE. AVE","UNION AVE. AVE","UNION AVE. AVE"
"5684",270,"ASH","ST","270 ASH ST","270 ASH ST","270 ASH ST","270 ASH ST"
"5685",22,"CHURCH","ST","22 CHURCH ST","22 CHURCH ST","22 CHURCH ST","22 CHURCH ST"
"5686",NA,"10 AVE & W 155","AVE","10 AVE & W 155 AVE","10 AVE & W 155 AVE","10TH AVE & W 155 AVE","10TH AVE & W 155 AVE"
"5687",NA,"ELIZABETH","ST","ELIZABETH ST","ELIZABETH ST","ELIZABETH ST","ELIZABETH ST"
"5688",NA,"ELIZABETH","ST","ELIZABETH ST","ELIZABETH ST","ELIZABETH ST","ELIZABETH ST"
"5689",NA,"ELDRIDGE","ST","ELDRIDGE ST","ELDRIDGE ST","ELDRIDGE ST","ELDRIDGE ST"
"5690",80,"ATTORNEY","ST","80 ATTORNEY ST","80 ATTORNEY ST","80 ATTORNEY ST","80 ATTORNEY ST"
"5691",22,"CATHARINE","ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST"
"5692",22,"CATHARINE","ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST"
"5693",154,"NASSAU","ST","154 NASSAU ST","154 NASSAU ST","154 NASSAU ST","154 NASSAU ST"
"5694",27,"PINE","ST","27 PINE ST","27 PINE ST","27 PINE ST","27 PINE ST"
"5695",22,"ANN","ST","22 ANN ST","22 ANN ST","22 ANN ST","22 ANN ST"
"5696",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"5697",131,"131","ST","131 131 ST","131 131 ST","131 131ST ST","131 131ST ST"
"5698",NA,"BLVD & W 74","ST","BLVD & W 74 ST","BLVD & W 74 ST","BLVD & W 74TH ST","BLVD & W 74TH ST"
"5699",166,"ARD","ST","166 ARD ST","166 ARD ST","166 ARD ST","166 ARD ST"
"5700",NA,"UNIVERSITY BLDG.","ST","UNIVERSITY BLDG. ST","UNIVERSITY BLDG. ST","UNIVERSITY BLDG. ST","UNIVERSITY BLDG. ST"
"5701",194,"ALLEN","ST","194 ALLEN ST","194 ALLEN ST","194 ALLEN ST","194 ALLEN ST"
"5702",157,"9 AVE.","AVE","157 9 AVE. AVE","ONE HUNDRED FIFTY-SEVEN 9 AVE. AVE","157 9TH AVE. AVE","ONE HUNDRED FIFTY-SEVEN 9TH AVE. AVE"
"5703",293,"DELANCEY","ST","293 DELANCEY ST","293 DELANCEY ST","293 DELANCEY ST","293 DELANCEY ST"
"5704",170,"BROADWAY","AVE","170 BROADWAY AVE","ONE HUNDRED SEVENTY BROADWAY AVE","170 BROADWAY AVE","ONE HUNDRED SEVENTY BROADWAY AVE"
"5705",NA,"138 & WILLIS AVE.","AVE","138 & WILLIS AVE. AVE","138 & WILLIS AVE. AVE","138TH & WILLIS AVE. AVE","138TH & WILLIS AVE. AVE"
"5706",NA,"COURTLAND AVE & 148","AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148TH AVE","COURTLAND AVE & 148TH AVE"
"5707",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"5708",99,"MARKS PL.","PL","99 MARKS PL. PL","99 MARKS PL. PL","99 MARKS PL. PL","99 MARKS PL. PL"
"5709",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"5710",163,"DIVISION","ST","163 DIVISION ST","163 DIVISION ST","163 DIVISION ST","163 DIVISION ST"
"5711",31,"PEARL","ST","31 PEARL ST","31 PEARL ST","31 PEARL ST","31 PEARL ST"
"5712",363,"PEARL","ST","363 PEARL ST","363 PEARL ST","363 PEARL ST","363 PEARL ST"
"5713",47,"JONES","ST","47 JONES ST","47 JONES ST","47 JONES ST","47 JONES ST"
"5714",48,"JOHN","ST","48 JOHN ST","48 JOHN ST","48 JOHN ST","48 JOHN ST"
"5715",102,"BROADWAY","AVE","102 BROADWAY AVE","ONE HUNDRED TWO BROADWAY AVE","102 BROADWAY AVE","ONE HUNDRED TWO BROADWAY AVE"
"5716",614,"W 37","ST","614 W 37 ST","614 W 37 ST","614 W 37TH ST","614 W 37TH ST"
"5717",190,"BROADWAY","AVE","190 BROADWAY AVE","ONE HUNDRED NINETY BROADWAY AVE","190 BROADWAY AVE","ONE HUNDRED NINETY BROADWAY AVE"
"5718",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"5719",58,"BROADWAY","AVE","58 BROADWAY AVE","FIFTY-EIGHT BROADWAY AVE","58 BROADWAY AVE","FIFTY-EIGHT BROADWAY AVE"
"5720",249,"PEARL","ST","249 PEARL ST","249 PEARL ST","249 PEARL ST","249 PEARL ST"
"5721",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"5722",428,"CLINTON","ST","428 CLINTON ST","428 CLINTON ST","428 CLINTON ST","428 CLINTON ST"
"5723",178,"WATER","ST","178 WATER ST","178 WATER ST","178 WATER ST","178 WATER ST"
"5724",NA,"AVE A & E 78","AVE","AVE A & E 78 AVE","AVE A & E 78 AVE","AVE A & E 78TH AVE","AVE A & E 78TH AVE"
"5725",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"5726",NA,"3 AVE & 166","AVE","3 AVE & 166 AVE","3 AVE & 166 AVE","3RD AVE & 166 AVE","3RD AVE & 166 AVE"
"5727",NA,"AND PURE","ST","AND PURE ST","AND PURE ST","AND PURE ST","AND PURE ST"
"5728",165,"DELANCEY","ST","165 DELANCEY ST","165 DELANCEY ST","165 DELANCEY ST","165 DELANCEY ST"
"5729",83,"1 AVE ,","AVE","83 1 AVE , AVE","EIGHTY-THREE 1 AVE , AVE","83 1ST AVE , AVE","EIGHTY-THREE 1ST AVE , AVE"
"5730",NA,"","ST",NA,NA,NA,NA
"5731",NA,"","ST",NA,NA,NA,NA
"5732",NA,"","ST",NA,NA,NA,NA
"5733",NA,"FORDHAM","ST","FORDHAM ST","FORDHAM ST","FORDHAM ST","FORDHAM ST"
"5734",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"5735",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"5736",371,"371","ST","371 371 ST","371 371 ST","371 371ST ST","371 371ST ST"
"5737",106,"RIVERSIDE","ST","106 RIVERSIDE ST","106 RIVERSIDE ST","106 RIVERSIDE ST","106 RIVERSIDE ST"
"5738",5,"JANE","ST","5 JANE ST","5 JANE ST","5 JANE ST","5 JANE ST"
"5739",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"5740",22,"JOHN","ST","22 JOHN ST","22 JOHN ST","22 JOHN ST","22 JOHN ST"
"5741",46,"SOUTH","ST","46 SOUTH ST","46 SOUTH ST","46 SOUTH ST","46 SOUTH ST"
"5742",9,"NASSAU","ST","9 NASSAU ST","9 NASSAU ST","9 NASSAU ST","9 NASSAU ST"
"5743",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"5744",NA,"3 AVE & 141","AVE","3 AVE & 141 AVE","3 AVE & 141 AVE","3RD AVE & 141 AVE","3RD AVE & 141 AVE"
"5745",150,"BROOME","ST","150 BROOME ST","150 BROOME ST","150 BROOME ST","150 BROOME ST"
"5746",1,"RIVINGTON","ST","1 RIVINGTON ST","1 RIVINGTON ST","1 RIVINGTON ST","1 RIVINGTON ST"
"5747",NA,"","ST",NA,NA,NA,NA
"5748",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"5749",109,"LIBERTY","ST","109 LIBERTY ST","109 LIBERTY ST","109 LIBERTY ST","109 LIBERTY ST"
"5750",6,"READE","ST","6 READE ST","6 READE ST","6 READE ST","6 READE ST"
"5751",147,"AVE D. AND H BIBLE H.","AVE","147 AVE D. AND H BIBLE H. AVE","ONE HUNDRED FORTY-SEVEN AVE D. AND H BIBLE H. AVE","147 AVE D. AND H BIBLE H. AVE","ONE HUNDRED FORTY-SEVEN AVE D. AND H BIBLE H. AVE"
"5752",NA," 167","ST","167 ST","167 ST","167TH ST","167TH ST"
"5753",1046,"LAFAYETTE","ST","1046 LAFAYETTE ST","1046 LAFAYETTE ST","1046 LAFAYETTE ST","1046 LAFAYETTE ST"
"5754",NA,"8 AVE.","AVE","8 AVE. AVE","8 AVE. AVE","8TH AVE. AVE","8TH AVE. AVE"
"5755",68,"CARMINE","ST","68 CARMINE ST","68 CARMINE ST","68 CARMINE ST","68 CARMINE ST"
"5756",828,"8","ST","828 8 ST","828 8 ST","828 8TH ST","828 8TH ST"
"5757",NA,"8 AVE.","AVE","8 AVE. AVE","8 AVE. AVE","8TH AVE. AVE","8TH AVE. AVE"
"5758",NA,"W 65 & 10 AVE.","AVE","W 65 & 10 AVE. AVE","W 65 & 10 AVE. AVE","W 65TH & 10 AVE. AVE","W 65TH & 10 AVE. AVE"
"5759",NA,"VARICK PL.","PL","VARICK PL. PL","VARICK PL. PL","VARICK PL. PL","VARICK PL. PL"
"5760",NA,"BLVD & W 67","ST","BLVD & W 67 ST","BLVD & W 67 ST","BLVD & W 67TH ST","BLVD & W 67TH ST"
"5761",NA,"ELDRIDGE","ST","ELDRIDGE ST","ELDRIDGE ST","ELDRIDGE ST","ELDRIDGE ST"
"5762",168,"ATTORNEY","ST","168 ATTORNEY ST","168 ATTORNEY ST","168 ATTORNEY ST","168 ATTORNEY ST"
"5763",NA,"W 66 & 10 AVE.","AVE","W 66 & 10 AVE. AVE","W 66 & 10 AVE. AVE","W 66TH & 10 AVE. AVE","W 66TH & 10 AVE. AVE"
"5764",NA,"10 AVE & W 66","AVE","10 AVE & W 66 AVE","10 AVE & W 66 AVE","10TH AVE & W 66 AVE","10TH AVE & W 66 AVE"
"5765",132,"RIVINGTON","ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST","132 RIVINGTON ST"
"5766",135,"26","ST","135 26 ST","135 26 ST","135 26TH ST","135 26TH ST"
"5767",NA,"W 65 & BLVD","BLVD","W 65 & BLVD","W 65 & BLVD","W 65TH & BLVD","W 65TH & BLVD"
"5768",NA,"BLVD & W 65","ST","BLVD & W 65 ST","BLVD & W 65 ST","BLVD & W 65TH ST","BLVD & W 65TH ST"
"5769",41,"BEAVER","AVE","41 BEAVER AVE","FORTY-ONE BEAVER AVE","41 BEAVER AVE","FORTY-ONE BEAVER AVE"
"5770",120,"120","ST","120 120 ST","120 120 ST","120 120TH ST","120 120TH ST"
"5771",NA,"8 AVE.","AVE","8 AVE. AVE","8 AVE. AVE","8TH AVE. AVE","8TH AVE. AVE"
"5772",9,"3","ST","9 3 ST","9 3 ST","9 3RD ST","9 3RD ST"
"5773",91,"LIBERTY","ST","91 LIBERTY ST","91 LIBERTY ST","91 LIBERTY ST","91 LIBERTY ST"
"5774",237,"GREENE","ST","237 GREENE ST","237 GREENE ST","237 GREENE ST","237 GREENE ST"
"5775",51,"LIBERTY","ST","51 LIBERTY ST","51 LIBERTY ST","51 LIBERTY ST","51 LIBERTY ST"
"5776",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"5777",242,"RODNEY","ST","242 RODNEY ST","242 RODNEY ST","242 RODNEY ST","242 RODNEY ST"
"5778",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"5779",NA,"1 & E 121","ST","1 & E 121 ST","1 & E 121 ST","1ST & E 121 ST","1ST & E 121 ST"
"5780",3,"BROAD","ST","3 BROAD ST","3 BROAD ST","3 BROAD ST","3 BROAD ST"
"5781",NA,"N","ST","N ST","N ST","N ST","N ST"
"5782",NA,"COURTLAND AVE & 154","AVE","COURTLAND AVE & 154 AVE","COURTLAND AVE & 154 AVE","COURTLAND AVE & 154TH AVE","COURTLAND AVE & 154TH AVE"
"5783",NA,"3 AVE & 145","AVE","3 AVE & 145 AVE","3 AVE & 145 AVE","3RD AVE & 145 AVE","3RD AVE & 145 AVE"
"5784",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"5785",NA,"COURTLAND AVE & 148","AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148TH AVE","COURTLAND AVE & 148TH AVE"
"5786",NA,"EBERVALE COAL CO. ILL BROADWAY","AVE","EBERVALE COAL CO. ILL BROADWAY AVE","EBERVALE COAL CO. ILL BROADWAY AVE","EBERVALE COAL CO. ILL BROADWAY AVE","EBERVALE COAL CO. ILL BROADWAY AVE"
"5787",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"5788",NA,". ANNS AVE. & nan","AVE",". ANNS AVE. & NAN AVE",". ANNS AVE. & NAN AVE",". ANNS AVE. & NAN AVE",". ANNS AVE. & NAN AVE"
"5789",NA," 156","ST","156 ST","156 ST","156TH ST","156TH ST"
"5790",32,"WN.","ST","32 WN. ST","32 WN. ST","32 WN. ST","32 WN. ST"
"5791",NA,"E 49 & MADISON AVE.","AVE","E 49 & MADISON AVE. AVE","E 49 & MADISON AVE. AVE","E 49TH & MADISON AVE. AVE","E 49TH & MADISON AVE. AVE"
"5792",52,"BROADWAY","AVE","52 BROADWAY AVE","FIFTY-TWO BROADWAY AVE","52 BROADWAY AVE","FIFTY-TWO BROADWAY AVE"
"5793",21,"BOND","ST","21 BOND ST","21 BOND ST","21 BOND ST","21 BOND ST"
"5794",64,"COLLEGE PL,2067 AVE. H COLEMAN H.","AVE","64 COLLEGE PL,2067 AVE. H COLEMAN H. AVE","SIXTY-FOUR COLLEGE PL,2067 AVE. H COLEMAN H. AVE","64 COLLEGE PL,2 067TH AVE. H COLEMAN H. AVE","SIXTY-FOUR COLLEGE PL,2 067TH AVE. H COLEMAN H. AVE"
"5795",139,"E 4","ST","139 E 4 ST","139 E 4 ST","139 E 4TH ST","139 E 4TH ST"
"5796",NA,"CONCORD AVE. & CLIFF","AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE"
"5797",NA,"W 65 & 11 AVE","AVE","W 65 & 11 AVE","W 65 & 11 AVE","W 65TH & 11 AVE","W 65TH & 11 AVE"
"5798",502,"W 20","ST","502 W 20 ST","502 W 20 ST","502 W 20TH ST","502 W 20TH ST"
"5799",304,"E BROADWAY","AVE","304 E BROADWAY AVE","THREE HUNDRED FOUR E BROADWAY AVE","304 E BROADWAY AVE","THREE HUNDRED FOUR E BROADWAY AVE"
"5800",24,"CHURCH","ST","24 CHURCH ST","24 CHURCH ST","24 CHURCH ST","24 CHURCH ST"
"5801",NA,"W 73 & 11 AVE.","AVE","W 73 & 11 AVE. AVE","W 73 & 11 AVE. AVE","W 73RD & 11 AVE. AVE","W 73RD & 11 AVE. AVE"
"5802",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"5803",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
