"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"3517",NA,"PEARL & CONCORD","ST","PEARL & CONCORD ST","PEARL & CONCORD ST","PEARL & CONCORD ST","PEARL & CONCORD ST"
"3518",NA,"LITTLE & YVATER","ST","LITTLE & YVATER ST","LITTLE & YVATER ST","LITTLE & YVATER ST","LITTLE & YVATER ST"
"3519",NA,"SMITH & HAMILTON AVE","AVE","SMITH & HAMILTON AVE","SMITH & HAMILTON AVE","SMITH & HAMILTON AVE","SMITH & HAMILTON AVE"
"3520",NA,"MYRTLE AVE B RAYMOND AND CANTON","AVE","MYRTLE AVE B RAYMOND AND CANTON AVE","MYRTLE AVE B RAYMOND AND CANTON AVE","MYRTLE AVE B RAYMOND AND CANTON AVE","MYRTLE AVE B RAYMOND AND CANTON AVE"
"3521",NA,"AMITY & COLUMBIA","ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST"
"3522",NA,"PRINCE & TILLARY","ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST"
"3523",NA,"KENT & MYRTLE AVE","AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE"
"3524",NA,"HARRIS BUILDINGS PLYMOUTH & LITTLE","PL","HARRIS BUILDINGS PLYMOUTH & LITTLE PL","HARRIS BUILDINGS PLYMOUTH & LITTLE PL","HARRIS BUILDINGS PLYMOUTH & LITTLE PL","HARRIS BUILDINGS PLYMOUTH & LITTLE PL"
"3525",NA,"NYH KENT & PARK AVE","AVE","NYH KENT & PARK AVE","NYH KENT & PARK AVE","NYH KENT & PARK AVE","NYH KENT & PARK AVE"
"3526",NA,"PEARL B PLYMOUTH AND WATER","PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL","PEARL B PLYMOUTH AND WATER PL"
"3527",NA,"JAY & HARPER CT","CT","JAY & HARPER CT","JAY & HARPER CT","JAY & HARPER CT","JAY & HARPER CT"
"3528",NA,"COLUMBIA & DOUGHTY","ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST"
"3529",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"3530",NA,"MOROCCO FACTORY 17 AND 19 ADAMS","ST","MOROCCO FACTORY 17 AND 19 ADAMS ST","MOROCCO FACTORY 17 AND 19 ADAMS ST","MOROCCO FACTORY 17TH AND 19 ADAMS ST","MOROCCO FACTORY 17TH AND 19 ADAMS ST"
"3531",NA,"AMITY & COLUMBIA","ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST"
"3532",NA,"TILLARY & PRINCE","ST","TILLARY & PRINCE ST","TILLARY & PRINCE ST","TILLARY & PRINCE ST","TILLARY & PRINCE ST"
"3533",NA,"JAY & PLYMOUTH","PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL"
"3534",NA,"WILLOW & ATLANTIC","ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST"
"3535",165,"PROSPECT","ST","165 PROSPECT ST","165 PROSPECT ST","165 PROSPECT ST","165 PROSPECT ST"
"3536",NA,"ADAMS & PLYMOUTH","PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL"
"3537",57,"PACIFIC","ST","57 PACIFIC ST","57 PACIFIC ST","57 PACIFIC ST","57 PACIFIC ST"
"3538",NA,"LAND AND LOAN AGENT OFFICE 307 FULTON LI 19 JOHNSON","ST","LAND AND LOAN AGENT OFFICE 307 FULTON LI 19 JOHNSON ST","LAND AND LOAN AGENT OFFICE 307 FULTON LI 19 JOHNSON ST","LAND AND LOAN AGENT OFFICE 307TH FULTON LI 19 JOHNSON ST","LAND AND LOAN AGENT OFFICE 307TH FULTON LI 19 JOHNSON ST"
"3539",NA,"TILLARY & BARBARINE","ST","TILLARY & BARBARINE ST","TILLARY & BARBARINE ST","TILLARY & BARBARINE ST","TILLARY & BARBARINE ST"
"3540",NA,"HUDSON AVE & WILLOUGHBY","AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE"
"3541",NA,"CUMBERLAND B MYRTLE AND PARK AVE","AVE","CUMBERLAND B MYRTLE AND PARK AVE","CUMBERLAND B MYRTLE AND PARK AVE","CUMBERLAND B MYRTLE AND PARK AVE","CUMBERLAND B MYRTLE AND PARK AVE"
"3542",NA,"HUDSON AVE & TILLARY","AVE","HUDSON AVE & TILLARY AVE","HUDSON AVE & TILLARY AVE","HUDSON AVE & TILLARY AVE","HUDSON AVE & TILLARY AVE"
"3543",NA,"RAYMOND & TILLARY","ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST"
"3544",NA,"","ST",NA,NA,NA,NA
"3545",NA,"COLUMBIA & HARRISON","ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST"
"3546",NA,"MYRTLE & HUDSON AVE","AVE","MYRTLE & HUDSON AVE","MYRTLE & HUDSON AVE","MYRTLE & HUDSON AVE","MYRTLE & HUDSON AVE"
"3547",35,"LITTLE","ST","35 LITTLE ST","35 LITTLE ST","35 LITTLE ST","35 LITTLE ST"
"3548",NA,"LAWRENCE & FULTON AVE","AVE","LAWRENCE & FULTON AVE","LAWRENCE & FULTON AVE","LAWRENCE & FULTON AVE","LAWRENCE & FULTON AVE"
"3549",NA,"BRG & WIL. LOUGHBY","ST","BRG & WIL. LOUGHBY ST","BRG & WIL. LOUGHBY ST","BRG & WIL. LOUGHBY ST","BRG & WIL. LOUGHBY ST"
"3550",NA,"MANLEY AND EMBURYS DISTILLERY TILLARY & GOLD","ST","MANLEY AND EMBURYS DISTILLERY TILLARY & GOLD ST","MANLEY AND EMBURYS DISTILLERY TILLARY & GOLD ST","MANLEY AND EMBURYS DISTILLERY TILLARY & GOLD ST","MANLEY AND EMBURYS DISTILLERY TILLARY & GOLD ST"
"3551",NA,"27 & 3 AVE GOWANUS","AVE","27 & 3 AVE GOWANUS AVE","27 & 3 AVE GOWANUS AVE","27TH & 3 AVE GOWANUS AVE","27TH & 3 AVE GOWANUS AVE"
"3552",NA,"SPENCER & PARK AVE","AVE","SPENCER & PARK AVE","SPENCER & PARK AVE","SPENCER & PARK AVE","SPENCER & PARK AVE"
"3553",NA,"CARLTON & MYRTLE AVE","AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE"
"3554",NA,"HAMILTON AVE & CT","AVE","HAMILTON AVE & CT AVE","HAMILTON AVE & CT AVE","HAMILTON AVE & CT AVE","HAMILTON AVE & CT AVE"
"3555",NA,"CANTON & TILLARY","ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST"
"3556",NA,"CLINTON B HARRISON AND","ST","CLINTON B HARRISON AND ST","CLINTON B HARRISON AND ST","CLINTON B HARRISON AND ST","CLINTON B HARRISON AND ST"
"3557",NA,"WASHINGTON AVE","AVE","WASHINGTON AVE","WASHINGTON AVE","WASHINGTON AVE","WASHINGTON AVE"
"3558",NA,"PARK AVE & CANTON STÃ¢ÂÂCOLONEL WILLIAM DULANEY COMMANDANT","ST","PARK AVE & CANTON STÃ¢ÂÂCOLONEL WILLIAM DULANEY COMMANDANT ST","PARK AVE & CANTON STÃ¢ÂÂCOLONEL WILLIAM DULANEY COMMANDANT ST","PARK AVE & CANTON STÃ¢ÂÂCOLONEL WILLIAM DULANEY COMMANDANT ST","PARK AVE & CANTON STÃ¢ÂÂCOLONEL WILLIAM DULANEY COMMANDANT ST"
"3559",NA,"PEARL & PLYMOUTH","PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL"
"3560",49,"MAIN","ST","49 MAIN ST","49 MAIN ST","49 MAIN ST","49 MAIN ST"
"3561",NA,"MAIN & FRONT AND MAIN C WATER","ST","MAIN & FRONT AND MAIN C WATER ST","MAIN & FRONT AND MAIN C WATER ST","MAIN & FRONT AND MAIN C WATER ST","MAIN & FRONT AND MAIN C WATER ST"
"3562",NA,"NAVY & JOHNSON","ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST"
"3563",NA,"ATLANTIC & WILLOW","ST","ATLANTIC & WILLOW ST","ATLANTIC & WILLOW ST","ATLANTIC & WILLOW ST","ATLANTIC & WILLOW ST"
"3564",NA,"AMITY & HICKS","ST","AMITY & HICKS ST","AMITY & HICKS ST","AMITY & HICKS ST","AMITY & HICKS ST"
"3565",NA,"LITTLE & MARSHALL","ST","LITTLE & MARSHALL ST","LITTLE & MARSHALL ST","LITTLE & MARSHALL ST","LITTLE & MARSHALL ST"
"3566",NA,"HAMILTON SHADES HAMILTON AVE & THE BRG","AVE","HAMILTON SHADES HAMILTON AVE & THE BRG AVE","HAMILTON SHADES HAMILTON AVE & THE BRG AVE","HAMILTON SHADES HAMILTON AVE & THE BRG AVE","HAMILTON SHADES HAMILTON AVE & THE BRG AVE"
"3567",NA,"AMITY & COLUMBIA","ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST"
"3568",NA,"JAY & PLYMOUTH","PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL","JAY & PLYMOUTH PL"
"3569",NA,"JOHN & GOLD","ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST"
"3570",NA,"WASHINGTON & FULTON AVE","AVE","WASHINGTON & FULTON AVE","WASHINGTON & FULTON AVE","WASHINGTON & FULTON AVE","WASHINGTON & FULTON AVE"
"3571",NA,"COLUMBIA B ATLANTIC AND STATE","ST","COLUMBIA B ATLANTIC AND STATE ST","COLUMBIA B ATLANTIC AND STATE ST","COLUMBIA B ATLANTIC AND STATE ST","COLUMBIA B ATLANTIC AND STATE ST"
"3572",NA,"CT & BALTIC","ST","CT & BALTIC ST","CT & BALTIC ST","CT & BALTIC ST","CT & BALTIC ST"
"3573",NA,"SMITH & WARREN","ST","SMITH & WARREN ST","SMITH & WARREN ST","SMITH & WARREN ST","SMITH & WARREN ST"
"3574",NA,"WIDOW42 HICKS & MIDDAGH","ST","WIDOW42 HICKS & MIDDAGH ST","WIDOW42 HICKS & MIDDAGH ST","WIDOW42ND HICKS & MIDDAGH ST","WIDOW42ND HICKS & MIDDAGH ST"
"3575",NA,"JAMAICA RD OP PORTLAND AVE","AVE","JAMAICA RD OP PORTLAND AVE","JAMAICA RD OP PORTLAND AVE","JAMAICA RD OP PORTLAND AVE","JAMAICA RD OP PORTLAND AVE"
"3576",NA,"3 AVE & 21 GOWANUS","AVE","3 AVE & 21 GOWANUS AVE","3 AVE & 21 GOWANUS AVE","3RD AVE & 21 GOWANUS AVE","3RD AVE & 21 GOWANUS AVE"
"3577",NA,"WIDOW BAKERY 111 HIGH","ST","WIDOW BAKERY 111 HIGH ST","WIDOW BAKERY 111 HIGH ST","WIDOW BAKERY 111TH HIGH ST","WIDOW BAKERY 111TH HIGH ST"
"3578",NA,"HOOK POINT","ST","HOOK POINT ST","HOOK POINT ST","HOOK POINT ST","HOOK POINT ST"
"3579",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"3580",NA,"S U N 122 GOLD","ST","S U N 122 GOLD ST","S U N 122 GOLD ST","S U N 122ND GOLD ST","S U N 122ND GOLD ST"
"3581",NA,"CARLL & MYRTLE AVE","AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE"
"3582",NA,"JOHNSON & PRINCE","ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST"
"3583",NA,"DEAN & POWERS","ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST"
"3584",NA,"21 & 4 AVE GOWANUS","AVE","21 & 4 AVE GOWANUS AVE","21 & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE"
"3585",219,"FRONT","ST","219 FRONT ST","219 FRONT ST","219 FRONT ST","219 FRONT ST"
"3586",NA,"BERGEN & BOND","ST","BERGEN & BOND ST","BERGEN & BOND ST","BERGEN & BOND ST","BERGEN & BOND ST"
"3587",NA,"WATER & JAY","ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST"
"3588",NA,"CANTON & MYRTLE AVE","AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE"
"3589",26,"AND 3 AVE GOWANUS","AVE","26 AND 3 AVE GOWANUS AVE","TWENTY-SIX AND 3 AVE GOWANUS AVE","26 AND 3RD AVE GOWANUS AVE","TWENTY-SIX AND 3RD AVE GOWANUS AVE"
"3590",NA,"RAYMOND & LAFAYETTE","ST","RAYMOND & LAFAYETTE ST","RAYMOND & LAFAYETTE ST","RAYMOND & LAFAYETTE ST","RAYMOND & LAFAYETTE ST"
"3591",NA,"SMITH & PACIFIC","ST","SMITH & PACIFIC ST","SMITH & PACIFIC ST","SMITH & PACIFIC ST","SMITH & PACIFIC ST"
"3592",NA,"CT & LIVINGSTON","ST","CT & LIVINGSTON ST","CT & LIVINGSTON ST","CT & LIVINGSTON ST","CT & LIVINGSTON ST"
"3593",NA,"138 WATER NYH LIVINGSTON & SMITH","ST","138 WATER NYH LIVINGSTON & SMITH ST","138 WATER NYH LIVINGSTON & SMITH ST","138TH WATER NYH LIVINGSTON & SMITH ST","138TH WATER NYH LIVINGSTON & SMITH ST"
"3594",NA,"","ST",NA,NA,NA,NA
"3595",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"3596",NA,"MYRTLE AVE & CLASSON AVE","AVE","MYRTLE AVE & CLASSON AVE","MYRTLE AVE & CLASSON AVE","MYRTLE AVE & CLASSON AVE","MYRTLE AVE & CLASSON AVE"
"3597",NA,"TIN AND SHEET IRON WORKER HICKORY & FRANKLIN AVE","AVE","TIN AND SHEET IRON WORKER HICKORY & FRANKLIN AVE","TIN AND SHEET IRON WORKER HICKORY & FRANKLIN AVE","TIN AND SHEET IRON WORKER HICKORY & FRANKLIN AVE","TIN AND SHEET IRON WORKER HICKORY & FRANKLIN AVE"
"3598",NA,"BARBARINE & TILLARY","ST","BARBARINE & TILLARY ST","BARBARINE & TILLARY ST","BARBARINE & TILLARY ST","BARBARINE & TILLARY ST"
"3599",NA,"MONTAGUE PL & CLINTON","PL","MONTAGUE PL & CLINTON PL","MONTAGUE PL & CLINTON PL","MONTAGUE PL & CLINTON PL","MONTAGUE PL & CLINTON PL"
"3600",NA,"","ST",NA,NA,NA,NA
"3601",6,"WARD 61 PACIFIC","ST","6 WARD 61 PACIFIC ST","6 WARD 61 PACIFIC ST","6 WARD 61ST PACIFIC ST","6 WARD 61ST PACIFIC ST"
"3602",NA,"KENT AVE NORTH & WILLIAMSBURGH RD","AVE","KENT AVE NORTH & WILLIAMSBURGH RD AVE","KENT AVE NORTH & WILLIAMSBURGH RD AVE","KENT AVE NORTH & WILLIAMSBURGH RD AVE","KENT AVE NORTH & WILLIAMSBURGH RD AVE"
"3603",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"3604",NA,"CIGAR STORE","ST","CIGAR STORE ST","CIGAR STORE ST","CIGAR STORE ST","CIGAR STORE ST"
"3605",23,"STATE 80 MAIN","ST","23 STATE 80 MAIN ST","23 STATE 80 MAIN ST","23 STATE 80TH MAIN ST","23 STATE 80TH MAIN ST"
"3606",NA,"WILLOW & AMITY","ST","WILLOW & AMITY ST","WILLOW & AMITY ST","WILLOW & AMITY ST","WILLOW & AMITY ST"
"3607",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"3608",NA,"PLYMOUTH & HUDSON AVE THEWS SAMUEL , WHEELWRIGHT 42 PRINCE","AVE","PLYMOUTH & HUDSON AVE THEWS SAMUEL , WHEELWRIGHT 42 PRINCE AVE","PLYMOUTH & HUDSON AVE THEWS SAMUEL , WHEELWRIGHT 42 PRINCE AVE","PLYMOUTH & HUDSON AVE THEWS SAMUEL , WHEELWRIGHT 42ND PRINCE AVE","PLYMOUTH & HUDSON AVE THEWS SAMUEL , WHEELWRIGHT 42ND PRINCE AVE"
"3609",NA,"MA","ST","MA ST","MA ST","MA ST","MA ST"
"3610",NA,"JOHN & PEARL","ST","JOHN & PEARL ST","JOHN & PEARL ST","JOHN & PEARL ST","JOHN & PEARL ST"
"3611",159,"PEARL","ST","159 PEARL ST","159 PEARL ST","159 PEARL ST","159 PEARL ST"
"3612",NA,"NAVY","ST","NAVY ST","NAVY ST","NAVY ST","NAVY ST"
"3613",NA,"CLASSON & FULTON AVE","AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE"
"3614",NA,"KENT & PARK AVE","AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE"
"3615",NA,"BOND & BALTIC","ST","BOND & BALTIC ST","BOND & BALTIC ST","BOND & BALTIC ST","BOND & BALTIC ST"
"3616",15,"B 5 AND 6 AVE GOWANUS","AVE","15 B 5 AND 6 AVE GOWANUS AVE","FIFTEEN B 5 AND 6 AVE GOWANUS AVE","15 B 5TH AND 6 AVE GOWANUS AVE","FIFTEEN B 5TH AND 6 AVE GOWANUS AVE"
"3617",NA,"WARREN & BOND","ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST"
"3618",NA,"RAYMOND & DE KALB AVE","AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE"
"3619",NA,"SMITH & WYCKOFF","ST","SMITH & WYCKOFF ST","SMITH & WYCKOFF ST","SMITH & WYCKOFF ST","SMITH & WYCKOFF ST"
"3620",NA,"VANDERBILT AVE & DEAN","AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE"
"3621",NA,"DOUGHTY & COLUMBIA","ST","DOUGHTY & COLUMBIA ST","DOUGHTY & COLUMBIA ST","DOUGHTY & COLUMBIA ST","DOUGHTY & COLUMBIA ST"
"3622",NA,"WILLOW & PACIFIC","ST","WILLOW & PACIFIC ST","WILLOW & PACIFIC ST","WILLOW & PACIFIC ST","WILLOW & PACIFIC ST"
"3623",NA,"BRG & FULTON AVE","AVE","BRG & FULTON AVE","BRG & FULTON AVE","BRG & FULTON AVE","BRG & FULTON AVE"
"3624",NA,"PLOUGH MANUFR NYH MYRTLE & CLINTON AVE","AVE","PLOUGH MANUFR NYH MYRTLE & CLINTON AVE","PLOUGH MANUFR NYH MYRTLE & CLINTON AVE","PLOUGH MANUFR NYH MYRTLE & CLINTON AVE","PLOUGH MANUFR NYH MYRTLE & CLINTON AVE"
"3625",NA,"BUILDER ,STATE & BOND","ST","BUILDER ,STATE & BOND ST","BUILDER ,STATE & BOND ST","BUILDER ,STATE & BOND ST","BUILDER ,STATE & BOND ST"
"3626",NA,"AMITY & CT","CT","AMITY & CT","AMITY & CT","AMITY & CT","AMITY & CT"
"3627",NA,"PACIFIC & SMITH","ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST"
"3628",NA,"","ST",NA,NA,NA,NA
"3629",NA,"FLUSHING & BEDFORD AVE GREEN AVE","AVE","FLUSHING & BEDFORD AVE GREEN AVE","FLUSHING & BEDFORD AVE GREEN AVE","FLUSHING & BEDFORD AVE GREEN AVE","FLUSHING & BEDFORD AVE GREEN AVE"
"3630",NA,"BEDFORD & FLUSHING AVE","AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE"
"3631",NA,"DUFFIELD & FULTON AVE","AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE"
"3632",NA,"SMITH & BALTIC","ST","SMITH & BALTIC ST","SMITH & BALTIC ST","SMITH & BALTIC ST","SMITH & BALTIC ST"
"3633",NA,"CONCORD & HUDSON AVE","AVE","CONCORD & HUDSON AVE","CONCORD & HUDSON AVE","CONCORD & HUDSON AVE","CONCORD & HUDSON AVE"
"3634",NA,"S U N 147 HICKS","ST","S U N 147 HICKS ST","S U N 147 HICKS ST","S U N 147TH HICKS ST","S U N 147TH HICKS ST"
"3635",NA,"TILLARY & JAY","ST","TILLARY & JAY ST","TILLARY & JAY ST","TILLARY & JAY ST","TILLARY & JAY ST"
"3636",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"3637",NA,"DEAN & BOND","ST","DEAN & BOND ST","DEAN & BOND ST","DEAN & BOND ST","DEAN & BOND ST"
"3638",NA,"BEDFORD & FLUSHING AVE","AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE","BEDFORD & FLUSHING AVE"
"3639",NA,"FLUSHING & DIVISION AVE","AVE","FLUSHING & DIVISION AVE","FLUSHING & DIVISION AVE","FLUSHING & DIVISION AVE","FLUSHING & DIVISION AVE"
"3640",NA,"WYCKOFF & NEVINS","ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST"
"3641",NA,"PROSPECT HL","HL","PROSPECT HL","PROSPECT HL","PROSPECT HL","PROSPECT HL"
"3642",NA,"MILL & SMITH","ST","MILL & SMITH ST","MILL & SMITH ST","MILL & SMITH ST","MILL & SMITH ST"
"3643",NA,"CANTON & TILLARY","ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST"
"3644",NA,"BOERUM & ATLANTIC","ST","BOERUM & ATLANTIC ST","BOERUM & ATLANTIC ST","BOERUM & ATLANTIC ST","BOERUM & ATLANTIC ST"
"3645",NA,"","ST",NA,NA,NA,NA
"3646",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"3647",NA,"WATER & BRG","BRG","WATER & BRG","WATER & BRG","WATER & BRG","WATER & BRG"
"3648",NA,"VANDERBILT AVE & DEAN","AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE"
"3649",NA,"MYRTLE AVE & CANTON","AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE","MYRTLE AVE & CANTON AVE"
"3650",NA,"YORK & PEARL","ST","YORK & PEARL ST","YORK & PEARL ST","YORK & PEARL ST","YORK & PEARL ST"
"3651",NA,"","ST",NA,NA,NA,NA
"3652",NA,"NAVY & MYRTLE AVE","AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE"
"3653",NA,"NYH BLAKES BUILDINGS CT B BALTIC AND BULLER","CT","NYH BLAKES BUILDINGS CT B BALTIC AND BULLER CT","NYH BLAKES BUILDINGS CT B BALTIC AND BULLER CT","NYH BLAKES BUILDINGS CT B BALTIC AND BULLER CT","NYH BLAKES BUILDINGS CT B BALTIC AND BULLER CT"
"3654",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"3655",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"3656",NA,"FRANKLIN & MYRTLE AVE","AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE"
"3657",NA,"","ST",NA,NA,NA,NA
"3658",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"3659",NA,"BOARDING 116 PEARL","ST","BOARDING 116 PEARL ST","BOARDING 116 PEARL ST","BOARDING 116TH PEARL ST","BOARDING 116TH PEARL ST"
"3660",83,"CONCORD","ST","83 CONCORD ST","83 CONCORD ST","83 CONCORD ST","83 CONCORD ST"
"3661",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"3662",NA,"22 & 4 AVE GOWANUS","AVE","22 & 4 AVE GOWANUS AVE","22 & 4 AVE GOWANUS AVE","22ND & 4 AVE GOWANUS AVE","22ND & 4 AVE GOWANUS AVE"
"3663",NA,"3 AVE & 18 GOWANUS","AVE","3 AVE & 18 GOWANUS AVE","3 AVE & 18 GOWANUS AVE","3RD AVE & 18 GOWANUS AVE","3RD AVE & 18 GOWANUS AVE"
"3664",NA,"NYH PIERREPONT & WILLOW","PIER","NYH PIERREPONT & WILLOW PIER","NYH PIERREPONT & WILLOW PIER","NYH PIERREPONT & WILLOW PIER","NYH PIERREPONT & WILLOW PIER"
"3665",NA,"MARSHALL & HUDSON AVE","AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE"
"3666",NA,"KENT & PARK AVE","AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE"
"3667",NA,"LUQUIER & HICKS","ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST","LUQUIER & HICKS ST"
"3668",NA,"CLINTON & WARREN","ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST"
"3669",NA,"CLINTON & WARREN","ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST"
"3670",NA,"CLINTON & WARREN","ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST","CLINTON & WARREN ST"
"3671",NA,"DEGRAW & VANBRUNT","ST","DEGRAW & VANBRUNT ST","DEGRAW & VANBRUNT ST","DEGRAW & VANBRUNT ST","DEGRAW & VANBRUNT ST"
