"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"4604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4605",NA,NA,NA,"AVE A","E 91",NA,NA,NA,NA,NA
"4606",NA,NA,NA,"AVE A","E 91",NA,NA,NA,NA,NA
"4607","506","506",NA,NA,NA,NA,NA,NA,NA,NA
"4608",NA,NA,NA,"3 AVE","143",NA,NA,NA,NA,NA
"4609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610","S 152 H 5 AVE,1","152","S H 5 AVE,1",NA,NA,NA,NA,NA,"5","1"
"4611","HOLMES BURGLAR ALARM TELEGRAPH CO H 518 AND 194 BROADWAY AND E 36 14",NA,NA,NA,NA,NA,NA,NA,"518","BROADWAY"
"4612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613",NA,NA,NA,NA,NA,"W 156","10 AVE.",NA,NA,NA
"4614","HOLLAND MINING CO H 60 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"60","BROADWAY"
"4615","13 LAIGHT","13","LAIGHT",NA,NA,NA,NA,NA,NA,NA
"4616","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4618","FONRTH AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4619",NA,NA,NA,NA,NA,"BLVD","W 69",NA,NA,NA
"4620",NA,NA,NA,NA,NA,"W 130","TWELH AVE.",NA,NA,NA
"4621","390 BROOME","390","BROOME",NA,NA,NA,NA,NA,NA,NA
"4622","124 COLUMBIA","124","COLUMBIA",NA,NA,NA,NA,NA,NA,NA
"4623",NA,NA,NA,NA,NA,"3 AVE","149",NA,NA,NA
"4624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4625","E 200 48","200","E 48",NA,NA,NA,NA,NA,NA,NA
"4626","H. REAR 6942 AVE.","694","2 AVE.",NA,NA,NA,NA,NA,"694","2"
"4627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628",NA,NA,NA,"2 AVE","E 107",NA,NA,NA,NA,NA
"4629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630",NA,NA,NA,NA,NA,"W 141","BLVD",NA,NA,NA
"4631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632","E ILL 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636",NA,NA,NA,"AVE C","E 14",NA,NA,NA,NA,NA
"4637","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4639",NA,NA,NA,NA,NA,"COURTLAND AVE","157",NA,NA,NA
"4640",NA,NA,NA,NA,NA,"3 AVE","148",NA,NA,NA
"4641","HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642","HOFFMAN FIRE INS CO H 113 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"113","BROADWAY"
"4643",NA,NA,NA,NA,NA,"8 AVE","W 70",NA,NA,NA
"4644",NA,NA,NA,NA,NA,"158","R. R. AVE.",NA,NA,NA
"4645",NA,NA,NA,NA,NA,"COURTLAND AVE","150",NA,NA,NA
"4646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4647",NA,NA,NA,NA,NA,"3 AVE","163",NA,NA,NA
"4648","R W 34 21","34","W 21",NA,NA,NA,NA,NA,NA,NA
"4649","140 PITT","140","PITT",NA,NA,NA,NA,NA,NA,NA
"4650",NA,NA,NA,NA,NA,"BLVD","W 77",NA,NA,NA
"4651",NA,NA,NA,NA,NA,"BROADWAY","W 130",NA,NA,NA
"4652","HOBOKEN COAL CO. ILL BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653",NA,NA,NA,NA,NA,"AVE R","169",NA,NA,NA
"4654",NA,NA,NA,"WASHN","165",NA,NA,NA,NA,NA
"4655","413","413",NA,NA,NA,NA,NA,NA,NA,NA
"4656","E 37 BWA","37","E BWA",NA,NA,NA,NA,NA,NA,NA
"4657","HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658",NA,NA,NA,NA,NA,"10 AVE","W 156",NA,NA,NA
"4659","HINSDALE DOYLE GRANITE CO H 658 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"658","BROADWAY"
"4660",NA,NA,NA,NA,NA,"COURTLAND AVE","154",NA,NA,NA
"4661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4662","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4663",NA,NA,NA,NA,NA,"3 AVE","139",NA,NA,NA
"4664","BAGGAGE REMOVED WITH CARE TO ANY PART OF THE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4665","H H 367","36","7",NA,NA,NA,NA,NA,"36","7"
"4666","HIMROD FURNACE CO H 20 NASSAU",NA,NA,NA,NA,NA,NA,NA,"20","NASSAU"
"4667",NA,NA,NA,NA,NA,"3 AVE","167",NA,NA,NA
"4668",NA,NA,NA,NA,NA,"3 AVE","154",NA,NA,NA
"4669","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671","5 BOND","5","BOND",NA,NA,NA,NA,NA,NA,NA
"4672",NA,NA,NA,NA,NA,"WASHN","171",NA,NA,NA
"4673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674","SL 6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4675",NA,NA,NA,"BERGEN AVE","150",NA,NA,NA,NA,NA
"4676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4677",NA,NA,NA,NA,NA,"8 AVE","W 72",NA,NA,NA
"4678","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4679",NA,NA,NA,"AVE A","E 90",NA,NA,NA,NA,NA
"4680","133 GWICH","133","GWICH",NA,NA,NA,NA,NA,NA,NA
"4681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684",NA,NA,NA,NA,NA,"169","3",NA,NA,NA
"4685","127 RIVINGTON","127","RIVINGTON",NA,NA,NA,NA,NA,NA,NA
"4686",NA,NA,NA,NA,NA,"3 AVE","169",NA,NA,NA
"4687",NA,NA,NA,NA,NA,"3 AVE","135",NA,NA,NA
"4688","H 19","19",NA,NA,NA,NA,NA,NA,NA,"19"
"4689","BEEKMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4690",NA,NA,NA,"WASHN","169",NA,NA,NA,NA,NA
"4691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4692",NA,NA,NA,NA,NA,"W 69","10 AVE.",NA,NA,NA
"4693","HIDDEN RIVER MINING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"4694","HIDDEN TREASURE MINING CO H 61 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"61","BROADWAY"
"4695",NA,NA,NA,NA,NA,"WASHN AVE","165",NA,NA,NA
"4696","E 210 29","210","E 29",NA,NA,NA,NA,NA,NA,NA
"4697","HUDSON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4698","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4699","HOBOKEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4700",NA,NA,NA,"8 AVE","W 124",NA,NA,NA,NA,NA
"4701",NA,NA,NA,NA,NA,"3 AVE","170",NA,NA,NA
"4702","HEVNER TRAMWAY CO H 71 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"71","BROADWAY"
"4703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4704",NA,NA,NA,NA,NA,"R 10 AVE","W 67",NA,NA,NA
"4705",NA,NA,NA,"8 AVE","W 124",NA,NA,NA,NA,NA
"4706","128 FRANKLIN","128","FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"4707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4710","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4711","105 LEWIS","105","LEWIS",NA,NA,NA,NA,NA,NA,NA
"4712","23 CLARKE","23","CLARKE",NA,NA,NA,NA,NA,NA,NA
"4713","E 240 HOUSTON","240","E HOUSTON",NA,NA,NA,NA,NA,NA,NA
"4714",NA,NA,NA,NA,NA,"3 AVE","145",NA,NA,NA
"4715",NA,NA,NA,"BLVD","W",NA,NA,NA,NA,NA
"4716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4718","HOBOKEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4720",NA,NA,NA,NA,NA,"WILLIAM","COURTLAND AVE.",NA,NA,NA
"4721","HOBOKEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722",NA,NA,NA,NA,NA,"10 AVE","W 66",NA,NA,NA
"4723",NA,NA,NA,NA,"166",NA,NA,NA,NA,NA
"4724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725","HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4726","415 GWICH","415","GWICH",NA,NA,NA,NA,NA,NA,NA
"4727","3D GWICH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4728",NA,NA,NA,"11 AVE","W 27",NA,NA,NA,NA,NA
"4729",NA,NA,NA,"11 AVE","W 27",NA,NA,NA,NA,NA
"4730","194 FRANKLIN","194","FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"4731","E 4C2 19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4732","1123 AVE.","112","3 AVE.",NA,NA,NA,NA,NA,NA,NA
"4733","E 20","20",NA,NA,NA,NA,NA,NA,NA,NA
"4734",NA,NA,NA,"10 AVE","W 82",NA,NA,NA,NA,NA
"4735",NA,NA,NA,"79","AVE. A",NA,NA,NA,NA,NA
"4736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4737",NA,NA,NA,NA,NA,"WASHN","168",NA,NA,NA
"4738",NA,NA,NA,NA,NA,"3 AVE","165",NA,NA,NA
"4739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4741",NA,NA,NA,NA,NA,"167","WASHN , AVE.",NA,NA,NA
"4742","H REAR 180 AVE. A","180","AVE. A",NA,NA,NA,NA,NA,"180","AVE A"
"4743","CHILDRENS AID SOC H E 19 4 ,H E 607 14 ,H E 206 40 ,H W 211 18 AND 27 . MARKS PL.","607","E 14",NA,NA,NA,NA,NA,"607","E 14"
"4744","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4746","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4747",NA,NA,NA,"COURTLAND AVE","156",NA,NA,NA,NA,NA
"4748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4749",NA,NA,NA,"AVE A","E 55",NA,NA,NA,NA,NA
"4750","68BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4752","14 RECTOR","14","RECTOR",NA,NA,NA,NA,NA,NA,NA
"4753","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4755","7A READE AND 99 CHURCH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4756","GRAND CENTRAL DEPOT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4760",NA,NA,NA,NA,NA,"PASSAGE AVE","150",NA,NA,NA
"4761","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4762","C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4764",NA,NA,NA,"ALEXANDER AVE","143 AND R AVE R C 166",NA,NA,NA,NA,NA
"4765",NA,NA,NA,NA,NA,"W 65","10 AVE.",NA,NA,NA
"4766",NA,NA,NA,"3 AVE","146",NA,NA,NA,NA,NA
"4767","HORATIO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4768","HEKTOGRAPH CO H 24 CHURCH",NA,NA,NA,NA,NA,NA,NA,"24","CHURCH"
"4769",NA,NA,NA,NA,NA,"3 AVE","139",NA,NA,NA
"4770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4771","505","505",NA,NA,NA,NA,NA,NA,NA,NA
"4772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4773",NA,NA,NA,"3 AVE","E 69",NA,NA,NA,NA,NA
"4774","LI R W 134 29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4776","H. ILL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4778","225 BOWERY","225","BOWERY",NA,NA,NA,NA,NA,NA,NA
"4779","465) 10 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4780","I)6810 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4781",NA,NA,NA,NA,NA,"MANHATTAN","11 AVE.",NA,NA,NA
"4782","W 124 BROADWAY","124","W BROADWAY",NA,NA,NA,NA,NA,NA,NA
"4783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4784","HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4786","4948 AVE.","494","8 AVE.",NA,NA,NA,NA,NA,NA,NA
"4787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4788",NA,NA,NA,NA,NA,"153","COURTLAND AVE.",NA,NA,NA
"4789",NA,NA,NA,NA,NA,"3 AVE","153",NA,NA,NA
"4790",NA,NA,NA,NA,NA,NA,"ROBBINS",NA,NA,NA
"4791","N BLVD W H 65",NA,NA,NA,NA,NA,NA,NA,NA,"65"
"4792",NA,NA,NA,NA,NA,"159","3 AVE.",NA,NA,NA
"4793",NA,NA,NA,"ELTON AVE","158",NA,NA,NA,NA,NA
"4794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4795",NA,NA,NA,NA,NA,"3 AVE","139",NA,NA,NA
"4796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4797",NA,NA,NA,NA,NA,"WHITE","CENTRE",NA,NA,NA
"4798",NA,NA,NA,NA,NA,"152","COURTLAND AVE.",NA,NA,NA
"4799",NA,NA,NA,NA,NA,"3 AVE","165",NA,NA,NA
"4800",NA,NA,NA,NA,NA,"3 AVE","148",NA,NA,NA
"4801",NA,NA,NA,"COURTLAND AVE","154",NA,NA,NA,NA,NA
"4802","86 DELANCEY","86","DELANCEY",NA,NA,NA,NA,NA,NA,NA
"4803",NA,NA,NA,"AVE A","E 77",NA,NA,NA,NA,NA
"4804","281 AVE. C","281","AVE. C",NA,NA,NA,NA,NA,NA,NA
"4805","125 WEST","125","WEST",NA,NA,NA,NA,NA,NA,NA
"4806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4807",NA,NA,NA,NA,NA,"W 156","10 AVE",NA,NA,NA
"4808",NA,NA,NA,NA,NA,"COURTLAND AVE","158",NA,NA,NA
"4809",NA,NA,NA,NA,NA,"153","3 AVE.",NA,NA,NA
"4810","E 77 O 3 AVE.","77","O 3 AVE.",NA,NA,NA,NA,NA,NA,NA
"4811","HEBREW LEADER ASSN H 294 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"294","BROADWAY"
"4812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4813","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815","725) BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4817","HEALTH DEPARTMENT H 301 MOTT",NA,NA,NA,NA,NA,NA,NA,"301","MOTT"
"4818","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4819","FREE TO ALL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4820","HEA)TH LI CO H W 21 27",NA,NA,NA,NA,NA,NA,NA,"21","W 27"
"4821","437 BROADWAY","437","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"4822","HAZARD POWDER CO H 88 WALL",NA,NA,NA,NA,NA,NA,NA,"88","WALL"
"4823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4824",NA,NA,NA,NA,NA,"UNION AVE.","WALL",NA,NA,NA
"4825",NA,NA,NA,NA,NA,"BROADWAY","W 204",NA,NA,NA
"4826",NA,NA,NA,NA,NA,"GROVE AVE","161",NA,NA,NA
"4827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829","2069 AVE.","206","9 AVE.",NA,NA,NA,NA,NA,NA,NA
"4830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4831","219 CHERRY","219","CHERRY",NA,NA,NA,NA,NA,NA,NA
"4832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4836","232MULBERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4837",NA,NA,NA,NA,NA,"167","3 AVE.",NA,NA,NA
"4838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4841","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843","H. YONKERS",NA,NA,NA,NA,NA,NA,"YONKERS",NA,NA
"4844","H H 1372 AVE.","137","2 AVE.",NA,NA,NA,NA,NA,"137","2"
"4845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846","W WASHN MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4847","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4848","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4849","210","210",NA,NA,NA,NA,NA,NA,NA,NA
"4850",NA,NA,NA,NA,"W 27",NA,NA,NA,NA,NA
"4851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852",NA,NA,NA,NA,NA,"BERGEN AVE.","WESTCHEBTER AVE.",NA,NA,NA
"4853","HAVANA GAS LIGHT CO H 104 JOHN",NA,NA,NA,NA,NA,NA,NA,"104","JOHN"
"4854",NA,NA,NA,NA,NA,"3 AVE","136",NA,NA,NA
"4855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856","HAVERLYS THEATRE H W 107 14",NA,NA,NA,NA,NA,NA,NA,"107","W 14"
"4857",NA,NA,NA,NA,NA,NA,"169",NA,NA,NA
"4858","HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4859","12 CONCORD AVE.","12","CONCORD AVE.",NA,NA,NA,NA,NA,NA,NA
"4860","2G6 DUANE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864","126 FRANKLIN","126","FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"4865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866","W A MOREHOUSE H 242 CANAL",NA,NA,NA,NA,NA,NA,NA,"242","CANAL"
"4867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869",NA,NA,NA,"133","WILLI AVE.",NA,NA,NA,NA,NA
"4870",NA,NA,NA,NA,NA,"FRANKLIN AVE","170",NA,NA,NA
"4871",NA,NA,NA,NA,NA,NA,"165",NA,NA,NA
"4872","R ""E 40 IGHTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873",NA,NA,NA,NA,"169",NA,NA,NA,NA,NA
"4874",NA,NA,NA,NA,NA,"3 AVE","136",NA,NA,NA
"4875","HARTFORD ALARM REGISTER CO H 154 NASSAU",NA,NA,NA,NA,NA,NA,NA,"154","NASSAU"
"4876","HARTFORD STEAM BOILER INSPECTION AND INS CO H 2 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"2","BROADWAY"
"4877","HARTFORD N AND Y STEAMBOAT CO PIER E 24 R.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878","273 DIVISION","273","DIVISION",NA,NA,NA,NA,NA,NA,NA
"4879",NA,NA,NA,NA,NA,"COURTLAND AVE","149",NA,NA,NA
"4880",NA,NA,NA,NA,NA,"152","COURTLAND AVE.",NA,NA,NA
"4881",NA,NA,NA,NA,NA,"W 127","6 AVE.",NA,NA,NA
"4882","MADISON AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883","7598 AVE.","759","8 AVE.",NA,NA,NA,NA,NA,NA,NA
"4884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885",NA,NA,NA,NA,NA,"BLVD","W 60",NA,NA,NA
"4886",NA,NA,NA,NA,NA,"DEVOE","OGDEN AVE.",NA,NA,NA
"4887",NA,NA,NA,NA,NA,"164","WASHN , AVE.",NA,NA,NA
"4888",NA,NA,NA,NA,NA,"BLVD","W 60",NA,NA,NA
"4889",NA,NA,NA,NA,NA,"COURTLAND AVE","157",NA,NA,NA
"4890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4891","HOBOKEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4893","HARSHAW MINING CO H 62 CEDAR",NA,NA,NA,NA,NA,NA,NA,"62","CEDAR"
"4894",NA,NA,NA,NA,NA,"WASHN","170",NA,NA,NA
"4895","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896","456","456",NA,NA,NA,NA,NA,NA,NA,NA
"4897","AT SHORT NOTICE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898","3378 AVE.","337","8 AVE.",NA,NA,NA,NA,NA,NA,NA
"4899","72 MULBERRY","72","MULBERRY",NA,NA,NA,NA,NA,NA,NA
"4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901","E 8 60","8","E 60",NA,NA,NA,NA,NA,NA,NA
"4902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903","WID JOHN H E 423 74",NA,NA,NA,NA,NA,NA,NA,"423","E 74"
"4904","LIMITED",NA,NA,NA,NA,NA,NA,NA,"2","BROADWAY"
"4905","56 MURRAY","56","MURRAY",NA,NA,NA,NA,NA,NA,NA
"4906",NA,NA,NA,NA,NA,"W R 68","BLVD",NA,NA,NA
"4907",NA,NA,NA,NA,NA,"ELTON AVE","155",NA,NA,NA
"4908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909",NA,NA,NA,NA,NA,"CONCORD AVE","146",NA,NA,NA
"4910","HARPERS BAZAR H 331 PEARL",NA,NA,NA,NA,NA,NA,NA,"331","PEARL"
"4911","HARLEM GAS LIGHT CO H 20843 AVE.",NA,NA,NA,NA,NA,NA,NA,"2084","3"
"4912","HARLEM UNION MISSION H 22472 AVE.",NA,NA,NA,NA,NA,NA,NA,"2247","2"
"4913","130","130",NA,NA,NA,NA,NA,NA,NA,NA
"4914",NA,NA,NA,NA,NA,"10 AVE","W 160",NA,NA,NA
"4915","HALL PL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917","63","63",NA,NA,NA,NA,NA,NA,NA,NA
"4918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919","B7 WALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4922",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"4923","H H W 4 57","4","W 57",NA,NA,NA,NA,NA,"4","W 57"
"4924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925","HARLEM ATHLETIC CLUB H 28983 AVE.",NA,NA,NA,NA,NA,NA,NA,"2898","3"
"4926",NA,NA,NA,NA,NA,NA,"133",NA,NA,NA
"4927",NA,NA,NA,NA,NA,"4 AVE","E 128",NA,NA,NA
"4928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4929","LIMITED",NA,NA,NA,NA,NA,NA,NA,"4","WARREN"
"4930",NA,NA,NA,NA,NA,"ROBBINS AVE","147",NA,NA,NA
"4931","HARBECK AND CO H 81 BEAVER",NA,NA,NA,NA,NA,NA,NA,"81","BEAVER"
"4932","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934",NA,NA,NA,"MORRIS AVE","151",NA,NA,NA,NA,NA
"4935","69 DIVISION","69","DIVISION",NA,NA,NA,NA,NA,NA,NA
"4936","172 CHERRY","172","CHERRY",NA,NA,NA,NA,NA,NA,NA
"4937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938","HANNIBAL AND JOSEPH R R CO H 78 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"78","BROADWAY"
"4939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4941","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943",NA,NA,NA,NA,NA,NA,"167",NA,NA,NA
"4944","E 55","55",NA,NA,NA,NA,NA,NA,NA,NA
"4945",NA,NA,NA,NA,NA,"3 AVE","137",NA,NA,NA
"4946","E 55","55",NA,NA,NA,NA,NA,NA,NA,NA
"4947","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4948","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"4952","128 COLUMBIA","128","COLUMBIA",NA,NA,NA,NA,NA,NA,NA
"4953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955",NA,NA,NA,NA,NA,"141","3 AVE.",NA,NA,NA
"4956",NA,NA,NA,"133","WILLIS AVE.",NA,NA,NA,NA,NA
"4957","ROOSEVELT",NA,NA,NA,NA,NA,NA,NA,NA,NA
