"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","W 71 13,H H W 71 13","71","W 13",NA,NA,NA,NA,NA,"71","W 13"
"331","E N 19 AVE H 4","19","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","272 PEARL","272","PEARL",NA,NA,NA,NA,NA,NA,NA
"334","77 DEY ,H H 18 COTTAGE PL","18","COTTAGE PL",NA,NA,NA,NA,NA,"18","COTTAGE PL"
"335","60 NORFOLK","60","NORFOLK",NA,NA,NA,NA,NA,NA,NA
"336","562 PEARL","562","PEARL",NA,NA,NA,NA,NA,NA,NA
"337","208 BROOME","208","BROOME",NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,NA,NA,NA,"TW ELH","AVE. A",NA,NA,NA
"339","W N 18 AVE H 6","18","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"340",NA,NA,NA,NA,NA,"AVE. B","TWELH",NA,NA,NA
"341","H 355CHTHM",NA,NA,NA,NA,NA,NA,NA,NA,"355"
"342","W N 26 AVE H 9","26","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"343","FOOT N 27 AVE H 1","27","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"344","H 211BLEECKER",NA,NA,NA,NA,NA,NA,"LEE",NA,"211"
"345","W N 41 AVE H 10","41","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"346","119 COLUMBIA","119","COLUMBIA",NA,NA,NA,NA,NA,NA,NA
"347","28 SUFFOLK","28","SUFFOLK",NA,NA,NA,NA,NA,NA,NA
"348","W N 21 AVE H 7","21","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"349","3 WARD ,H 56 WARREN","56","WARREN",NA,NA,NA,NA,NA,"56","WARREN"
"350","E N 23 AVE H 3","23","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"351","W 83 18,H H W 83 18","83","W 18",NA,NA,NA,NA,NA,"83","W 18"
"352","H 38TROY",NA,NA,NA,NA,NA,NA,"TROY",NA,"38"
"353","BER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","71 ALLEN","71","ALLEN",NA,NA,NA,NA,NA,NA,NA
"355","109 SUFFOLK","109","SUFFOLK",NA,NA,NA,NA,NA,NA,NA
"356","W N 31 AVE H 8","31","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"357","BER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","SEN AVE H 2",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"361","E N 21 AVE H 2","21","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"362","W N 33 AVE H 10","33","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"363","W N 25 AVE H 9","25","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"364","W N 15 AVE H 10","15","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"365","E N 27 AVE H 1","27","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"366","E N 19 AVE H 3","19","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"367","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"368","69 CENTRE","69","CENTRE",NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","BEV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","W IS 14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","49 PRINCE","49","PRINCE",NA,NA,NA,NA,NA,NA,NA
"373","H 480GRND",NA,NA,NA,NA,NA,NA,NA,NA,"480"
"374","W N 37 AVE H 8","37","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"375","#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","W N 20 AVE H 10","20","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"377","BIG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,NA,"LUDLOW","RIVINGTON",NA,NA,NA,NA,NA
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","W N 30 AVE H 7","30","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"381","131 BOWERY","131","BOWERY",NA,NA,NA,NA,NA,NA,NA
"382","BIN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","131 BOWERY","131","BOWERY",NA,NA,NA,NA,NA,NA,NA
"384","126 FORSYTH","126","FORSYTH",NA,NA,NA,NA,NA,NA,NA
"385","IRVING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","136 GREENWICH","136","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"387","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"388","BIR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"390","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"391","E 25 AVE C H 2","25","AVE C H 2",NA,NA,NA,NA,NA,NA,"2"
"392","E 25 AVE C H 2","25","AVE C H 2",NA,NA,NA,NA,NA,NA,"2"
"393","H H 114 MADSN.","114","MADSN.",NA,NA,NA,NA,NA,NA,"114"
"394","E N 26 AVE H 2","26","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"395","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"396","H H 230 MADISON","230","MADISON",NA,NA,NA,NA,NA,"230","MADISON"
"397","BI OOKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","R100 SULLIVAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","BLA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","89 MAIDEN LN , IRVING","89","MAIDEN LN , IRVING",NA,NA,NA,NA,NA,NA,NA
"401","SHOEMAKEI70 CHARLES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",NA,NA,NA,"7","W 27",NA,NA,NA,NA,NA
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","W 25 B AT H 9 AND 10",NA,NA,NA,NA,NA,NA,NA,"9","10"
"405","E 26 CAV3,E H 35 NAV3","35","NAV3",NA,NA,NA,NA,NA,"35","3"
"406","H H 182 BWRY","182","BWRY",NA,NA,NA,NA,NA,"182","BWRY"
"407",NA,NA,NA,"BROADWAY","W 27",NA,NA,NA,NA,NA
"408","BLI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","W N 25 AVE H 7","25","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"410","W N 25 AVE H 7","25","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"411","89 BOWRY ,H H 196 CHRYSTIE","196","CHRYSTIE",NA,NA,NA,NA,NA,"196","CHRYSTIE"
"412",NA,NA,NA,"CLIFF","JOHN",NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,"W 37","AVE 10",NA,NA,NA
"414","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"415","WASHINGTON MARKET",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","BLY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","27 MORTON","27","MORTON",NA,NA,NA,NA,NA,NA,NA
"418","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"419","63 GOLD","63","GOLD",NA,NA,NA,NA,NA,NA,NA
"420","W N 33 AVE H 6","33","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"421","131 BOWERY","131","BOWERY",NA,NA,NA,NA,NA,NA,NA
"422","41 OAK","41","OAK",NA,NA,NA,NA,NA,NA,NA
"423","LWYER,60 NASSAU ,H. . FLATBUSH",NA,NA,NA,NA,NA,NA,"FLATBUSH",NA,NA
"424","Ã¢ÂÂ E BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","W N 30 AVE H 6","30","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",NA,NA,NA,NA,NA,"W 42","AVE 9",NA,NA,NA
"428","Ã¢ÂÂ LIBERTY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","142 BOWERY","142","BOWERY",NA,NA,NA,NA,NA,NA,NA
"430","E N 25 AVE H 4","25","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"431","W N 39 AVE H 9","39","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"432",NA,NA,NA,NA,NA,"AVE. B.","TWELH",NA,NA,NA
"433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","BON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","515 PEARL","515","PEARL",NA,NA,NA,NA,NA,NA,NA
"436","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"437","E 24 AVE B H 1 AND 2","24","AVE B H 1 AND 2",NA,NA,NA,NA,NA,"1","2"
"438","W R N 40 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"439","W N 31 AVE H 6","31","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","W N 41 AVE H 9","41","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"442","659","65","9",NA,NA,NA,NA,NA,NA,NA
"443","BOU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","OF BENJ WASHING 266 FIH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","OF W ABEL 171 WOOSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","N 23 AVE H 7","23","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"448","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"449","N 40 AVE H 11","40","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",NA,NA,NA,"HESTER","BOWERY",NA,NA,NA,NA,NA
"452","H. MORRISANIA",NA,NA,NA,NA,NA,NA,"MORRISANIA",NA,NA
"453","W 25 BET AVS H 7 AND 8","25","BET AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"454","AVE N H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"455",NA,NA,NA,NA,"W 27",NA,NA,NA,NA,NA
"456","215 BROOME","215","BROOME",NA,NA,NA,NA,NA,NA,NA
"457","E N 28 AVE H 3","28","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"458","38 GREENWICH","38","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,"AVE. C","4",NA,NA,NA,NA,NA
"460","51 PEARL","51","PEARL",NA,NA,NA,NA,NA,NA,NA
"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","1 FRONT , UNIVERSITY PL","1","FRONT , UNIVERSITY PL",NA,NA,NA,NA,NA,NA,NA
"463","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"464","BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","W 30 B AVS H 7 AND 8","30","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"466","62 COLUMBIA","62","COLUMBIA",NA,NA,NA,NA,NA,NA,NA
"467","BOY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","359 AVE H 6","359","AVE H 6",NA,NA,NA,NA,NA,NA,"6"
"470","AV7 CW 31,H AV7 CW 31",NA,NA,NA,NA,NA,NA,NA,NA,"W 31"
"471","N 33 AVE H 7","33","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"472","25 DIVISION","25","DIVISION",NA,NA,NA,NA,NA,NA,NA
"473","351 WATER","351","WATER",NA,NA,NA,NA,NA,NA,NA
"474","W N 25 AVE H 10","25","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"475","W N 31 AVE H 9.","31","AVE N H 9.",NA,NA,NA,NA,NA,NA,"9"
"476",NA,NA,NA,NA,"E 13",NA,NA,NA,NA,NA
"477",NA,NA,NA,NA,NA,"E 28","MADISON AVE.",NA,NA,NA
"478","W N 31 AVE H 7","31","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"479","217 VARICK","217","VARICK",NA,NA,NA,NA,NA,NA,NA
"480","E 36 16","36","E 16",NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","H. .Ã¢ÂÂ GRND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","H H 57 FACTRY","57","FACTRY",NA,NA,NA,NA,NA,"57","CT"
"484","E N 2LST AVE H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"485",NA,NA,NA,NA,NA,"E 25","LEXINGTON AVE.",NA,NA,NA
"486",NA,NA,NA,NA,NA,"E 13","AVE. A",NA,NA,NA
"487","W N 25 AVE H 6","25","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"488","2 BROADWAY , AMERICAN","2","BROADWAY , AMERICAN",NA,NA,NA,NA,NA,NA,NA
"489","W N 25 AVE H 7","25","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"490","193 FRANKLIN","193","FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"491","E N 23 AVE H 3","23","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"492",NA,NA,NA,NA,NA,"E 28","MADISON AVE.",NA,NA,NA
"493","H H 5614","561","4",NA,NA,NA,NA,NA,"561","4"
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,NA,"STANTON","RIDGE",NA,NA,NA,NA,NA
"496","H 626 BROADWAY","626","BROADWAY",NA,NA,NA,NA,NA,"626","BROADWAY"
"497","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","R10 CORTLDT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","971","97","1",NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","94 FULTON","94","FULTON",NA,NA,NA,NA,NA,NA,NA
"505","W N 15 AVE H 6","15","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"506","N TWELH AVE H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"507","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"508","W R N 30 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"509","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"510","H 859","85","9",NA,NA,NA,NA,NA,"85","9"
"511","AVE N H 4",NA,NA,NA,NA,NA,NA,NA,NA,"4"
"512","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"513","W N 32 AVE H 8","32","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"514",NA,NA,NA,NA,NA,"AVE. B.","TWELH",NA,NA,NA
"515","220 BROOME","220","BROOME",NA,NA,NA,NA,NA,NA,NA
"516","3 AV8 ,H 113 AVE 8","113","AVE 8",NA,NA,NA,NA,NA,"113","8"
"517","W N 26 AVE H 7","26","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"518","REV",NA,NA,NA,NA,NA,NA,NA,NA,"5"
"519",NA,NA,NA,NA,NA,"AVE. B","TWELH",NA,NA,NA
"520","HELLGATE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","W 19 AVE C H 6","19","AVE C H 6",NA,NA,NA,NA,NA,NA,"6"
"522","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"523","E N 29 AVE H 3","29","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"524","396 B.WAY,H. .N.HAVEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","396 BROADWAY ,H H 31 DOMINICK","31","DOMINICK",NA,NA,NA,NA,NA,"31","DOMINICK"
"526","BRI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",NA,NA,NA,NA,NA,"W 33","AVE 10",NA,NA,NA
"528","EXECUTORS OF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","HEAD OF CHERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"531","BRI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","W N 30 AVE H 8","30","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"533",NA,NA,NA,"RIDGE","RIVINGTON",NA,NA,NA,NA,NA
"534","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"535",NA,NA,NA,"PIKE","HENRY",NA,NA,NA,NA,NA
"536","H. .BLOOMFIELD,N.J.",NA,NA,NA,NA,NA,NA,"N.J.",NA,"BLOOMFIELD"
"537","26 HAMILTON","26","HAMILTON",NA,NA,NA,NA,NA,NA,NA
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","REV",NA,NA,NA,NA,NA,NA,NA,"320","9"
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","37 SOUTH , PEARL","37","SOUTH , PEARL",NA,NA,NA,NA,NA,NA,NA
"542","116 CHERRY. H.W CHESTER CO.","116","CHERRY. H.W CHESTER CO.",NA,NA,NA,NA,NA,NA,NA
"543",NA,NA,NA,"SUFFOLK","RIVINGTON",NA,NA,NA,NA,NA
"544","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"545","W 30 AVE C H 9","30","AVE C H 9",NA,NA,NA,NA,NA,NA,"9"
"546",NA,NA,NA,NA,NA,"DOYER","CHATHAM SQ",NA,NA,NA
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","215 BLEECKER","215","BLEECKER",NA,NA,NA,NA,NA,NA,NA
"549","284 WHNGTNH. JERSEYC.","284","WHNGTNH. JERSEYC.",NA,NA,NA,NA,NA,NA,NA
"550","47 CLARKSON","47","CLARKSON",NA,NA,NA,NA,NA,NA,NA
"551","N 27 AVE H 9","27","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"552","H 399 HOUSTON","399","HOUSTON",NA,NA,NA,NA,NA,"399","HOUSTON"
"553","REV",NA,NA,NA,NA,NA,NA,NA,"116","ELDRIDGE"
"554","H. UNITED STATE",NA,NA,NA,NA,NA,NA,NA,NA,"UNITED STATE"
"555","H H 398 GRAND","398","GRAND",NA,NA,NA,NA,NA,"398","GRAND"
"556","H H 118CLINTN",NA,NA,NA,NA,NA,NA,NA,NA,"118"
"557","H 12 WILLETT","12","WILLETT",NA,NA,NA,NA,NA,"12","WILLETT"
"558","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"559","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","PROMPTLY ATTENDED TO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,"TWELH","AVE. A",NA,NA,NA
"563","Ã¢ÂÂ W N 22 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"564","W N 22 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"565","72 DELANCEY","72","DELANCEY",NA,NA,NA,NA,NA,NA,NA
"566","E N 41 AVE H 4","41","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"567","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"568","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"569","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"570","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"571","IOO VROSUV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","154 DELANCEY","154","DELANCEY",NA,NA,NA,NA,NA,NA,NA
"573","W R N 26 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"574","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"575","FOR EXPORTATION",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","REV",NA,NA,NA,NA,NA,NA,NA,"168","ELM"
"577","645 BROADWAY","645","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"578","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"579","W R N 31 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"580","Ã¢ÂÂ W N 29 AVE H 8",NA,NA,NA,NA,NA,NA,NA,NA,"8"
"581","79 BOWERY","79","BOWERY",NA,NA,NA,NA,NA,NA,NA
"582","REV",NA,NA,NA,NA,NA,NA,NA,"80","E 16"
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","27 CHRYSTIE","27","CHRYSTIE",NA,NA,NA,NA,NA,NA,NA
"585","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"586",NA,NA,NA,NA,NA,"BEDFORD","DOWNING",NA,NA,NA
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"589","REV",NA,NA,NA,NA,NA,NA,NA,"54","AVE H"
"590","47 DELANCEY","47","DELANCEY",NA,NA,NA,NA,NA,NA,NA
"591","WEST N 33 AVE H 9","33","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"592","W N 39 AVE H 8","39","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"593","16 ESSEX","16","ESSEX",NA,NA,NA,NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","H H 308 G.WICH","308","G.WICH",NA,NA,NA,NA,NA,NA,"308"
"596","BRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"598","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"599","BUC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,"AVE A","W 13.",NA,NA,NA
"601","173 BROADWAY , WESTERN","173","BROADWAY , WESTERN",NA,NA,NA,NA,NA,NA,NA
"602",NA,NA,NA,"CENTRE","DUANE",NA,NA,NA,NA,NA
"603","W N 37 AVE H 9","37","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"604","N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"605","E N 36 AVE H 2","36","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"606","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"607","W 564 13","564","W 13",NA,NA,NA,NA,NA,NA,NA
"608","98","98",NA,NA,NA,NA,NA,NA,NA,NA
"609","H H 4 WASHGTN.","4","WASHGTN.",NA,NA,NA,NA,NA,"4","WASHGTN"
"610","W N 38 AVE H 9","38","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"611","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"612","BUN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","W N 40 AVE H 11","40","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"614","W N 3LST AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"615","W 71 13","71","W 13",NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","10 WALL ,  DE PARIS","10","WALL ,  DE PARIS",NA,NA,NA,NA,NA,NA,NA
"618","REV",NA,NA,NA,NA,NA,NA,NA,"113","W 13"
"619","245 WEST","245","WEST",NA,NA,NA,NA,NA,NA,NA
"620","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"621","H H 239 TWELH","239","TWELH",NA,NA,NA,NA,NA,NA,"239"
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","92 BROADWAY AND 73 LIBERTY , AMERICAN","92","BROADWAY AND 73 LIBERTY , AMERICAN",NA,NA,NA,NA,NA,NA,NA
"624","E N 25 AVE H 2","25","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"625","83 AVE H 1 ,H H 508 B.WY","508","B.WY",NA,NA,NA,NA,NA,NA,"508"
"626","AV3 NE 13,H 394","39","4",NA,NA,NA,NA,NA,"39","4"
"627","W N 32 AVE H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","142 ORCHARD","142","ORCHARD",NA,NA,NA,NA,NA,NA,NA
"630","W 27 AVE H 10","27","AVE H 10",NA,NA,NA,NA,NA,NA,"10"
"631","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"632","E 13N AV4H H 5E 13",NA,NA,NA,NA,NA,NA,NA,"13","5"
"633","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"634","126 FORSYTH","126","FORSYTH",NA,NA,NA,NA,NA,NA,NA
"635","W N 36 AVE H 8","36","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"636",NA,NA,NA,"6","AVE. C",NA,NA,NA,NA,NA
"637","N 26 AVE H 6","26","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"638","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"639","W R N 31 A H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"640","W R N 29 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"641","H R70 ORCHARD",NA,NA,NA,NA,NA,NA,NA,NA,"ORCHARD"
"642","3 CHERRY","3","CHERRY",NA,NA,NA,NA,NA,NA,NA
"643","68 VARICK","68","VARICK",NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,NA,NA,NA,"GREENWICH AVE.","JANE",NA,NA,NA
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","157 BOWERY","157","BOWERY",NA,NA,NA,NA,NA,NA,NA
"647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","H 12 UNION PL","12","UNION PL",NA,NA,NA,NA,NA,"12","UNION PL"
"649","W N 30 AVE H 8","30","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"650","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"651",NA,NA,NA,"BROADWAY","W 30",NA,NA,NA,NA,NA
"652","E N 42 AVE H 3","42","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"653","E N 42 AVE H 3","42","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"654","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"655","437 BROADWAY","437","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","1 BROADWAY , BROOKLYN","1","BROADWAY ,",NA,NA,NA,NA,NA,NA,NA
"658","REV",NA,NA,NA,NA,NA,NA,NA,"36","CHRYSTIE"
