"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"1295","422 BROADWAY","422","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"1296","DIE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,NA,NA,NA,NA,"AVE B","E 13",NA,NA,NA
"1298","26 HAMILTON","26","HAMILTON",NA,NA,NA,NA,NA,NA,NA
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","W N 27 AVE H 10.","27","AVE N H 10.",NA,NA,NA,NA,NA,NA,"10"
"1301","DIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1304","H 231 BOWERY","231","BOWERY",NA,NA,NA,NA,NA,"231","BOWERY"
"1305","W N 25 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1306","DIX",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","H. WILLIAMSBG",NA,NA,NA,NA,NA,NA,NA,NA,"WILLIAM"
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","90 HAMERSLEY","90","HAMERSLEY",NA,NA,NA,NA,NA,NA,NA
"1310","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","90 HAMERSLEY","90","HAMERSLEY",NA,NA,NA,NA,NA,NA,NA
"1312","226 DELANCEY ,H H 51 WILLETT","51","WILLETT",NA,NA,NA,NA,NA,"51","WILLETT"
"1313","9 G.WICH AVE.","9","G.WICH AVE.",NA,NA,NA,NA,NA,NA,NA
"1314","W N 32 AVE H 7","32","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1315","W N 32 AVE H 7","32","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1316","H H 181 WM","181","WM",NA,NA,NA,NA,NA,NA,"181"
"1317","285BOWERY,H 285BOWERY",NA,NA,NA,NA,NA,NA,NA,NA,"BOWERY"
"1318","E N 25 AVE H 2",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"1319","DOH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","H 5874","587","4",NA,NA,NA,NA,NA,"587","4"
"1321","H H 681 WASHGTN","681","WASHGTN",NA,NA,NA,NA,NA,"681","WASHGTN"
"1322","W 23 AVE C H 9","23","AVE C H 9",NA,NA,NA,NA,NA,NA,"9"
"1323","H 59 LIBERTY","59","LIBERTY",NA,NA,NA,NA,NA,"59","LIBERTY"
"1324","DOL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",NA,NA,NA,"E 11","AVE. C",NA,NA,NA,NA,NA
"1326","134 LUDLOW","134","LUDLOW",NA,NA,NA,NA,NA,NA,NA
"1327","W 27 AVE C H 10","27","AVE C H 10",NA,NA,NA,NA,NA,NA,"10"
"1328","E N 39 AVE H 4","39","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","W 26 AVE C H 10","26","AVE C H 10",NA,NA,NA,NA,NA,NA,"10"
"1331","AANDL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","468 HUDSON","468","HUDSON",NA,NA,NA,NA,NA,NA,NA
"1333","468 HUDSON","468","HUDSON",NA,NA,NA,NA,NA,NA,NA
"1334","AVE H 2",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"1335","W N 39 AVE H 9","39","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1336","W N 25 AVE H 9","25","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1337",NA,NA,NA,NA,NA,"W 30","BROADWAY",NA,NA,NA
"1338","519 G.WICH","519","G.WICH",NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,"12","AVE. B",NA,NA,NA
"1340","519 GREENWICH","519","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"1341","W N 33 AVE H 10","33","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1342","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",NA,NA,NA,NA,NA,"FIH","AVE. D",NA,NA,NA
"1345","W N 25 AVE H 10","25","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1346","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1347",NA,NA,NA,NA,NA,"BROADWAY","W 39",NA,NA,NA
"1348","41 THOMAS","41","THOMAS",NA,NA,NA,NA,NA,NA,NA
"1349",NA,NA,NA,NA,NA,"W 30","BROADWAY",NA,NA,NA
"1350",NA,NA,NA,NA,NA,"8","W 41",NA,NA,NA
"1351","W N 18 AVE H 7","18","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1352","W N 40 AVE H 6","40","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1353","W N 25 AVE H 7","25","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1354","W 30 B AVS H 7 AND 8","30","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"1355","W N 41 AVE H 6","41","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1356","E R N 30 AVE H 3",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,"W 30","BROADWAY",NA,NA,NA,NA,NA
"1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","221 ELIZABETH","221","ELIZABETH",NA,NA,NA,NA,NA,NA,NA
"1361","E N 53 AVE H 2","53","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1362",NA,NA,NA,NA,NA,"COLUMBIA","GRAND",NA,NA,NA
"1363","E N 33 AVE H 2","33","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1364","E N 29 AVE H 3","29","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1365","243 DIVISION","243","DIVISION",NA,NA,NA,NA,NA,NA,NA
"1366","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1367",NA,NA,NA,NA,NA,"TWELH","AVE. B",NA,NA,NA
"1368","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1369","26 HAMILTON","26","HAMILTON",NA,NA,NA,NA,NA,NA,NA
"1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","W 27 AVE R H 10","27","AVE R H 10",NA,NA,NA,NA,NA,NA,"10"
"1372",NA,NA,NA,"AVE C","E 13",NA,NA,NA,NA,NA
"1373","E N 41 AVE H 3","41","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1374","H H 187 ADAMS  , BROOKLYN","187","ADAMS ,",NA,NA,NA,NA,"BROOKLYN","187","ADAMS"
"1375","H. .COOPERSTOWN",NA,NA,NA,NA,NA,NA,"COOPERSTOWN",NA,NA
"1376","H 208 HENRY","208","HENRY",NA,NA,NA,NA,NA,"208","HENRY"
"1377","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1378","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1379","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1380","3 KNAPPS PL ( DOUGHERTY MARTIN , AVE N H 6","3","KNAPPS PL ( DOUGHERTY MARTIN , AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1381","138 AVE H 3","138","AVE H 3",NA,NA,NA,NA,NA,NA,"3"
"1382",NA,NA,NA,NA,NA,"E 29","LEXINGTON AVE.",NA,NA,NA
"1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","COLD",NA,NA,NA,NA,NA,NA,NA,"12","JERSEY"
"1385","385 GRAND","385","GRAND",NA,NA,NA,NA,NA,NA,NA
"1386","41 LISPENARD","41","LISPENARD",NA,NA,NA,NA,NA,NA,NA
"1387","DOW",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",NA,NA,NA,NA,NA,"TWELH","AVE. C",NA,NA,NA
"1389","W 27 AVE C H 7","27","AVE C H 7",NA,NA,NA,NA,NA,NA,"7"
"1390","REV",NA,NA,NA,NA,NA,NA,NA,"6","PERRY"
"1391",NA,NA,NA,NA,NA,"AVE. C.","11",NA,NA,NA
"1392","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1393","AVE H 4",NA,NA,NA,NA,NA,NA,NA,NA,"4"
"1394","14 CROSBY","14","CROSBY",NA,NA,NA,NA,NA,NA,NA
"1395",NA,NA,NA,NA,NA,"6774, AVE. D","LEWIS",NA,NA,NA
"1396","E 178 11","178","E 11",NA,NA,NA,NA,NA,NA,NA
"1397","G4 BAYARD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1399","E 28 AVE C H 4","28","AVE C H 4",NA,NA,NA,NA,NA,NA,"4"
"1400","206 AVE H 8","206","AVE H 8",NA,NA,NA,NA,NA,NA,"8"
"1401","DOY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","H H 27","2","7",NA,NA,NA,NA,NA,"2","7"
"1404","W ING N 29 AVE H 8",NA,NA,NA,NA,NA,NA,NA,NA,"8"
"1405","W N 27 AVE H 10","27","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1406","W N 13 AVE H 8","13","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1407","E 518 27","518","E 27",NA,NA,NA,NA,NA,NA,NA
"1408","E N 25 AVE H 1","25","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1409","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1410","W R N 30 AVE H 8",NA,NA,NA,NA,NA,NA,NA,NA,"8"
"1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",NA,NA,NA,NA,NA,"BROADWAY","W 26",NA,NA,NA
"1413","DOUGAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","N 41 AVE H 7","41","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1415","W N 50 AVE H 5","50","AVE N H 5",NA,NA,NA,NA,NA,NA,"5"
"1416","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","242 DIVISION","242","DIVISION",NA,NA,NA,NA,NA,NA,NA
"1418",NA,NA,NA,NA,NA,"E 28","AVE 2",NA,NA,NA
"1419","235 FIH","235","FIH",NA,NA,NA,NA,NA,NA,NA
"1420","W R N 41 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","G194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","343 WATER","343","WATER",NA,NA,NA,NA,NA,NA,NA
"1424","8 BETHUNE","8","BETHUNE",NA,NA,NA,NA,NA,NA,NA
"1425","217 VARICK","217","VARICK",NA,NA,NA,NA,NA,NA,NA
"1426","H H 8 BETHUNE","8","BETHUNE",NA,NA,NA,NA,NA,"8","BETHUNE"
"1427","8 BETHUNE","8","BETHUNE",NA,NA,NA,NA,NA,NA,NA
"1428","86 DEY AND 124 WEST,H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",NA,NA,NA,NA,NA,"GOERCK","HOUSTON",NA,NA,NA
"1430","92 KING","92","KING",NA,NA,NA,NA,NA,NA,NA
"1431","W 30 AVE C H 8","30","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"1432","596 HOUSTON,11596 HOUSTN","596","HOUSTON,11596 HOUSTN",NA,NA,NA,NA,NA,NA,NA
"1433","WATCHCAMKRS,2 CORTLANDT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","147 FRANKLIN","147","FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"1435","E N 41 AVE H 3","41","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1436","14DUTCH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","W N 30 AVE H 7","30","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1440","REV",NA,NA,NA,NA,NA,NA,NA,"64","LEXINGTON"
"1441","219 CHURCH","219","CHURCH",NA,NA,NA,NA,NA,NA,NA
"1442","355 GRAND","355","GRAND",NA,NA,NA,NA,NA,NA,NA
"1443","359 AVE H 6","359","AVE H 6",NA,NA,NA,NA,NA,NA,"6"
"1444","520 GRAND,1152C GRAND","520","GRAND,1152C GRAND",NA,NA,NA,NA,NA,NA,NA
"1445","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1446","N 36 AVE H 9","36","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1447","W N 35 AVE H 9","35","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","E R N 40 AVE H 3",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1450","DUN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","DUNCAN JOHN H 320 TWELH",NA,NA,NA,NA,NA,NA,NA,NA,"320"
"1452","DEY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1454","W 34 AVE C H 11  , AND 100 NORTH MOORE","34","AVE C H 11 , AND 100 NORTH MOORE",NA,NA,NA,NA,NA,"11","MOORE"
"1455","DUN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",NA,NA,NA,NA,NA,"6","AVE. D",NA,NA,NA
"1457",NA,NA,NA,NA,NA,"E 28","LEXINGTON AVE",NA,NA,NA
"1458","W N 35 AVE H 8","35","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1459","32 CATHARINE","32","CATHARINE",NA,NA,NA,NA,NA,NA,NA
"1460","E 29N AVE H 3",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1461",NA,NA,NA,"AVE C","E 21",NA,NA,NA,NA,NA
"1462","W R N 27 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1463","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","194MONROE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","W N AND3 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1467","W N 34 AVE H 7","34","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","DUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","OF PETER  , A P H E 42 24",NA,NA,NA,NA,NA,NA,NA,"42","E 24"
"1471","REV",NA,NA,NA,NA,NA,NA,NA,"199","MULBERRY"
"1472","W N 26 AVE H 7","26","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1473","H 60 HAMMOND","60","HAMMOND",NA,NA,NA,NA,"HAMMOND",NA,"60"
"1474","OF JOHN R H 50 FRANKFORT",NA,NA,NA,NA,NA,NA,NA,"50","FRANKFORT"
"1475","105 HAMERSLEY","105","HAMERSLEY",NA,NA,NA,NA,NA,NA,NA
"1476","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1477","71 ORANGE","71","ORANGE",NA,NA,NA,NA,NA,NA,NA
"1478","W R N 26 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1479","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1480","287 CHERRY ,H 129 MONROE","129","MONROE",NA,NA,NA,NA,NA,"129","MONROE"
"1481","149T5. CLIAMBERS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","142","14","2",NA,NA,NA,NA,NA,NA,NA
"1483","34 BROOME","34","BROOME",NA,NA,NA,NA,NA,NA,NA
"1484","142 FULTON , RATHBUNS L","142","FULTON , RATHBUNS L",NA,NA,NA,NA,NA,NA,NA
"1485","1W54 CHARLES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","H H 17 STONE","17","STONE",NA,NA,NA,NA,NA,"17","STONE"
"1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","DUSOLD NICHCIK P IYSICIAPVHYTY I64ORANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","CJ1.AN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","41 WALL,W LA26 24","41","WALL,W LA26 24",NA,NA,NA,NA,NA,NA,NA
"1492","E 38 285","38","E 285",NA,NA,NA,NA,NA,NA,NA
"1493","H 33 MONROE PL","33","MONROE PL",NA,NA,NA,NA,NA,"33","MONROE PL"
"1494","33CLARKSON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1496","W N 41 AVE H 10","41","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1497","EAGLE LIFE AND HEALTH INS CO H 40 WALL",NA,NA,NA,NA,NA,NA,NA,"40","WALL"
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","MANUFACTURER 346 BROOME","346","BROOME",NA,NA,NA,NA,NA,NA,NA
"1500","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1501",NA,NA,NA,NA,NA,NA,"BROADWAY",NA,NA,NA
"1502","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1503","69 WALL","69","WALL",NA,NA,NA,NA,NA,NA,NA
"1504","W N 31 AVE H 10","31","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1505",NA,NA,NA,NA,NA,"4","E 31",NA,NA,NA
"1506","REV",NA,NA,NA,NA,NA,NA,NA,"231","CHURCH"
"1507","N 23 AVE H 2","23","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1508","29 FRANKFORT","29","FRANKFORT",NA,NA,NA,NA,NA,NA,NA
"1509","E N 19 AVE H 5","19","AVE N H 5",NA,NA,NA,NA,NA,NA,"5"
"1510","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1511",NA,NA,NA,"FIH","BOWERY",NA,NA,NA,NA,NA
"1512","EDL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","REV",NA,NA,NA,NA,NA,NA,NA,"276","MADISON"
"1514","97 PEARL , JUDSONS","97","PEARL , JUDSONS",NA,NA,NA,NA,NA,NA,NA
"1515","W N 15 AVE H 6","15","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1516",NA,NA,NA,NA,NA,"AVE A","E 18",NA,NA,NA
"1517","W R N 26 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","W N 41 AVE H 8","41","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1520","JERSEY CITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","H 186 AVE H 6","186","AVE H 6",NA,NA,NA,NA,NA,"186","AVE H"
"1522","GLASS BENT FOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","METAL SASHES AND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","FOOT BARCLAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","E R N 25 AVE H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1526","W 25 AVE B H 7 AND 8","25","AVE B H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"1527","EIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","E N 29 AVE H 3","29","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1529","REV",NA,NA,NA,NA,NA,NA,NA,"53","AMITY"
"1530","ELL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1532","W FOOT 22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","29 RENWICK","29","RENWICK",NA,NA,NA,NA,NA,NA,NA
"1534","WASHINGTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","W N 28 AVE H 6","28","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1536","ELL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","H H 62 DIVISION","62","DIVISION",NA,NA,NA,NA,NA,"62","DIVISION"
"1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1540","14 PINE AND 54 WALL","14","PINE AND 54 WALL",NA,NA,NA,NA,NA,NA,NA
"1541","H. PRESIDENT C.COLUMBIA,BMN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","W FOOT 22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1544","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","ENG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","110 BOWERY","110","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1548","H 138 FULTON","138","FULTON",NA,NA,NA,NA,NA,"138","FULTON"
"1549","117 AVE H 10","117","AVE H 10",NA,NA,NA,NA,NA,NA,"10"
"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","W 147 25","147","W 25",NA,NA,NA,NA,NA,NA,NA
"1554","58 WAH","58","WAH",NA,NA,NA,NA,NA,NA,NA
"1555","107 AVE. D","107","AVE. D",NA,NA,NA,NA,NA,NA,NA
"1556","6 CORNELIA","6","CORNELIA",NA,NA,NA,NA,NA,NA,NA
"1557","W N 39 AVE H 9","39","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1558","REV",NA,NA,NA,NA,NA,NA,NA,"37","MACDOUGAL"
"1559",NA,NA,NA,NA,NA,"3","AVE. B",NA,NA,NA
"1560","W 28 AVE C H 10","28","AVE C H 10",NA,NA,NA,NA,NA,NA,"10"
"1561","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1562","REV",NA,NA,NA,NA,NA,NA,NA,"7","ESSEX"
"1563","W 40 AVE C H 9","40","AVE C H 9",NA,NA,NA,NA,NA,NA,"9"
"1564","EVA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","W 30 AVE B H 7AND8","30","AVE B H 7AND8",NA,NA,NA,NA,NA,NA,"7"
"1566",NA,NA,NA,"SOUTH","GOUVERNEUR",NA,NA,NA,NA,NA
"1567","81 BOWERY","81","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1568","W R N 27 AVE H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"1569","EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","96 BROAD","96","BROAD",NA,NA,NA,NA,NA,NA,NA
"1571","EWI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","17 PARK PL OFFICO HOURS FROM   , A M,H 4 JEFFERSON , AND","4","JEFFERSON , AND",NA,NA,NA,NA,NA,"4","JEFFERSON"
"1573","CALLS MAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","BE SENT BY CITY POST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","102 BOWERY , CT","102","BOWERY , CT",NA,NA,NA,NA,NA,NA,NA
"1576","32 FERRY ,H H 80 CLARK,BKLYN","80","CLARK,BKLYN",NA,NA,NA,NA,"BKLYN","80","CLARK"
"1577",NA,NA,NA,"N EAST DELANCEY, BROOME","EAST","EAST","DELANCEY, BROOME C EAST",NA,NA,NA
"1578","84 LEWIS","84","LEWIS",NA,NA,NA,NA,NA,NA,NA
"1579",NA,NA,NA,NA,NA,"EAST","DELANCEY",NA,NA,NA
"1580","REV",NA,NA,NA,NA,NA,NA,NA,"191","HUDSON"
"1581","36 DELANCEY","36","DELANCEY",NA,NA,NA,NA,NA,NA,NA
"1582","E N 27 AVE H 3","27","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1583","AV2N. 28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","W N 41 AVE H 9","41","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1585","H AMITY",NA,NA,NA,NA,NA,NA,NA,NA,"AMITY"
"1586","77 NORFOLK","77","NORFOLK",NA,NA,NA,NA,NA,NA,NA
"1587",NA,NA,NA,"28","MADISON AVE",NA,NA,NA,NA,NA
"1588",NA,NA,NA,NA,NA,"AVE A","E 13",NA,NA,NA
"1589","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1590",NA,NA,NA,NA,NA,"9","W 31",NA,NA,NA
"1591","E N 22 AVE H 3","22","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1592","84 AVE. D","84","AVE. D",NA,NA,NA,NA,NA,NA,NA
"1593","151 GREENWICH","151","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",NA,NA,NA,NA,NA,"9","AVE. C",NA,NA,NA
"1597",NA,NA,NA,"JEFFERSON","WATER",NA,NA,NA,NA,NA
"1598","151 AVE H 3","151","AVE H 3",NA,NA,NA,NA,NA,NA,"3"
"1599","247 B.WAY,H. .WESTCHESTER",NA,NA,NA,NA,NA,NA,"WESTCHESTER",NA,NA
"1600","E 24 AVE C H 3","24","AVE C H 3",NA,NA,NA,NA,NA,NA,"3"
"1601","W N 27 AVE H 10","27","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","E N 24 AVE H 2","24","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1604","236 ELIZABETH","236","ELIZABETH",NA,NA,NA,NA,NA,NA,NA
"1605","FAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","HANGE PL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","W 188 16","188","W 16",NA,NA,NA,NA,NA,NA,NA
"1608","W N 26 AVE H 9","26","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1609","81 AVE H 8","81","AVE H 8",NA,NA,NA,NA,NA,NA,"8"
"1610","REFUSED",NA,NA,NA,NA,NA,NA,NA,"14","CHARLES"
"1611","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1612","FAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1614","W 29N AVE H 8",NA,NA,NA,NA,NA,NA,NA,NA,"8"
"1615","W N 33 AVE H 10","33","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
