"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"6737",41,"3CT","ST","41 3CT ST","41 3CT ST","41 3RDCT ST","41 3RDCT ST"
"6738",71,"AVE A","AVE","71 AVE A AVE","SEVENTY-ONE AVE A AVE","71 AVE A AVE","SEVENTY-ONE AVE A AVE"
"6739",NA,"WN.","ST","WN. ST","WN. ST","WN. ST","WN. ST"
"6740",NA,"ASTOR","ST","ASTOR ST","ASTOR ST","ASTOR ST","ASTOR ST"
"6741",NA,"FRANCE","ST","FRANCE ST","FRANCE ST","FRANCE ST","FRANCE ST"
"6742",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"6743",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"6744",NA,"FITCH & MADISON AVE.","AVE","FITCH & MADISON AVE. AVE","FITCH & MADISON AVE. AVE","FITCH & MADISON AVE. AVE","FITCH & MADISON AVE. AVE"
"6745",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"6746",135,"E 60","ST","135 E 60 ST","135 E 60 ST","135 E 60TH ST","135 E 60TH ST"
"6747",147,"N 3","ST","147 N 3 ST","147 N 3 ST","147 N 3RD ST","147 N 3RD ST"
"6748",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6749",146,"N 4","ST","146 N 4 ST","146 N 4 ST","146 N 4TH ST","146 N 4TH ST"
"6750",169,"FULTON","ST","169 FULTON ST","169 FULTON ST","169 FULTON ST","169 FULTON ST"
"6751",151,"COURTLAND","ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST"
"6752",6,"7C FIH","ST","6 7C FIH ST","6 7C FIH ST","6 7THC FIH ST","6 7THC FIH ST"
"6753",NA,"3 AVE & 155","AVE","3 AVE & 155 AVE","3 AVE & 155 AVE","3RD AVE & 155 AVE","3RD AVE & 155 AVE"
"6754",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6755",NA,"AVE A & E 78","AVE","AVE A & E 78 AVE","AVE A & E 78 AVE","AVE A & E 78TH AVE","AVE A & E 78TH AVE"
"6756",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6757",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6758",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6759",NA,"9 AVE & W 88","AVE","9 AVE & W 88 AVE","9 AVE & W 88 AVE","9TH AVE & W 88 AVE","9TH AVE & W 88 AVE"
"6760",125,"N 10","ST","125 N 10 ST","125 N 10 ST","125 N 10TH ST","125 N 10TH ST"
"6761",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6762",145,"N 3","ST","145 N 3 ST","145 N 3 ST","145 N 3RD ST","145 N 3RD ST"
"6763",NA,"3 AVE & 148","AVE","3 AVE & 148 AVE","3 AVE & 148 AVE","3RD AVE & 148 AVE","3RD AVE & 148 AVE"
"6764",NA,"MOTT AVE & 144","AVE","MOTT AVE & 144 AVE","MOTT AVE & 144 AVE","MOTT AVE & 144TH AVE","MOTT AVE & 144TH AVE"
"6765",NA,"J. T.","ST","J. T. ST","J. T. ST","J. T. ST","J. T. ST"
"6766",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6767",NA,"W 115 & FIH AVE.","AVE","W 115 & FIH AVE. AVE","W 115 & FIH AVE. AVE","W 115TH & FIH AVE. AVE","W 115TH & FIH AVE. AVE"
"6768",NA,"3 AVE & 149","AVE","3 AVE & 149 AVE","3 AVE & 149 AVE","3RD AVE & 149 AVE","3RD AVE & 149 AVE"
"6769",NA,"VA.","ST","VA. ST","VA. ST","VA. ST","VA. ST"
"6770",120,"N 4","ST","120 N 4 ST","120 N 4 ST","120 N 4TH ST","120 N 4TH ST"
"6771",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"6772",NA,"E 142 25,H. BKLYN","ST","E 142 25,H. BKLYN ST","E 142 25,H. BKLYN ST","E 142ND 25,H. BKLYN ST","E 142ND 25,H. BKLYN ST"
"6773",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6774",NA,"HOFFMAN H","ST","HOFFMAN H ST","HOFFMAN H ST","HOFFMAN H ST","HOFFMAN H ST"
"6775",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6776",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6777",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6778",151,"N 3","ST","151 N 3 ST","151 N 3 ST","151 N 3RD ST","151 N 3RD ST"
"6779",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6780",150,"BERGEN","ST","150 BERGEN ST","150 BERGEN ST","150 BERGEN ST","150 BERGEN ST"
"6781",NA,"TINTON AVE & L61","AVE","TINTON AVE & L61 AVE","TINTON AVE & L61 AVE","TINTON AVE & L61ST AVE","TINTON AVE & L61ST AVE"
"6782",120,"N 4","ST","120 N 4 ST","120 N 4 ST","120 N 4TH ST","120 N 4TH ST"
"6783",165,"ASH","ST","165 ASH ST","165 ASH ST","165 ASH ST","165 ASH ST"
"6784",195,"E HOUSTON","ST","195 E HOUSTON ST","195 E HOUSTON ST","195 E HOUSTON ST","195 E HOUSTON ST"
"6785",168,"UNION","ST","168 UNION ST","168 UNION ST","168 UNION ST","168 UNION ST"
"6786",2,"LST","ST","2 LST","2 LST","2 LST","2 LST"
"6787",161,"N 10","ST","161 N 10 ST","161 N 10 ST","161 N 10TH ST","161 N 10TH ST"
"6788",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6789",NA,"150 & TINTON AVE.","AVE","150 & TINTON AVE. AVE","150 & TINTON AVE. AVE","150TH & TINTON AVE. AVE","150TH & TINTON AVE. AVE"
"6790",NA,"CONCORD AVE. & CLIFF","AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE"
"6791",110,"N 10","ST","110 N 10 ST","110 N 10 ST","110 N 10TH ST","110 N 10TH ST"
"6792",NA,"AVE A & E 119","AVE","AVE A & E 119 AVE","AVE A & E 119 AVE","AVE A & E 119TH AVE","AVE A & E 119TH AVE"
"6793",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"6794",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6795",NA,"J. O  ,","ST","J. O  , ST","J. O  , ST","J. O  , ST","J. O  , ST"
"6796",NA,"OCCIDENTAL","ST","OCCIDENTAL ST","OCCIDENTAL ST","OCCIDENTAL ST","OCCIDENTAL ST"
"6797",NA,"8 AVE & W 134","AVE","8 AVE & W 134 AVE","8 AVE & W 134 AVE","8TH AVE & W 134 AVE","8TH AVE & W 134 AVE"
"6798",NA,"CYPRESS AVE & 143","AVE","CYPRESS AVE & 143 AVE","CYPRESS AVE & 143 AVE","CYPRESS AVE & 143RD AVE","CYPRESS AVE & 143RD AVE"
"6799",NA,"8 AVE & W 120","AVE","8 AVE & W 120 AVE","8 AVE & W 120 AVE","8TH AVE & W 120 AVE","8TH AVE & W 120 AVE"
"6800",NA,"10 AVE & W 160","AVE","10 AVE & W 160 AVE","10 AVE & W 160 AVE","10TH AVE & W 160 AVE","10TH AVE & W 160 AVE"
"6801",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6802",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6803",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6804",105,"RIDGE","ST","105 RIDGE ST","105 RIDGE ST","105 RIDGE ST","105 RIDGE ST"
"6805",12,"FIH","ST","12 FIH ST","12 FIH ST","12 FIH ST","12 FIH ST"
"6806",NA,"ALEXANDER AVE. & nan","AVE","ALEXANDER AVE. & NAN AVE","ALEXANDER AVE. & NAN AVE","ALEXANDER AVE. & NAN AVE","ALEXANDER AVE. & NAN AVE"
"6807",307,"W 12","ST","307 W 12 ST","307 W 12 ST","307 W 12TH ST","307 W 12TH ST"
"6808",NA,"AVE A & E 122","AVE","AVE A & E 122 AVE","AVE A & E 122 AVE","AVE A & E 122ND AVE","AVE A & E 122ND AVE"
"6809",NA,"H 122 & nan","ST","H 122 & NAN ST","H 122 & NAN ST","H 122ND & NAN ST","H 122ND & NAN ST"
"6810",NA,"10 AVE. & W","AVE","10 AVE. & W AVE","10 AVE. & W AVE","10TH AVE. & W AVE","10TH AVE. & W AVE"
"6811",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6812",68,"N 11","ST","68 N 11 ST","68 N 11 ST","68 N 11TH ST","68 N 11TH ST"
"6813",NA,"9 AVE & W 67","AVE","9 AVE & W 67 AVE","9 AVE & W 67 AVE","9TH AVE & W 67 AVE","9TH AVE & W 67 AVE"
"6814",425,"W 40","ST","425 W 40 ST","425 W 40 ST","425 W 40TH ST","425 W 40TH ST"
"6815",NA,"FRANCE","ST","FRANCE ST","FRANCE ST","FRANCE ST","FRANCE ST"
"6816",20,"3I8","ST","20 3I8 ST","20 3I8 ST","20 3RDI8 ST","20 3RDI8 ST"
"6817",152,"N 3","ST","152 N 3 ST","152 N 3 ST","152 N 3RD ST","152 N 3RD ST"
"6818",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6819",NA,"5S0","ST","5S0 ST","5S0 ST","5THS0 ST","5THS0 ST"
"6820",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6821",153,"MORRIS","ST","153 MORRIS ST","153 MORRIS ST","153 MORRIS ST","153 MORRIS ST"
"6822",NA,"GROVE AVE & 161","AVE","GROVE AVE & 161 AVE","GROVE AVE & 161 AVE","GROVE AVE & 161ST AVE","GROVE AVE & 161ST AVE"
"6823",72,"N 1","ST","72 N 1 ST","72 N 1 ST","72 N 1ST ST","72 N 1ST ST"
"6824",NA,"8 AVE & W 92","AVE","8 AVE & W 92 AVE","8 AVE & W 92 AVE","8TH AVE & W 92 AVE","8TH AVE & W 92 AVE"
"6825",NA,"8 AVE & W 92","AVE","8 AVE & W 92 AVE","8 AVE & W 92 AVE","8TH AVE & W 92 AVE","8TH AVE & W 92 AVE"
"6826",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6827",109,"N 10","ST","109 N 10 ST","109 N 10 ST","109 N 10TH ST","109 N 10TH ST"
"6828",713,"7","ST","713 7 ST","713 7 ST","713 7TH ST","713 7TH ST"
"6829",101,"N 9","ST","101 N 9 ST","101 N 9 ST","101 N 9TH ST","101 N 9TH ST"
"6830",NA,"W 6. TH & 10 AVE.","AVE","W 6. TH & 10 AVE. AVE","W 6. TH & 10 AVE. AVE","W 6TH. TH & 10 AVE. AVE","W 6TH. TH & 10 AVE. AVE"
"6831",68,"10","ST","68 10 ST","68 10 ST","68 10TH ST","68 10TH ST"
"6832",NA,"AVE A & E 88","AVE","AVE A & E 88 AVE","AVE A & E 88 AVE","AVE A & E 88TH AVE","AVE A & E 88TH AVE"
"6833",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6834",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"6835",NA,"1 AVE & E 107","AVE","1 AVE & E 107 AVE","1 AVE & E 107 AVE","1ST AVE & E 107 AVE","1ST AVE & E 107 AVE"
"6836",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"6837",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6838",105,"N 10","ST","105 N 10 ST","105 N 10 ST","105 N 10TH ST","105 N 10TH ST"
"6839",NA,"3 AVE & 161","AVE","3 AVE & 161 AVE","3 AVE & 161 AVE","3RD AVE & 161 AVE","3RD AVE & 161 AVE"
"6840",NA,"ANNS AVE & 161","AVE","ANNS AVE & 161 AVE","ANNS AVE & 161 AVE","ANNS AVE & 161ST AVE","ANNS AVE & 161ST AVE"
"6841",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6842",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6843",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6844",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6845",NA,"B KLYN","ST","B KLYN ST","B KLYN ST","B KLYN ST","B KLYN ST"
"6846",NA,"N. J","ST","N. J ST","N. J ST","N. J ST","N. J ST"
"6847",59,"N 9","ST","59 N 9 ST","59 N 9 ST","59 N 9TH ST","59 N 9TH ST"
"6848",NA,"3 AVE & 142","AVE","3 AVE & 142 AVE","3 AVE & 142 AVE","3RD AVE & 142 AVE","3RD AVE & 142 AVE"
"6849",73,"N 1","ST","73 N 1 ST","73 N 1 ST","73 N 1ST ST","73 N 1ST ST"
"6850",72,"N 1","ST","72 N 1 ST","72 N 1 ST","72 N 1ST ST","72 N 1ST ST"
"6851",NA,"143 & WILLIS AVE.","AVE","143 & WILLIS AVE. AVE","143 & WILLIS AVE. AVE","143RD & WILLIS AVE. AVE","143RD & WILLIS AVE. AVE"
"6852",NA,"R AVE R & 165","AVE","R AVE R & 165 AVE","R AVE R & 165 AVE","R AVE R & 165TH AVE","R AVE R & 165TH AVE"
"6853",6,"E G9 LLTH","ST","6 E G9 LLTH ST","6 E G9 LLTH ST","6 E G9TH LLTH ST","6 E G9TH LLTH ST"
"6854",59,"N 9","ST","59 N 9 ST","59 N 9 ST","59 N 9TH ST","59 N 9TH ST"
"6855",36,"REAR 41J","ST","36 REAR 41J ST","36 REAR 41J ST","36 REAR 41STJ ST","36 REAR 41STJ ST"
"6856",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6857",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6858",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6859",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6860",NA,"9 AVE & W 100","AVE","9 AVE & W 100 AVE","9 AVE & W 100 AVE","9TH AVE & W 100 AVE","9TH AVE & W 100 AVE"
"6861",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6862",92,"N 1","ST","92 N 1 ST","92 N 1 ST","92 N 1ST ST","92 N 1ST ST"
"6863",NA,"3 AVE & 158","AVE","3 AVE & 158 AVE","3 AVE & 158 AVE","3RD AVE & 158 AVE","3RD AVE & 158 AVE"
"6864",205,"6 FI","ST","205 6 FI ST","205 6 FI ST","205 6TH FI ST","205 6TH FI ST"
"6865",NA,"10 AVE. & W","AVE","10 AVE. & W AVE","10 AVE. & W AVE","10TH AVE. & W AVE","10TH AVE. & W AVE"
"6866",NA,"146 & WILLIS AVE.","AVE","146 & WILLIS AVE. AVE","146 & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE"
"6867",NA,"1 AVE & E 122","AVE","1 AVE & E 122 AVE","1 AVE & E 122 AVE","1ST AVE & E 122 AVE","1ST AVE & E 122 AVE"
"6868",NA,"PULTON AVE & 167","AVE","PULTON AVE & 167 AVE","PULTON AVE & 167 AVE","PULTON AVE & 167TH AVE","PULTON AVE & 167TH AVE"
"6869",NA,"AVE COR 167","AVE","AVE COR 167 AVE","AVE COR 167 AVE","AVE COR 167TH AVE","AVE COR 167TH AVE"
"6870",NA,"147 & WILLIS AVE.","AVE","147 & WILLIS AVE. AVE","147 & WILLIS AVE. AVE","147TH & WILLIS AVE. AVE","147TH & WILLIS AVE. AVE"
"6871",108,"N 4","ST","108 N 4 ST","108 N 4 ST","108 N 4TH ST","108 N 4TH ST"
"6872",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6873",NA,"E 73","ST","E 73 ST","E 73 ST","E 73RD ST","E 73RD ST"
"6874",81,"N 10TAV","ST","81 N 10TAV ST","81 N 10TAV ST","81 N 10THTAV ST","81 N 10THTAV ST"
"6875",NA,"BERGEN AVE & 149","AVE","BERGEN AVE & 149 AVE","BERGEN AVE & 149 AVE","BERGEN AVE & 149TH AVE","BERGEN AVE & 149TH AVE"
"6876",168,"3","ST","168 3 ST","168 3 ST","168 3RD ST","168 3RD ST"
"6877",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6878",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"6879",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6880",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6881",NA,"BROADWAY & W 205","AVE","BROADWAY & W 205 AVE","BROADWAY & W 205 AVE","BROADWAY & W 205TH AVE","BROADWAY & W 205TH AVE"
"6882",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6883",NA,"IND.","ST","IND. ST","IND. ST","IND. ST","IND. ST"
"6884",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6885",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6886",NA,"144 & WILLIS AVE.","AVE","144 & WILLIS AVE. AVE","144 & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE"
"6887",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6888",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"6889",32,"319","ST","32 319 ST","32 319 ST","32 319TH ST","32 319TH ST"
"6890",NA,"BROADWAY & W 205","AVE","BROADWAY & W 205 AVE","BROADWAY & W 205 AVE","BROADWAY & W 205TH AVE","BROADWAY & W 205TH AVE"
"6891",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6892",NA,"E 57","ST","E 57 ST","E 57 ST","E 57TH ST","E 57TH ST"
"6893",NA,"169","ST","169 ST","169 ST","169TH ST","169TH ST"
"6894",NA,"TEXAS","ST","TEXAS ST","TEXAS ST","TEXAS ST","TEXAS ST"
"6895",NA,"ASTOR","ST","ASTOR ST","ASTOR ST","ASTOR ST","ASTOR ST"
"6896",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6897",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6898",NA,"SPUYTENDUYVIL","ST","SPUYTENDUYVIL ST","SPUYTENDUYVIL ST","SPUYTENDUYVIL ST","SPUYTENDUYVIL ST"
"6899",NA,"BROOK AVE & 143","AVE","BROOK AVE & 143 AVE","BROOK AVE & 143 AVE","BROOK AVE & 143RD AVE","BROOK AVE & 143RD AVE"
"6900",110,"10","ST","110 10 ST","110 10 ST","110 10TH ST","110 10TH ST"
"6901",110,"10","ST","110 10 ST","110 10 ST","110 10TH ST","110 10TH ST"
"6902",NA,"L. L","ST","L. L ST","L. L ST","L. L ST","L. L ST"
"6903",NA,"FRANKLIN AVE & 169","AVE","FRANKLIN AVE & 169 AVE","FRANKLIN AVE & 169 AVE","FRANKLIN AVE & 169TH AVE","FRANKLIN AVE & 169TH AVE"
"6904",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6905",NA,"W 116 & FIH AVE.","AVE","W 116 & FIH AVE. AVE","W 116 & FIH AVE. AVE","W 116TH & FIH AVE. AVE","W 116TH & FIH AVE. AVE"
"6906",34,"4IO TN","ST","34 4IO TN ST","34 4IO TN ST","34 4THIO TN ST","34 4THIO TN ST"
"6907",1,"S .  ,","ST","1 S .  , ST","1 S .  , ST","1 S .  , ST","1 S .  , ST"
"6908",NA,"S  , I.","ST","S  , I. ST","S  , I. ST","S  , I. ST","S  , I. ST"
"6909",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6910",966,"10TAV","ST","966 10TAV ST","966 10TAV ST","966 10THTAV ST","966 10THTAV ST"
"6911",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6912",155,"N 10","ST","155 N 10 ST","155 N 10 ST","155 N 10TH ST","155 N 10TH ST"
"6913",NA,"W 152 & TWELH AVE.","AVE","W 152 & TWELH AVE. AVE","W 152 & TWELH AVE. AVE","W 152ND & TWELH AVE. AVE","W 152ND & TWELH AVE. AVE"
"6914",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6915",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6916",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6917",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6918",1,"S .","ST","1 S . ST","1 S . ST","1 S . ST","1 S . ST"
"6919",NA,"FRANCE","ST","FRANCE ST","FRANCE ST","FRANCE ST","FRANCE ST"
"6920",NA,"FRANCE","ST","FRANCE ST","FRANCE ST","FRANCE ST","FRANCE ST"
"6921",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6922",156,"N 4","ST","156 N 4 ST","156 N 4 ST","156 N 4TH ST","156 N 4TH ST"
"6923",156,"COURTLAND","ST","156 COURTLAND ST","156 COURTLAND ST","156 COURTLAND ST","156 COURTLAND ST"
"6924",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6925",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6926",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6927",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"6928",NA,"R E 118 13,H. BKLYN","ST","R E 118 13,H. BKLYN ST","R E 118 13,H. BKLYN ST","R E 118TH 13,H. BKLYN ST","R E 118TH 13,H. BKLYN ST"
"6929",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6930",243,"E , LOTH","ST","243 E , LOTH ST","243 E , LOTH ST","243 E , LOTH ST","243 E , LOTH ST"
"6931",93,"3","ST","93 3 ST","93 3 ST","93 3RD ST","93 3RD ST"
"6932",NA,"BOSTON AVE. & WOODRUFF AVE.","AVE","BOSTON AVE. & WOODRUFF AVE. AVE","BOSTON AVE. & WOODRUFF AVE. AVE","BOSTON AVE. & WOODRUFF AVE. AVE","BOSTON AVE. & WOODRUFF AVE. AVE"
"6933",152,"COURTLAND","ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST"
"6934",14,"SIS","ST","14 SIS ST","14 SIS ST","14 SIS ST","14 SIS ST"
"6935",NA,"YONKERS","ST","YONKERS ST","YONKERS ST","YONKERS ST","YONKERS ST"
"6936",28,"MADISON","ST","28 MADISON ST","28 MADISON ST","28 MADISON ST","28 MADISON ST"
"6937",NA,"WN.","ST","WN. ST","WN. ST","WN. ST","WN. ST"
"6938",265,"MCDONOUGH","ST","265 MCDONOUGH ST","265 MCDONOUGH ST","265 MCDONOUGH ST","265 MCDONOUGH ST"
"6939",156,"N 10","ST","156 N 10 ST","156 N 10 ST","156 N 10TH ST","156 N 10TH ST"
"6940",NA,"WESTMINSTER","ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST"
"6941",NA,"E 232 36,H. BKLYN","ST","E 232 36,H. BKLYN ST","E 232 36,H. BKLYN ST","E 232ND 36,H. BKLYN ST","E 232ND 36,H. BKLYN ST"
"6942",0,"6G 6TAV","ST","0 6G 6TAV ST","0 6G 6TAV ST","0 6THG 6TAV ST","0 6THG 6TAV ST"
"6943",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6944",125,"N 9","ST","125 N 9 ST","125 N 9 ST","125 N 9TH ST","125 N 9TH ST"
"6945",125,"N 10","ST","125 N 10 ST","125 N 10 ST","125 N 10TH ST","125 N 10TH ST"
"6946",611,"E REAR 9","ST","611 E REAR 9 ST","611 E REAR 9 ST","611 E REAR 9TH ST","611 E REAR 9TH ST"
"6947",NA,"3 AVE & 148","AVE","3 AVE & 148 AVE","3 AVE & 148 AVE","3RD AVE & 148 AVE","3RD AVE & 148 AVE"
"6948",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"6949",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6950",12,"5J7","ST","12 5J7 ST","12 5J7 ST","12 5THJ7 ST","12 5THJ7 ST"
"6951",156,"N 10","ST","156 N 10 ST","156 N 10 ST","156 N 10TH ST","156 N 10TH ST"
"6952",1052,"1","ST","1052 1 ST","1052 1 ST","1052 1ST ST","1052 1ST ST"
"6953",NA,"CANADA","ST","CANADA ST","CANADA ST","CANADA ST","CANADA ST"
"6954",NA,"GRAMERCY","ST","GRAMERCY ST","GRAMERCY ST","GRAMERCY ST","GRAMERCY ST"
"6955",NA,"FIH AVE & E 84","AVE","FIH AVE & E 84 AVE","FIH AVE & E 84 AVE","FIH AVE & E 84TH AVE","FIH AVE & E 84TH AVE"
"6956",NA,"N. J .","ST","N. J . ST","N. J . ST","N. J . ST","N. J . ST"
"6957",NA,"DOBBS","ST","DOBBS ST","DOBBS ST","DOBBS ST","DOBBS ST"
"6958",NA,"YON","ST","YON ST","YON ST","YON ST","YON ST"
"6959",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6960",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6961",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"6962",NA,"E 53","ST","E 53 ST","E 53 ST","E 53RD ST","E 53RD ST"
"6963",NA,"8 AVE & W 64","AVE","8 AVE & W 64 AVE","8 AVE & W 64 AVE","8TH AVE & W 64 AVE","8TH AVE & W 64 AVE"
"6964",97,"RIVERSIDE","ST","97 RIVERSIDE ST","97 RIVERSIDE ST","97 RIVERSIDE ST","97 RIVERSIDE ST"
"6965",62,"10","ST","62 10 ST","62 10 ST","62 10TH ST","62 10TH ST"
