"","hn_1","best_match","street_type","base_function","suffix_true","both_true"
"13969",NA,"","ST",NA,NA,NA
"13970",NA,"","ST",NA,NA,NA
"13971",NA,"","ST",NA,NA,NA
"13972",NA,"","ST",NA,NA,NA
"13973",NA,"","ST",NA,NA,NA
"13974",NA,"","ST",NA,NA,NA
"13975",NA,"","ST",NA,NA,NA
"13976",142,"BROADWAY","AVE","142 BROADWAY AVE","142 BROADWAY AVE","142 BROADWAY AVE"
"13977",62,"PINE","ST","62 PINE ST","62 PINE ST","62 PINE ST"
"13978",NA,"","ST",NA,NA,NA
"13979",NA,"","ST",NA,NA,NA
"13980",NA,"","ST",NA,NA,NA
"13981",NA,"","ST",NA,NA,NA
"13982",97,"FULTON ALDERMAN 4 WARD","ST","97 FULTON ALDERMAN 4 WARD ST","97 FULTON ALDERMAN 4TH WARD ST","97 FULTON ALDERMAN 4TH WARD ST"
"13983",NA,"","ST",NA,NA,NA
"13984",NA,"","ST",NA,NA,NA
"13985",NA,"","ST",NA,NA,NA
"13986",NA,"","ST",NA,NA,NA
"13987",NA,"","ST",NA,NA,NA
"13988",25,"NASSAU","ST","25 NASSAU ST","25 NASSAU ST","25 NASSAU ST"
"13989",NA,"COLUMBIAN IRON FOUNDRY 15 ADAMS","ST","COLUMBIAN IRON FOUNDRY 15 ADAMS ST","COLUMBIAN IRON FOUNDRY 15TH ADAMS ST","COLUMBIAN IRON FOUNDRY 15TH ADAMS ST"
"13990",NA,"","ST",NA,NA,NA
"13991",NA,"","ST",NA,NA,NA
"13992",NA,"","ST",NA,NA,NA
"13993",NA,"","ST",NA,NA,NA
"13994",NA,"","ST",NA,NA,NA
"13995",NA,"","ST",NA,NA,NA
"13996",NA,"","ST",NA,NA,NA
"13997",NA,"","ST",NA,NA,NA
"13998",NA,"","ST",NA,NA,NA
"13999",NA,"","ST",NA,NA,NA
"14000",NA,"","ST",NA,NA,NA
"14001",NA,"","ST",NA,NA,NA
"14002",NA,"","ST",NA,NA,NA
"14003",NA,"","ST",NA,NA,NA
"14004",NA,"","ST",NA,NA,NA
"14005",NA,"","ST",NA,NA,NA
"14006",NA,"","ST",NA,NA,NA
"14007",NA,"","ST",NA,NA,NA
"14008",NA,"","ST",NA,NA,NA
"14009",NA,"","ST",NA,NA,NA
"14010",NA,"","ST",NA,NA,NA
"14011",NA,"","ST",NA,NA,NA
"14012",NA,"","ST",NA,NA,NA
"14013",NA,"","ST",NA,NA,NA
"14014",NA,"","ST",NA,NA,NA
"14015",NA,"","ST",NA,NA,NA
"14016",NA,"","ST",NA,NA,NA
"14017",NA,"","ST",NA,NA,NA
"14018",NA,"","ST",NA,NA,NA
"14019",NA,"","ST",NA,NA,NA
"14020",NA,"","ST",NA,NA,NA
"14021",NA,"","ST",NA,NA,NA
"14022",NA,"","ST",NA,NA,NA
"14023",NA,"","ST",NA,NA,NA
"14024",NA,"","ST",NA,NA,NA
"14025",NA,"","ST",NA,NA,NA
"14026",NA,"","ST",NA,NA,NA
"14027",NA,"","ST",NA,NA,NA
"14028",NA,"","ST",NA,NA,NA
"14029",NA,"PENNY BRG","BRG","PENNY BRG","PENNY BRG","PENNY BRG"
"14030",NA,"","ST",NA,NA,NA
"14031",NA,"","ST",NA,NA,NA
"14032",6,"WALL","ST","6 WALL ST","6 WALL ST","6 WALL ST"
"14033",NA,"1 UNIVERSALIST CHURCH","ST","1 UNIVERSALIST CHURCH ST","1ST UNIVERSALIST CHURCH ST","1ST UNIVERSALIST CHURCH ST"
"14034",NA,"","ST",NA,NA,NA
"14035",NA,"","ST",NA,NA,NA
"14036",NA,"","ST",NA,NA,NA
"14037",NA,"","ST",NA,NA,NA
"14038",NA,"","ST",NA,NA,NA
"14039",NA,"","ST",NA,NA,NA
"14040",NA,"","ST",NA,NA,NA
"14041",NA,"","ST",NA,NA,NA
"14042",NA,"","ST",NA,NA,NA
"14043",NA,"ATTORNEY AND COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE CITY HALL","ST","ATTORNEY AND COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE CITY HALL ST","ATTORNEY AND COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE CITY HALL ST","ATTORNEY AND COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE CITY HALL ST"
"14044",NA,"","ST",NA,NA,NA
"14045",NA,"","ST",NA,NA,NA
"14046",NA,"","ST",NA,NA,NA
"14047",NA,"","ST",NA,NA,NA
"14048",NA,"","ST",NA,NA,NA
"14049",NA,"","ST",NA,NA,NA
"14050",NA,"","ST",NA,NA,NA
"14051",NA,"","ST",NA,NA,NA
"14052",NA,"","ST",NA,NA,NA
"14053",NA,"","ST",NA,NA,NA
"14054",53,"EXCHANGE PL","PL","53 EXCHANGE PL","53 EXCHANGE PL","53 EXCHANGE PL"
"14055",NA,"","ST",NA,NA,NA
"14056",NA,"","ST",NA,NA,NA
"14057",53,"EXCHANGE PL","PL","53 EXCHANGE PL","53 EXCHANGE PL","53 EXCHANGE PL"
"14058",7,"WATER","ST","7 WATER ST","7 WATER ST","7 WATER ST"
"14059",NA,"","ST",NA,NA,NA
"14060",NA,"","ST",NA,NA,NA
"14061",NA,"","ST",NA,NA,NA
"14062",NA,"","ST",NA,NA,NA
"14063",NA,"","ST",NA,NA,NA
"14064",NA,"","ST",NA,NA,NA
"14065",NA,"","ST",NA,NA,NA
"14066",NA,"","ST",NA,NA,NA
"14067",NA,"","ST",NA,NA,NA
"14068",NA,"","ST",NA,NA,NA
"14069",NA,"","ST",NA,NA,NA
"14070",NA,"","ST",NA,NA,NA
"14071",NA,"","ST",NA,NA,NA
"14072",NA,"","ST",NA,NA,NA
"14073",NA,"","ST",NA,NA,NA
"14074",NA,"","ST",NA,NA,NA
"14075",NA,"","ST",NA,NA,NA
"14076",NA,"COLUMBIA AND BALTIC","ST","COLUMBIA AND BALTIC ST","COLUMBIA AND BALTIC ST","COLUMBIA AND BALTIC ST"
"14077",NA,"","ST",NA,NA,NA
"14078",NA,"","ST",NA,NA,NA
"14079",NA,"","ST",NA,NA,NA
"14080",NA,"","ST",NA,NA,NA
"14081",NA,"","ST",NA,NA,NA
"14082",NA,"","ST",NA,NA,NA
"14083",NA,"","ST",NA,NA,NA
"14084",NA,"","ST",NA,NA,NA
"14085",109,"WATER","ST","109 WATER ST","109 WATER ST","109 WATER ST"
"14086",NA,"","ST",NA,NA,NA
"14087",NA,"","ST",NA,NA,NA
"14088",NA,"","ST",NA,NA,NA
"14089",NA,"","ST",NA,NA,NA
"14090",NA,"","ST",NA,NA,NA
"14091",NA,"","ST",NA,NA,NA
"14092",NA,"","ST",NA,NA,NA
"14093",NA,"","ST",NA,NA,NA
"14094",NA,"","ST",NA,NA,NA
"14095",NA,"","ST",NA,NA,NA
"14096",NA,"","ST",NA,NA,NA
"14097",NA,"","ST",NA,NA,NA
"14098",NA,"","ST",NA,NA,NA
"14099",NA,"","ST",NA,NA,NA
"14100",NA,"","ST",NA,NA,NA
"14101",NA,"","ST",NA,NA,NA
"14102",NA,"","ST",NA,NA,NA
"14103",NA,"","ST",NA,NA,NA
"14104",NA,"","ST",NA,NA,NA
"14105",84,"MAIDEN LN","LN","84 MAIDEN LN","84 MAIDEN LN","84 MAIDEN LN"
"14106",NA,"","ST",NA,NA,NA
"14107",NA,"","ST",NA,NA,NA
"14108",NA,"","ST",NA,NA,NA
"14109",NA,"","ST",NA,NA,NA
"14110",NA,"","ST",NA,NA,NA
"14111",NA,"","ST",NA,NA,NA
"14112",NA,"","ST",NA,NA,NA
"14113",NA,"","ST",NA,NA,NA
"14114",NA,"","ST",NA,NA,NA
"14115",NA,"","ST",NA,NA,NA
"14116",NA,"","ST",NA,NA,NA
"14117",NA,"","ST",NA,NA,NA
"14118",NA,"","ST",NA,NA,NA
"14119",NA,"STATE S AND NOTARY MONTAGUE HALL","ST","STATE S AND NOTARY MONTAGUE HALL ST","STATE S AND NOTARY MONTAGUE HALL ST","STATE S AND NOTARY MONTAGUE HALL ST"
"14120",NA,"","ST",NA,NA,NA
"14121",115,"WALL","ST","115 WALL ST","115 WALL ST","115 WALL ST"
"14122",NA,"","ST",NA,NA,NA
"14123",NA,"","ST",NA,NA,NA
"14124",NA,"","ST",NA,NA,NA
"14125",NA,"","ST",NA,NA,NA
"14126",NA,"","ST",NA,NA,NA
"14127",NA,"","ST",NA,NA,NA
"14128",NA,"","ST",NA,NA,NA
"14129",NA,"","ST",NA,NA,NA
"14130",5,"JONES","ST","5 JONES ST","5 JONES ST","5 JONES ST"
"14131",NA,"","ST",NA,NA,NA
"14132",NA,"","ST",NA,NA,NA
"14133",NA,"EQUITABLE INS CO","ST","EQUITABLE INS CO ST","EQUITABLE INS CO ST","EQUITABLE INS CO ST"
"14134",NA,"FURMAN AND EVERITT","ST","FURMAN AND EVERITT ST","FURMAN AND EVERITT ST","FURMAN AND EVERITT ST"
"14135",NA,"","ST",NA,NA,NA
"14136",157,"CLINTON L HORNE WILLIAM","ST","157 CLINTON L HORNE WILLIAM ST","157 CLINTON L HORNE WILLIAM ST","157 CLINTON L HORNE WILLIAM ST"
"14137",NA,"","ST",NA,NA,NA
"14138",84,"SMITH W FHORNTON JOHN","ST","84 SMITH W FHORNTON JOHN ST","84 SMITH W FHORNTON JOHN ST","84 SMITH W FHORNTON JOHN ST"
"14139",NA,"","ST",NA,NA,NA
"14140",NA,"","ST",NA,NA,NA
"14141",NA,"","ST",NA,NA,NA
"14142",NA,"","ST",NA,NA,NA
"14143",NA,"HARDWARE MER","ST","HARDWARE MER ST","HARDWARE MER ST","HARDWARE MER ST"
"14144",NA,"","ST",NA,NA,NA
"14145",NA,"","ST",NA,NA,NA
"14146",NA,"ATLANTIC AND SMITH AND CT OP BALTIC","CT","ATLANTIC AND SMITH AND CT OP BALTIC CT","ATLANTIC AND SMITH AND CT OP BALTIC CT","ATLANTIC AND SMITH AND CT OP BALTIC CT"
"14147",NA,"","ST",NA,NA,NA
"14148",NA,"ATLANTIC AND SMITH","ST","ATLANTIC AND SMITH ST","ATLANTIC AND SMITH ST","ATLANTIC AND SMITH ST"
"14149",NA,"","ST",NA,NA,NA
"14150",NA,"","ST",NA,NA,NA
"14151",NA,"","ST",NA,NA,NA
"14152",127,"ATLANTIC","ST","127 ATLANTIC ST","127 ATLANTIC ST","127 ATLANTIC ST"
"14153",NA,"","ST",NA,NA,NA
"14154",NA,"","ST",NA,NA,NA
"14155",NA,"","ST",NA,NA,NA
"14156",NA,"","ST",NA,NA,NA
"14157",NA,"","ST",NA,NA,NA
"14158",NA,"","ST",NA,NA,NA
"14159",NA,"","ST",NA,NA,NA
"14160",NA,"","ST",NA,NA,NA
"14161",NA,"","ST",NA,NA,NA
"14162",NA,"","ST",NA,NA,NA
"14163",NA,"","ST",NA,NA,NA
"14164",NA,"","ST",NA,NA,NA
"14165",NA,"COLUMBIA AND FULTON","ST","COLUMBIA AND FULTON ST","COLUMBIA AND FULTON ST","COLUMBIA AND FULTON ST"
"14166",NA,"","ST",NA,NA,NA
"14167",NA,"","ST",NA,NA,NA
"14168",NA,"","ST",NA,NA,NA
"14169",NA,"","ST",NA,NA,NA
"14170",NA,"","ST",NA,NA,NA
"14171",NA,"","ST",NA,NA,NA
"14172",NA,"","ST",NA,NA,NA
"14173",NA,"","ST",NA,NA,NA
"14174",NA,"","ST",NA,NA,NA
"14175",NA,"","ST",NA,NA,NA
"14176",NA,"","ST",NA,NA,NA
"14177",NA,"","ST",NA,NA,NA
"14178",NA,"","ST",NA,NA,NA
"14179",NA,"","ST",NA,NA,NA
"14180",NA,"","ST",NA,NA,NA
"14181",NA,"","ST",NA,NA,NA
"14182",NA,"","ST",NA,NA,NA
"14183",NA,"","ST",NA,NA,NA
"14184",NA,"","ST",NA,NA,NA
"14185",NA,"","ST",NA,NA,NA
"14186",NA,"","ST",NA,NA,NA
"14187",145,"FULTON","ST","145 FULTON ST","145 FULTON ST","145 FULTON ST"
"14188",NA,"","ST",NA,NA,NA
"14189",55,"CORTLANDT","ST","55 CORTLANDT ST","55 CORTLANDT ST","55 CORTLANDT ST"
"14190",NA,"","ST",NA,NA,NA
"14191",111,"PEAR","ST","111 PEAR ST","111 PEAR ST","111 PEAR ST"
"14192",NA,"","ST",NA,NA,NA
"14193",NA,"","ST",NA,NA,NA
"14194",4,"S JONE LN","LN","4 S JONE LN","4 S JONE LN","4 S JONE LN"
"14195",NA,"","ST",NA,NA,NA
"14196",NA,"","ST",NA,NA,NA
"14197",NA,"","ST",NA,NA,NA
"14198",NA,"","ST",NA,NA,NA
"14199",NA,"","ST",NA,NA,NA
"14200",NA,"","ST",NA,NA,NA
"14201",NA,"AUCTIONEER AND NOTARY PUBLIC 8S FULTON","ST","AUCTIONEER AND NOTARY PUBLIC 8S FULTON ST","AUCTIONEER AND NOTARY PUBLIC 8THS FULTON ST","AUCTIONEER AND NOTARY PUBLIC 8THS FULTON ST"
"14202",NA,"","ST",NA,NA,NA
"14203",NA,"","ST",NA,NA,NA
"14204",NA,"","ST",NA,NA,NA
"14205",NA,"","ST",NA,NA,NA
"14206",NA,"","ST",NA,NA,NA
"14207",NA,"","ST",NA,NA,NA
"14208",NA,"","ST",NA,NA,NA
"14209",NA,"","ST",NA,NA,NA
"14210",247,"BROADWAY","AVE","247 BROADWAY AVE","247 BROADWAY AVE","247 BROADWAY AVE"
"14211",NA,"","ST",NA,NA,NA
"14212",NA,"","ST",NA,NA,NA
"14213",NA,"","ST",NA,NA,NA
"14214",NA,"","ST",NA,NA,NA
"14215",NA,"","ST",NA,NA,NA
"14216",NA,"","ST",NA,NA,NA
"14217",NA,"","ST",NA,NA,NA
"14218",NA,"","ST",NA,NA,NA
"14219",NA,"","ST",NA,NA,NA
"14220",NA,"","ST",NA,NA,NA
"14221",NA,"","ST",NA,NA,NA
"14222",NA,"","ST",NA,NA,NA
"14223",NA,"","ST",NA,NA,NA
"14224",NA,"","ST",NA,NA,NA
"14225",41,"WILLIAM","ST","41 WILLIAM ST","41 WILLIAM ST","41 WILLIAM ST"
"14226",NA,"","ST",NA,NA,NA
"14227",NA,"","ST",NA,NA,NA
"14228",NA,"","ST",NA,NA,NA
"14229",NA,"","ST",NA,NA,NA
"14230",NA,"","ST",NA,NA,NA
"14231",NA,"","ST",NA,NA,NA
"14232",NA,"","ST",NA,NA,NA
"14233",NA,"","ST",NA,NA,NA
"14234",NA,"","ST",NA,NA,NA
"14235",377,"PEARL","ST","377 PEARL ST","377 PEARL ST","377 PEARL ST"
"14236",NA,"","ST",NA,NA,NA
"14237",NA,"","ST",NA,NA,NA
"14238",NA,"","ST",NA,NA,NA
"14239",79,"MAIDEN LN","LN","79 MAIDEN LN","79 MAIDEN LN","79 MAIDEN LN"
"14240",NA,"","ST",NA,NA,NA
"14241",NA,"","ST",NA,NA,NA
"14242",NA,"","ST",NA,NA,NA
"14243",60,"BROAD","ST","60 BROAD ST","60 BROAD ST","60 BROAD ST"
"14244",NA,"","ST",NA,NA,NA
"14245",55,"WATER","ST","55 WATER ST","55 WATER ST","55 WATER ST"
"14246",NA,"","ST",NA,NA,NA
"14247",NA,"","ST",NA,NA,NA
"14248",NA,"","ST",NA,NA,NA
"14249",NA,"","ST",NA,NA,NA
"14250",110,"PEARL","ST","110 PEARL ST","110 PEARL ST","110 PEARL ST"
"14251",80,"CEDAR","ST","80 CEDAR ST","80 CEDAR ST","80 CEDAR ST"
"14252",NA,"","ST",NA,NA,NA
"14253",NA,"","ST",NA,NA,NA
"14254",NA,"","ST",NA,NA,NA
"14255",NA,"","ST",NA,NA,NA
"14256",NA,"","ST",NA,NA,NA
"14257",NA,"","ST",NA,NA,NA
"14258",NA,"","ST",NA,NA,NA
"14259",NA,"","ST",NA,NA,NA
"14260",NA,"","ST",NA,NA,NA
"14261",NA,"","ST",NA,NA,NA
"14262",NA,"","ST",NA,NA,NA
"14263",NA,"BROOKLYN MARKET","ST","BROOKLYN MARKET ST","BROOKLYN MARKET ST","BROOKLYN MARKET ST"
"14264",NA,"FURMAN AND FULTON","ST","FURMAN AND FULTON ST","FURMAN AND FULTON ST","FURMAN AND FULTON ST"
"14265",NA,"FURMAN AND FULTON","ST","FURMAN AND FULTON ST","FURMAN AND FULTON ST","FURMAN AND FULTON ST"
"14266",124,"MAIDEN LN","LN","124 MAIDEN LN","124 MAIDEN LN","124 MAIDEN LN"
"14267",124,"MAIDEN LN","LN","124 MAIDEN LN","124 MAIDEN LN","124 MAIDEN LN"
"14268",NA,"","ST",NA,NA,NA
"14269",NA,"","ST",NA,NA,NA
"14270",84,"MAIDEN LN","LN","84 MAIDEN LN","84 MAIDEN LN","84 MAIDEN LN"
"14271",NA,"PAPER MER S4 MAIDEN LN","LN","PAPER MER S4 MAIDEN LN","PAPER MER S4TH MAIDEN LN","PAPER MER S4TH MAIDEN LN"
"14272",NA,"","ST",NA,NA,NA
"14273",NA,"","ST",NA,NA,NA
"14274",NA,"","ST",NA,NA,NA
"14275",NA,"","ST",NA,NA,NA
"14276",NA,"","ST",NA,NA,NA
"14277",NA,"","ST",NA,NA,NA
"14278",21,"BEAVER","AVE","21 BEAVER AVE","21 BEAVER AVE","21 BEAVER AVE"
"14279",NA,"","ST",NA,NA,NA
"14280",195,"PEARL","ST","195 PEARL ST","195 PEARL ST","195 PEARL ST"
"14281",NA,"","ST",NA,NA,NA
"14282",NA,"","ST",NA,NA,NA
"14283",NA,"","ST",NA,NA,NA
"14284",NA,"ATL Y 299 FULTON","ST","ATL Y 299 FULTON ST","ATL Y 299TH FULTON ST","ATL Y 299TH FULTON ST"
"14285",27,"WHITEHALL","ST","27 WHITEHALL ST","27 WHITEHALL ST","27 WHITEHALL ST"
"14286",NA,"","ST",NA,NA,NA
"14287",NA,"","ST",NA,NA,NA
"14288",NA,"","ST",NA,NA,NA
"14289",NA,"","ST",NA,NA,NA
"14290",NA,"","ST",NA,NA,NA
"14291",NA,"","ST",NA,NA,NA
"14292",92,"MAIDEN LN R","LN","92 MAIDEN LN R LN","92 MAIDEN LN R LN","92 MAIDEN LN R LN"
"14293",NA,"","ST",NA,NA,NA
"14294",2,"HIGH","ST","2 HIGH ST","2 HIGH ST","2 HIGH ST"
"14295",2,"FERRY","ST","2 FERRY ST","2 FERRY ST","2 FERRY ST"
"14296",49,"ANN","ST","49 ANN ST","49 ANN ST","49 ANN ST"
"14297",NA,"","ST",NA,NA,NA
"14298",115,"BROADWAY R","AVE","115 BROADWAY R AVE","115 BROADWAY R AVE","115 BROADWAY R AVE"
"14299",NA,"","ST",NA,NA,NA
"14300",NA,"","ST",NA,NA,NA
"14301",NA,"","ST",NA,NA,NA
"14302",NA,"","ST",NA,NA,NA
"14303",NA,"ATTORNEY AT LAW","ST","ATTORNEY AT LAW ST","ATTORNEY AT LAW ST","ATTORNEY AT LAW ST"
"14304",NA,"","ST",NA,NA,NA
"14305",NA,"","ST",NA,NA,NA
"14306",NA,"","ST",NA,NA,NA
"14307",NA,"","ST",NA,NA,NA
"14308",NA,"","ST",NA,NA,NA
"14309",NA,"","ST",NA,NA,NA
"14310",277,"PEARL","ST","277 PEARL ST","277 PEARL ST","277 PEARL ST"
"14311",NA,"","ST",NA,NA,NA
"14312",166,"","ST","166  ST","166  ST","166  ST"
"14313",NA,"","ST",NA,NA,NA
"14314",NA,"","ST",NA,NA,NA
"14315",135,"FRONT","ST","135 FRONT ST","135 FRONT ST","135 FRONT ST"
"14316",NA,"","ST",NA,NA,NA
"14317",33,"WHITEHALL","ST","33 WHITEHALL ST","33 WHITEHALL ST","33 WHITEHALL ST"
"14318",9,"THAMES","ST","9 THAMES ST","9 THAMES ST","9 THAMES ST"
"14319",NA,"","ST",NA,NA,NA
"14320",NA,"","ST",NA,NA,NA
"14321",NA,"","ST",NA,NA,NA
"14322",146,"JORALEMON I TICKER JOHN","ST","146 JORALEMON I TICKER JOHN ST","146 JORALEMON I TICKER JOHN ST","146 JORALEMON I TICKER JOHN ST"
"14323",NA,"","ST",NA,NA,NA
"14324",NA,"","ST",NA,NA,NA
"14325",NA,"","ST",NA,NA,NA
"14326",NA,"","ST",NA,NA,NA
"14327",57,"BROAD","ST","57 BROAD ST","57 BROAD ST","57 BROAD ST"
"14328",NA,"","ST",NA,NA,NA
"14329",NA,"","ST",NA,NA,NA
"14330",NA,"","ST",NA,NA,NA
"14331",NA,"","ST",NA,NA,NA
"14332",NA,"","ST",NA,NA,NA
"14333",NA,"","ST",NA,NA,NA
"14334",NA,"","ST",NA,NA,NA
"14335",50,"CHRISTIE","ST","50 CHRISTIE ST","50 CHRISTIE ST","50 CHRISTIE ST"
"14336",NA,"","ST",NA,NA,NA
"14337",NA,"","ST",NA,NA,NA
"14338",NA,"","ST",NA,NA,NA
"14339",NA,"MERCH T TAILOR 64 FULTON","ST","MERCH T TAILOR 64 FULTON ST","MERCH T TAILOR 64TH FULTON ST","MERCH T TAILOR 64TH FULTON ST"
"14340",NA,"","ST",NA,NA,NA
"14341",NA,"","ST",NA,NA,NA
"14342",NA,"","ST",NA,NA,NA
"14343",NA,"","ST",NA,NA,NA
"14344",NA,"","ST",NA,NA,NA
"14345",NA,"","ST",NA,NA,NA
"14346",NA,"","ST",NA,NA,NA
"14347",NA,"","ST",NA,NA,NA
"14348",NA,"","ST",NA,NA,NA
"14349",NA,"","ST",NA,NA,NA
"14350",NA,"","ST",NA,NA,NA
"14351",NA,"","ST",NA,NA,NA
"14352",NA,"","ST",NA,NA,NA
"14353",NA,"","ST",NA,NA,NA
"14354",NA,"","ST",NA,NA,NA
"14355",NA,"","ST",NA,NA,NA
"14356",NA,"","ST",NA,NA,NA
"14357",130,"ADAMS","ST","130 ADAMS ST","130 ADAMS ST","130 ADAMS ST"
"14358",NA,"","ST",NA,NA,NA
"14359",NA,"","ST",NA,NA,NA
"14360",NA,"","ST",NA,NA,NA
"14361",NA,"","ST",NA,NA,NA
"14362",NA,"","ST",NA,NA,NA
"14363",NA,"","ST",NA,NA,NA
"14364",NA,"","ST",NA,NA,NA
"14365",NA,"","ST",NA,NA,NA
"14366",NA,"","ST",NA,NA,NA
"14367",NA,"","ST",NA,NA,NA
"14368",NA,"","ST",NA,NA,NA
"14369",NA,"","ST",NA,NA,NA
"14370",NA,"","ST",NA,NA,NA
"14371",NA,"","ST",NA,NA,NA
"14372",NA,"","ST",NA,NA,NA
"14373",NA,"","ST",NA,NA,NA
"14374",NA,"","ST",NA,NA,NA
"14375",NA,"","ST",NA,NA,NA
"14376",128,"ATLANTIC","ST","128 ATLANTIC ST","128 ATLANTIC ST","128 ATLANTIC ST"
"14377",NA,"","ST",NA,NA,NA
"14378",NA,"","ST",NA,NA,NA
"14379",NA,"","ST",NA,NA,NA
"14380",NA,"","ST",NA,NA,NA
"14381",NA,"","ST",NA,NA,NA
"14382",NA,"","ST",NA,NA,NA
"14383",NA,"","ST",NA,NA,NA
"14384",NA,"","ST",NA,NA,NA
"14385",NA,"","ST",NA,NA,NA
"14386",170,"FULTON","ST","170 FULTON ST","170 FULTON ST","170 FULTON ST"
"14387",NA,"NORTH AMERICAN INS CO OFFICE 51 FULTON","ST","NORTH AMERICAN INS CO OFFICE 51 FULTON ST","NORTH AMERICAN INS CO OFFICE 51ST FULTON ST","NORTH AMERICAN INS CO OFFICE 51ST FULTON ST"
"14388",NA,"","ST",NA,NA,NA
"14389",NA,"","ST",NA,NA,NA
"14390",NA,"BOOT AND SHOEMAKER","ST","BOOT AND SHOEMAKER ST","BOOT AND SHOEMAKER ST","BOOT AND SHOEMAKER ST"
"14391",NA,"S KING COUNTY MUTUAL INSURANCE CO 42 FULTON","ST","S KING COUNTY MUTUAL INSURANCE CO 42 FULTON ST","S KING COUNTY MUTUAL INSURANCE CO 42ND FULTON ST","S KING COUNTY MUTUAL INSURANCE CO 42ND FULTON ST"
"14392",NA,"SKILLMAN","ST","SKILLMAN ST","SKILLMAN ST","SKILLMAN ST"
"14393",NA,"","ST",NA,NA,NA
"14394",NA,"IMPR T 25 NORTH WILLIAM","ST","IMPR T 25 NORTH WILLIAM ST","IMPR T 25TH NORTH WILLIAM ST","IMPR T 25TH NORTH WILLIAM ST"
"14395",NA,"","ST",NA,NA,NA
"14396",22,"S MERCHANT EXCHANGE","ST","22 S MERCHANT EXCHANGE ST","22 S MERCHANT EXCHANGE ST","22 S MERCHANT EXCHANGE ST"
"14397",22,"S MERCHANT EXCHANGE","ST","22 S MERCHANT EXCHANGE ST","22 S MERCHANT EXCHANGE ST","22 S MERCHANT EXCHANGE ST"
"14398",NA,"","ST",NA,NA,NA
"14399",NA,"","ST",NA,NA,NA
"14400",NA,"","ST",NA,NA,NA
"14401",NA,"","ST",NA,NA,NA
"14402",NA,"","ST",NA,NA,NA
"14403",NA,"","ST",NA,NA,NA
"14404",NA,"STORE277 PEARL STORE277 PEARLH WYCKOFF AND W BOND TTPDEGROVE","ST","STORE277 PEARL STORE277 PEARLH WYCKOFF AND W BOND TTPDEGROVE ST","STORE277TH PEARL STORE277 PEARLH WYCKOFF AND W BOND TTPDEGROVE ST","STORE277TH PEARL STORE277 PEARLH WYCKOFF AND W BOND TTPDEGROVE ST"
"14405",15,"GOLD","ST","15 GOLD ST","15 GOLD ST","15 GOLD ST"
"14406",NA,"","ST",NA,NA,NA
"14407",64,"BROADWAY","AVE","64 BROADWAY AVE","64 BROADWAY AVE","64 BROADWAY AVE"
"14408",NA,"","ST",NA,NA,NA
"14409",NA,"","ST",NA,NA,NA
"14410",NA,"","ST",NA,NA,NA
"14411",NA,"","ST",NA,NA,NA
"14412",NA,"","ST",NA,NA,NA
"14413",NA,"BANK OF COMMERCE NS","ST","BANK OF COMMERCE NS ST","BANK OF COMMERCE NS ST","BANK OF COMMERCE NS ST"
"14414",32,"PEARL","ST","32 PEARL ST","32 PEARL ST","32 PEARL ST"
"14415",133,"MYRTLE AVE","AVE","133 MYRTLE AVE","133 MYRTLE AVE","133 MYRTLE AVE"
"14416",11,"FULTON MARKET","ST","11 FULTON MARKET ST","11 FULTON MARKET ST","11 FULTON MARKET ST"
"14417",29,"FULTON","ST","29 FULTON ST","29 FULTON ST","29 FULTON ST"
"14418",NA,"","ST",NA,NA,NA
"14419",NA,"","ST",NA,NA,NA
"14420",NA,"","ST",NA,NA,NA
"14421",NA,"","ST",NA,NA,NA
"14422",NA,"","ST",NA,NA,NA
"14423",NA,"","ST",NA,NA,NA
"14424",NA,"","ST",NA,NA,NA
"14425",NA,"","ST",NA,NA,NA
"14426",NA,"BROADWAY AND FULTON 7","AVE","BROADWAY AND FULTON 7 AVE","BROADWAY AND FULTON 7TH AVE","BROADWAY AND FULTON 7TH AVE"
"14427",NA,"","ST",NA,NA,NA
"14428",NA,"","ST",NA,NA,NA
"14429",NA,"","ST",NA,NA,NA
"14430",95,"WATER Y ANDERBECK STEPHEN","ST","95 WATER Y ANDERBECK STEPHEN ST","95 WATER Y ANDERBECK STEPHEN ST","95 WATER Y ANDERBECK STEPHEN ST"
"14431",NA,"","ST",NA,NA,NA
"14432",NA,"","ST",NA,NA,NA
"14433",NA,"","ST",NA,NA,NA
"14434",NA,"","ST",NA,NA,NA
"14435",NA,"","ST",NA,NA,NA
"14436",NA,"","ST",NA,NA,NA
"14437",NA,"","ST",NA,NA,NA
"14438",NA,"","ST",NA,NA,NA
"14439",NA,"","ST",NA,NA,NA
"14440",NA,"","ST",NA,NA,NA
"14441",NA,"FULTON AND PINEAPPLE AND OYSTER SALOON 109 PINEAPPLE","ST","FULTON AND PINEAPPLE AND OYSTER SALOON 109 PINEAPPLE ST","FULTON AND PINEAPPLE AND OYSTER SALOON 109TH PINEAPPLE ST","FULTON AND PINEAPPLE AND OYSTER SALOON 109TH PINEAPPLE ST"
"14442",NA,"","ST",NA,NA,NA
"14443",NA,"","ST",NA,NA,NA
