,hn_1,best_match1
47100,NA,E 24 AND AVE A
47101,81,FULTON
47102,109,SUFFOLK
47103,146,RIVINGTON
47104,21,THOMPSON
47105,111,HAMERSLEY
47106,363,CHERRY
47107,221,STANTON
47108,103,FORSYTH GRAND
47109,197,2
47110,23,AVE B
47111,106,GREENE REINSHAZEN CARL 13 BEDFORD
47112,79,CANNON
47113,171,ATTORNEY
47114,13,BEDFORD
47115,183,GOERCK
47116,23,SPRUCE
47117,443,WASHINGTON
47118,2714,MONROE
47119,40,ATTORNEY
47120,60,RIDGE
47121,161,3
47122,139,PITT
47123,115,WILLETT
47124,101,WILLETT
47125,657,BROADWAY
47126,57,CANNON
47127,1,CORTLANDT
47128,61,WILLIAM
47129,26,AVE A
47130,54,ANN
47131,25,AVE A
47132,166,WALKER
47133,19,AVE A
47134,42,EAST BROADWAY
47135,25,WILLETT
47136,169,BOWERY
47137,2,WILLETT
47138,125,CANNON
47139,365,MADISON
47140,176,AVE 8
47141,186,CHRYSTIE
47142,191,CHRYSTIE
47143,317,5
47144,NA,JERSEY
47145,107,ATTORNEY
47146,152,PERRY
47147,103,CLINTON
47148,174,DELANCEY
47149,116,CHRISTOPHER
47150,NA,W 30 AND AVE 8
47151,NA,18
47152,155,GRAND
47153,97,TROY
47154,56,E 14
47155,NA,NEW BRIGHTON
47156,116,PEARL
47157,348,HUDSON
47158,21,BEAVER
47159,84,VANDAM
47160,117,DELANCEY
47161,24,PINE
47162,557,PEARL
47163,511,GRAND
47164,NA,W 33D AND AVE 8
47165,38,2
47166,178,W 18
47167,353,AVE 8
47168,NA,W 38 AND AVE 9
47169,NA,29 AND MADISON AVE
47170,157,MADISON
47171,1,W 9
47172,NA,AVE W 8N
47173,NA,AVE 8A
47174,14,CED
47175,53,CLINTON BS JERSEY
47176,116,CLINTON
47177,338,BOWERY
47178,11,GOERCK OW ERY
47179,68,RIVYINETON
47180,NA,WILLIAMSBURE
47181,NA,
47182,243,
47183,162,EF 36
47184,104,BEDFORD
47185,268,
47186,36,DOWNING
47187,63,
47188,287,SPRING
47189,27,W LTH
47190,2,COLLEGE GREEN
47191,2,COLLEGE GREEN
47192,21,BARCLAY
47193,122,AMITY
47194,81,
47195,120,WILLIAM
47196,350,AVE 8
47197,129,DELANCEY
47198,196,HOUSTON
47199,80,ALY 8
47200,17,CLINTON
47201,NA,
47202,77,E BROADWAY
47203,221,VARICK
47204,11,CHRISTOPHER
47205,249,SPRING
47206,146,CLINTON
47207,34,ROSE
47208,221,CANAL 120 VARICK
47209,34,ROSE
47210,221,
47211,175,W 18
47212,290,2
47213,122,WILLIAM
47214,30,AVE 4
47215,53,ELIZABETH
47216,110,CENTRE
47217,197,GREENE
47218,118,DELANCEY
47219,162,CHAMBERS
47220,159,E 21
47221,196,W 21
47222,156,FRANKLIN
47223,NA,AT
47224,NA,BREOKLYN
47225,NA,
47226,168,ATTORNEY
47227,18,LUDLOW
47228,17,ESSEX
47229,154,STANTON
47230,NA,WW
47231,131,W BROADWAY
47232,252,WILLIAM
47233,238,RIVINGTON
47234,312,MONROE
47235,37,ALLEN
47236,77,LUDLOW
47237,52,LUDLOW
47238,NA,
47239,105,RIVINGTON
47240,166,2
47241,207,HOUSTON
47242,269,DI
47243,NA,CCS TETT
47244,94,AVE C REYNOLDS JOHN 2144 WEST H 214 AND WEST BE
47245,4,REYNOLDS W JOHN 1818H PYE
47246,588,WATER
47247,22,AVE D REYNOLDS JOHN M 18
47248,267,4
47249,113,12 HOUSTON
47250,78,W 13 S REYNOLDS JOHN 85 AVE 4 W H 6011 AND I
47251,41,WASHINGTON E MARKET 164 LITH RE
47252,82,STANTON REYNOLDS JOHN C 119 WEST
47253,3,9 REYNOLDS LAURENCE 412
47254,205,W 26 REYNOLDS LEWIS 72 AVE B
47255,47,PITT 332 GRAND
47256,130,HOUSTON
47257,NA,W 30 AND AVE AND MAE
47258,29,CORLEARS REYNOLDS 147 RIVINGTON
47259,NA,BROOKLYN
47260,186,HESTER REYNOLDS MATTHEW C 119 AVE
47261,54,AVE D AW
47262,56,LEONARD REYNOLDS MICHAEL 346 AVE 6 M4
47263,227,ELIZABETH
47264,90,SOUTH 209 FULTON
47265,236,SPRING
47266,236,E BROADWAY A
47267,389,10 HAPS
47268,212,W 2 AND I
47269,78,JACKSON REYNOLDS PATRICK 22 CLINTON CO
47270,123,W 19 REYNOLDS W PATRICK 27817
47271,7,SPRING REYNOLDS PATRICK 510 PEARL H 510 PEARL T
47272,2,TOMPKINS REYNOLDS PETER 49 BANK
47273,NA,N J
47274,76,CHRISTO
47275,50,COLUMBIA PHER
47276,140,
47277,6,1 AND W REYNOLDS RICHARDSON 18
47278,316,MOTT
47279,101,NORTH MOORE REYNOLDS ROBERT L 176 BROADWAY
47280,200,
47281,69,
47282,304,AVE 8
47283,132,MONROE
47284,NA,REYNOLDS SUSAN 169 DELANCEY
47285,NA,PA
47286,NA,W 35 AND AVE 9 CIFIC BROOKLYN
47287,191,7 REYNOLDS THOMAS 209 ELIZABETH
47288,51,WILLETT REYNOLDS THOMAS 92 BROOME
47289,267,HOUSTON
47290,48,CHATHAM REYNOLDS WELLS 2467
47291,31,KING
47292,35,KING REYNOLDS WILLIAM 182 SPRING
47293,151,
47294,693,GREEN AND LAURENS
47295,160,W 17
47296,267,HOUSTON AND REYNOLDS WILLIAM 22612
47297,36,W REYNOLDS WILLIAM 30
47298,159,HOUSTON
47299,111,RIVINGTN
47300,74,GANSEVOORT AND REYNOLDS WILLIAM H 23 CORNELIA
47301,99,BEDFORD REYNOLDS WILLIAM HENRY 712 GREENWICH
47302,695,4
47303,406,BROOME REYNOLDS AND BROTHER 85 LIBERTY AND 11
47304,97,ORANGE
47305,97,ORANGE REYNOLDS AND GROSS 17 PLATT
47306,24,ELIZABETH REYNOLDS
47307,266,REYNOLDS AND VAN SCHAICK 11 NASSAU
47308,112,W 18
47309,283,AVE 1 RHEIN ADAM 1374 SULLIVAN
47310,268,RHEINER JOHN C 49 B ATLANTIC H
47311,32,FULTON MKT
47312,183,AND RHIND CHARLES JR 119 GREENWICH H YONKERS
47313,106,BLEECKER
47314,383,6 RHINELANDER NANCY 111 WAVERLEY PL
47315,14,
47316,2,1
47317,187,RIVINGTON RHINES ISAAC 15 ROOSEVELT
47318,4,PATCHIN P RHINES OLCOTT HALL
47319,39,STANTON OF W RECORDS 11224
47320,79,KING RHOADES CALEB 25 TROY
47321,121,
47322,22,BAYARD LES
47323,33,PRINCE RIVINGTON
47324,544,HUDSON AND E RHOADES HENRY 27 COLUMBIA Y
47325,248,MUL AND RHOADES E PHINANAH 270 BROADWAY 4
47326,192,BOWERY
47327,18,CANAL AND S RHOADES THOMAS 57 FULTON MARKET
47328,154,RIVINGTON
47329,22,HOUSTON
47330,45,LISPENARD
47331,171,2
47332,21,CHATHAM
47333,67,AVE D
47334,NA,N BRIGHTON
47335,14,PELHAM
47336,25,TROY
47337,661,WASHINGTON
47338,316,3
47339,NA,BROOKLYN
47340,336,STANTON
47341,87,DIVISION
47342,827,BROADWAY
47343,827,BROADWAY
47344,32,AVE 2
47345,NA,AVE W 9C 36
47346,182,AVE B
47347,NA,E 17 AVE 3
47348,37,LAURENS
47349,187,W 13
47350,NA,S BARNUM
47351,8,CORTLANDT
47352,297,5
47353,266,9
47354,41,GOUVERNEUR
47355,3,AVE
47356,352,AVE 3
47357,117,PERRY
47358,156,SPRING
47359,18,ORCHARD
47360,4,LEROY
47361,115,DIVISION
47362,159,MADISON
47363,248,MULBERRY
47364,81,WILLETT
47365,25,JAMES
47366,352,3
47367,668,4
47368,154,HICKS B KLYN
47369,116,CHARLES
47370,104,E BUWAY
47371,16,FRANKLIN
47372,NA,BROOKLYN
47373,74,CANAL
47374,216,5
47375,72,GRAND
47376,53,EY 26
47377,1324,RIVINGTON
47378,NA,W 25 AND AVE 7
47379,149,HUDSON
47380,NA,S BROOALYN
47381,263,3
47382,237,11
47383,8,TRINITY PL
47384,377,AVE 6
47385,133,W 18
47386,697,WASHINGTON
47387,NA,S GLENN FALLS
47388,16,MAIDEN LN
47389,NA,W 37 AND AVE 8
47390,178,AVE 3
47391,157,GREENWICH
47392,34,ROSE
47393,57,W BROADWAY
47394,359,MADISON
47395,NA,W 25 AVE 6
47396,193,PRINCE
47397,17,AVE B
47398,718,BROADWAY
47399,194,CANAL
47400,98,W 18
47401,281,MADISON
47402,924,LAURENS
47403,221,CHRYSTIE
47404,48,CATHARINE CATHRNE
47405,237,CENTRE
47406,31,I I
47407,NA,TI BESE AND UB AND KLYN
47408,61,FULTON MITH HOSIER
47409,NA,BEE ENTIES SLIP
47410,130,
47411,130,CHATHAM
47412,1,37
47413,77,HANMOND PEARL B KLYN
47414,82,W 16T
47415,161,W 16
47416,47,AMOS ICH JACOB 130
47417,130,CHATHAM CHATHAM AND 18 ICH JAMES A H 61 VEST
47418,233,WASHI I
47419,62,ROBINSON ASHINGTON AND MIL
47420,NA,WMS
47421,NA,WAE
47422,321,DELANCEY
47423,157,CROSBY PHYSICAL TRAIN
47424,NA,AND PHYSI I
47425,157,CROSBY PHYSICAL TRAIN
47426,NA,YONKERS
47427,96,LEWIS
47428,182,ALLEN
47429,37,OLIVER
47430,29,
47431,197,WAIST MIS 22992
47432,NA,JAMES
47433,38,OAK
47434,125,CHARLES
47435,148,LAURENS
47436,61,ALY 3
47437,113,CROSBY
47438,143,CHRISTOPHER
47439,144,NORFOLK
47440,146,WATER ALY CC 3
47441,290,2
47442,130,CHATHAM AND 18 BOWERY
47443,172,FRONT
47444,61,WILLIAM
47445,85,G WICH
47446,NA,THOMPSON AND 4
47447,19,HAMMOND
47448,102,GOLD
47449,308,9
47450,57,FACTORY
47451,24,ROSE
47452,NA,LUDLOW
47453,53,CANNON
47454,44,WHITE
47455,NA,FISHKILL
47456,141,CHRYSTIE
47457,319,8
47458,377,4
47459,25,CORNELIA
47460,NA,HENRY AND PRESIDENT BROOKLYN
47461,359,BROOME
47462,61,LEROY
47463,108,AVE 4
47464,26,AMI TY PL
47465,68,ALLEN
47466,221,HENRY
47467,NA,FE 24 AND AVE A
47468,300,10
47469,121,FORSYTH
47470,45,MARION
47471,8,LEROY PL
47472,NA,BROOKLYN
47473,80,BROOME
47474,84,
47475,19,BEAVER WAE
47476,NA,TER ATE EEE NEIGH
47477,NA,YN
47478,84,
47479,NA,EAE
47480,NA,EEE NEIGH
47481,174,BARROW
47482,71,W 15
47483,167,FORSYTH
47484,28,CENTRE
47485,96,GREENWICH
47486,37,MOTT
47487,30,RIDGE
47488,127,RIDGE
47489,135,2
47490,192,2
47491,61,PEARL
47492,230,WATER
47493,149,CHAMBERS
47494,26,8 WILLIAM 41 GRAND JERSEY CITY
47495,80,AVE 3
47496,11,LEROY
47497,47,AVE C
47498,121,10
47499,14,10
47500,521,GRAND
47501,NA,W 37 AND AVE 9
47502,103,DELANCEY
47503,NA,CLINTON AND STATE BROOKLYN
47504,76,FRANKFORT
47505,129,FORSYTH
47506,83,AMITY
47507,83,AMITY
47508,50,3
47509,46,2
47510,92,MORTON
47511,93,NORFOLK
47512,236,DELANCEY
47513,10,BEDFORD
47514,65,BROADWAY
47515,5,WALL
47516,155,W 28
47517,218,3
47518,NA,H EH 24 AND AVE 1
47519,101,WILLIAM
47520,146,MADSN
47521,NA,CONN
47522,98,WM
47523,151,9
47524,NA,
47525,18,RENWICK
47526,50,HOWARD
47527,358,WATER
47528,131,W 19
47529,131,W 19
47530,196,W 21
47531,NA,E 36 AND AVE 2
47532,34,THOMPSON
47533,89,MARKET
47534,15,MONROE
47535,NA,W 29 AND AVE 6
47536,164,W 13
47537,15,E 17
47538,NA,AVE D
47539,232,W 18
47540,20,JAMES
47541,275,MOTT
47542,51,WARREN
47543,252,MOTT
47544,47,WILLIAM 3358 BROADWAY
47545,77,EB 14
47546,247,MULBERRY
47547,309,W 27
47548,56,AMITY
47549,89,E BROADWAY
47550,73,E 14
47551,61,BALTIC
47552,46,FRANKLIN
47553,25,GOERCK
47554,139,E 27
47555,47,CORTLANDT
47556,287,BOWERY
47557,47,WILLIAM
47558,47,CORTLANDT
47559,303,AVE 3
47560,26,ROSE
47561,26,WILLOW
47562,80,FRONT
47563,247,MULBERRY
47564,96,COLUMBIA
47565,92,MADISON
47566,41,WASHINGTON TON
47567,92,MADISON
47568,97,SHERIFF
47569,108,E BROADWAY
47570,51,E 20
47571,NA,S BULL FERRY
47572,211,MADSN
47573,111,CANAL
47574,77,9
47575,10,AVE
47576,73,ALY 9
47577,180,LEONARD
47578,641,HUDSN
47579,22,3
47580,22,3
47581,10,CANNON
47582,35,BETHUNE
47583,38,HORATIO
47584,224,GREENE
47585,337,SPRING
47586,431,BROOME
47587,338,WILLIAM
47588,27,RIDGE
47589,417,WEST
47590,4,UNION PL
47591,3,FRONT
47592,830,BROADWAY
47593,183,FORSYTH
47594,32,AVE 8
47595,63,FULTON
47596,NA,FLUSHING
47597,372,4
47598,543,BROOME
47599,82,CHAMBERS
47600,84,PITT
47601,41,GOERCK
47602,101,BROAD
47603,59,W 13
47604,71,LUDLOW
47605,NA,STATE BROOKLYN
47606,NA,BROOKLYN
47607,299,FIGHTH
47608,71,LUDLOW
47609,410,BOWERY
47610,15,E BROADWA
47611,121,CHATHAM
47612,11,BOWERY
47613,15,E BROADWAY
47614,61,AVE A
47615,161,CHATHAM
47616,23,BEDFORD
47617,307,DELANCEY
47618,23,SOUTH
47619,42,WEST
47620,66,NORFOLK
47621,38,BEAVER
47622,26,N WILLIAM
47623,353,BROOME
47624,18,6
47625,76,MOTT
47626,46,SPRING
47627,2,UNION PL
47628,256,HENRY
47629,3,MULBERRY
47630,4,UNION PL
47631,NA,AVE W 8N 33D
47632,NA,MASS
47633,NA,ASS
47634,114,GRAND
47635,151,PERRY
47636,256,CANAL
47637,151,PERRY
47638,14,OAK
47639,135,W 15
47640,NA,BROOKLYN
47641,343,WATER
47642,221,ENR
47643,284,AVE 3
47644,559,GREENWICH
47645,274,WALKER
47646,138,WILLIAM
47647,237,THOMPSON
47648,151,CHERR
47649,7,MINETTA
47650,52,IRVING PL
47651,12,UNION PL
47652,84,JORALEMON OK
47653,40,DIVISION
47654,41,MYRTLE AVE
47655,51,SUFFOLK
47656,271,GOLD
47657,117,AVE 8
47658,84,PRINCE
47659,23,MONROE
47660,64,DELANCEY
47661,41,YORK
47662,NA,N Y UNIVERSITY
47663,285,BROOME
47664,675,GREENWICH
47665,121,AMOS
47666,45,CEDAR
47667,NA,HICKS AND DEGRAW BROOKLYN
47668,40,VESEY
47669,40,DEY
47670,44,WHITE
47671,83,WILLOW
47672,155,HENRY
47673,147,PERRY
47674,133,WILLIAM
47675,56,EXCHANGE PL
47676,21,PLATT
47677,44,ANN
47678,12,ROSE
47679,3,EXTRA
47680,167,AVE 6
47681,NA,W 28 AND AVE 8
47682,4,VANDAM
47683,NA,BROOKLYN
47684,365,HUDSON
47685,60,CT
47686,NA,W MSBURG
47687,56,CLINTON PL
47688,126,RIDGE
47689,59,ATTORNEY
47690,20,COLLEGE PL
47691,727,HOUSTON
47692,475,GREENWICH
47693,79,CHRYSTIE
47694,90,FULTON
47695,142,EF 26
47696,NA,W 28 AND AVE 10
47697,9,5
47698,140,CHRISTOPHER
47699,21,JANE
47700,97,CHARLES
47701,104,E 13
47702,423,G WICH
47703,213,WOOSTER
47704,32,HEUSTON
47705,NA,BROOKLYN
47706,31,AVE 9
47707,2,LIBERTY
47708,169,W 31
47709,NA,E 24 AND AVE 1
47710,289,BOWERY
47711,37,CHRYSTIE
47712,125,W 22D
47713,NA,BROADWAY W AND 40
47714,27,PITT
47715,16,W BROADWAY PL
47716,NA,NORTH ATTLEBORO
47717,NA,BUSHWICK
47718,NA,PROVIDENCE
47719,16,WAVERLEY PL
47720,9,LAWRENCE
47721,110,PERRY
47722,NA,JERSEY
47723,46,ANTHONY
47724,NA,BUSHWICK
47725,4,LIBERTY PL
47726,NA,W 26 AND AVE 8
47727,NA,E 26
47728,52,SOUTH
47729,14,WILLETT
47730,52,SOUTH
47731,103,WALL
47732,23,MAIDEN LA
47733,20,COLLEGE PL
47734,12,MAIDEN ANE
47735,41,AND 43 EXCHANGE PL
47736,83,W BROADWAY
47737,88,READE
47738,127,E 16
47739,165,WASHINGTON
47740,166,W 16
47741,53,AMOS
47742,40,WHITEHALL
47743,57,AVE 9
47744,83,W 18
47745,NA,EF 26 AND AVE 2
47746,NA,JERSEY
47747,206,E BROADWAY
47748,369,BROADWAY
47749,NA,PROVIDENCE
47750,NA,HUDSON CITY
47751,44,W WASHINGTON
47752,299,6
47753,NA,BROOKLYN
47754,125,DELANCEY
47755,233,W
47756,NA,BLOOMINGDALE
47757,457,HUDSON
47758,34,BEAVER
47759,8,
47760,187,2
47761,215,DELANCEY
47762,56,VARICK
47763,373,GRAND
47764,10,NORFOLK
47765,277,AVE 6
47766,19,MORRIS
47767,64,GREENWICH
47768,61,AVE B
47769,54,PEARL
47770,447,WASHINGTON TN
47771,506,BROOME
47772,50,HOUSTON
47773,329,SPRING
47774,131,AVE C
47775,576,GRAND
47776,160,LUDLOW
47777,598,GRAND
47778,78,7 WILLIAMSBURG
47779,42,ROOSEVELT
47780,27,LEONARD
47781,115,DELANCEY
47782,141,DUFTIELD
47783,38,GRAND
47784,118,WATER 88 INGTON
47785,56,VARICK
47786,299,8
47787,168,
47788,8,N
47789,118,CHAT
47790,154,2
47791,47,PITT F
47792,41,BEEKMAN
47793,254,5
47794,205,DELANCEY
47795,14,MADISON
47796,294,CORNELIA
47797,139,SPRING
47798,34,LUDLOW
47799,82,HESTER
47800,NA,W 35 AND AVE 7
47801,166,GREENE
47802,76,FORSYTH
47803,18,AND READE
47804,65,CHERRY
47805,156,ALY 8
47806,167,WASHINGTON
47807,7,AVE
47808,232,5 MW 35
47809,190,AVE A
47810,70,HAMERSLEY
47811,44,ATTORNEY
47812,115,2
47813,90,HUDSON
47814,39,DELANCEY
47815,211,GRAND
47816,265,9 ROOSEVELT
47817,NA,DE PARIS
47818,334,BROADWAY
47819,131,3
47820,238,5
47821,224,WALKER
47822,58,ELDRIDGE
47823,201,W CHURCH 10920
47824,10,MULBERRY
47825,223,AND DIV
47826,11,W 14
47827,128,AVE C
47828,50,RIDGE
47829,NA,STUYVESANT
47830,57,WEST
47831,44,AVE 10
47832,192,W 20
47833,220,VARICK
47834,97,LEXINGTON AVE
47835,191,CHAMBERS
47836,NA,CLINTON H
47837,124,BROOME
47838,105,RIVINGTON
47839,99,W 24
47840,39,WALL
47841,39,WALL
47842,375,AVE 1
47843,78,DUANE
47844,64,LIBERTY COLLEGE PL
47845,2,LIBERTY CT
47846,132,BROOKLYN
47847,163,WEST
47848,NA,ES
47849,91,HESTER
47850,10,VARICK
47851,229,BOWERY
47852,383,WASHINGTON
47853,90,FRANKFORT
47854,299,8
47855,504,BROOME
47856,NA,WMSBURG
47857,196,W 2IST
47858,63,MADISON
47859,87,CEDAR
47860,138,AVE 2
47861,313,4
47862,375,WASHINGTON THREAD 207 AVE 3
47863,6,BOWLING GREEN
47864,276,STANTON HOSTLER 44 FE 28
47865,86,BROOME 110 MURRAY
47866,232,CANAL
47867,9,
47868,232,CANAL
47869,9,
47870,9,ALY
47871,3,MINETTA LN
47872,NA,W 21 AND AVE 5
47873,NA,21 AND AVE 5
47874,4,5
47875,17,6
47876,53,BANK WY
47877,131,DIVA CATHARINE H 33 FORSYTH
47878,152,ORCHARD
47879,157,W 20 BOARDING 34 ELDRIDGE
47880,429,BROADWAY
47881,34,ELDRIDGE
47882,135,W 20
47883,71,SUFFOLK H AND 74
47884,182,FORSYTH
47885,NA,ALLI
47886,NA,ALLES
47887,42,FORSY
47888,162,W 15
47889,NA,
47890,20,W BROADWAY
47891,146,SULLIVAN
47892,NA,74
47893,NA,L ISLAND
47894,109,LEWIS
47895,146,COLUMBIA
47896,175,VARICK
47897,274,CANAL
47898,1,JERSEY
47899,357,BOWERY
47900,19,DELANCEY
47901,353,AVE 6
47902,353,AVE 6
47903,87,JOHN
47904,114,FORSYTH
47905,30,S LIBERTY JUDSON
47906,157,BROOME
47907,131,WALKER
47908,131,WALKER
47909,142,ELM
47910,231,W 22D
47911,722,
47912,62,WILLETT
47913,72,3
47914,282,W I7
47915,47,FORSYTH
47916,263,RIVINGTON
47917,20,MORRIS
47918,111,W 28
47919,76,READE
47920,119,1
47921,129,BROOME
47922,343,MADISON
47923,226,AVE 10
47924,NA,W 31 AND AVE 10
47925,80,MOTT
47926,241,DELANCEY
47927,NA,W 31 AND AVE 10
47928,188,
47929,172,
47930,NA,20
47931,165,E 11
47932,32,MOTT
47933,37,W 13
47934,42,E 15
47935,174,W 20
47936,74,E 11
47937,141,ELIZABETH
47938,2974,BROADWAY
47939,237,SULLIVAN
47940,88,LEXINGTON AVE
47941,247,BROADWAY
47942,14,MINETTA
47943,311,AVE 3
47944,478,G WICH
47945,470,4
47946,453,AVE 1
47947,16,CHERRY
47948,102,E 11
47949,219,MOTT
47950,66,CHRYSTIE
47951,139,W 28
47952,342,6
47953,82,AVE B
47954,76,CHARLTON
47955,247,CANAL
47956,148,FORSYTH
47957,NA,W 25 AND ALY 10
47958,325,AVE 3
47959,NA,W 27 AND AVE 7
47960,220,GREENWICH
47961,51,AVE 8
47962,40,HESTER
47963,325,5
47964,NA,E 25 AND AVE B
47965,122,PERRY
47966,27,MONROE
47967,493,AVE 6
47968,182,2
47969,91,LAURENS
47970,307,MOTT
47971,255,E 13
47972,47,PITT
47973,31,LEONARD
47974,65,CHARLTON
47975,NA,W 28 AND ALY 9
47976,81,W 18
47977,18,AVE B
47978,63,ORCHARD
47979,43,CENTRE
47980,163,LEWIS
47981,98,W 18
47982,3,GOERCK
47983,61,AVE B
47984,96,BAYARD
47985,62,RIDGE
47986,151,ANTHONY
47987,165,EK 11
47988,242,W 16
47989,56,MULBERRY
47990,107,E 24
47991,311,8
47992,226,W 26
47993,241,RIVINGTON
47994,8,AVE
47995,261,W 18
47996,180,MADISON
47997,164,E 11
47998,457,12
47999,321,5
48000,106,W 19
48001,24,AVE A
48002,73,W 15
48003,87,AVE 1
48004,71,W BROADWAY
48005,125,W 19
48006,63,ORANGE
48007,108,TROY
48008,378,10
48009,236,K 13
48010,86,W 27
48011,16,CHERRY
48012,210,CANAL
48013,581,GREENWICH
48014,244,CHERRY
48015,62,WILLETT
48016,228,W 26
48017,93,PITT
48018,157,3
48019,494,G WICH
48020,225,W 21
48021,NA,E 24 AND AVE 2
48022,25,AMITY PL
48023,225,W 26
48024,222,12
48025,193,VARICK
48026,92,W BROADWAY
48027,230,W 28
48028,54,BOWERY
48029,186,ORCHARD
48030,68,E BROADWAY
48031,12,PITT
48032,279,STANTON
48033,2974,BROADWAY
48034,215,7
48035,NA,S BROOKLYN
48036,NA,S AND BROOKLYN
48037,393,PEARL PEARL
48038,60,ANTHONY
48039,NA,W 34 AND AVE 7
48040,36,BEEKMAN
48041,96,SPRING
48042,12,PELHAM
48043,77,AVE 6
48044,142,E 13
48045,50,LEROY
48046,22,ELIZABETH
48047,144,AVE 9
48048,142,E 13
48049,79,FULTON
48050,256,BOWERY
48051,118,AVE 6 RITCHIE THOMAS H 341 FRONT
48052,NA,107T
48053,40,RITNER DANICL 23 MULBERRY
48054,4,CARMINE
48055,92,GRAND
48056,237,HOUSTON
48057,62,CARMINE AND RITTER ELAYNOR 227 CHRYSTIE
48058,96,KING RITTER FRANK 93 ESSEX
48059,3354,BOWERY
48060,3354,AND BOWERY CLINTON
48061,3,HESTER RITTER JACOB 42 AVE B
48062,654,BROADWAY RITTER JACOB 1436
48063,274,W 13
48064,329,6 RITTER JOHN 49 SUFFOLK
48065,263,W 16 RITTER JOSEPH
48066,19,SHERIFF SHIP 31 ATTORNEY
48067,227,CHRYSTIE
48068,348,AVE 4 RITTER MARY 50 LISPENARD
48069,49,CHRISTOPHER RITTER W MATTHIAS 2713
48070,40,HAMERSLEY
48071,40,HAMERSLEY AND RITTER PETER 59 WEST H 50 LISPENARD
48072,33,CHARLES RITTER PETER 46 DELANCEY
48073,536,PEARL RITTER PETER 498 BROADWAY
48074,107,
48075,68,WEST WASHINGTON
48076,245,SPRING
48077,68,CENTRE RITTER THOMAS MEDICINE CHEST
48078,263,MONROE WAREHOUSE 104 CHERRY H 28 MARKET
48079,358,10 RITTER THOMAS 148 GREENWICH 148
48080,45,MERCER GREENWICH
48081,149,HAMMOND RITTER VICTORIA 166 ATTORNEY
48082,110,ALLEN RITTER W WASHINGTON 45
48083,86,WARREN RITTER WASHINGTON H 36 KING
48084,NA,SEGARY
48085,18,PLATT
48086,4,AMITY PL RITTERBAND HENRY M 679 BROADWAY HY
48087,66,LIBERTY 679
48088,NA,RITTERBAND LEON M 86 CHATHAM H 2
48089,20,LIVING AND RITTI JOSEPH 5684
48090,NA,BROOKLYN
48091,121,STANTON H 238 RIVINGTON
48092,NA,E 26 AND LEX AND RITTMANN FRANCIS 1653
48093,217,HOUSTON
48094,327,GOLD 258 WILLIAM 258 WM
48095,93,STATE H 106 ORCHARD
48096,14,AND RIVENBURGH CALVIN V 99 BAYARD
48097,NA,STRATFORD
48098,22,CLARKSON CONNECTICUT
48099,68,PINE RIVERA
48100,189,CHERRY RIVES THOMAS H 21 MINETTA
48101,47,ROSE RIVINIUS CHARLES 16 DEY H 48 VESEY
48102,143,BEDFORD RIVINIUS
48103,19,CENTRS
48104,171,BLEECKER
48105,9,DOMINICK ROACH CATHARINE 183 VARICK
48106,818,
48107,14,AVE D GREENWICH
48108,113,CLINTON ROACH DAVID 131 LIBERTY
48109,113,CLINTON AND ROACH EDWARD 1927
48110,206,ELI
48111,104,GREENWICH ZABETH
48112,326,MONROE
48113,2,W 15 ROACH JAMES P 159 DUANE
48114,42,E ROACH E JOHN 15911
48115,187,FORSYTH
48116,815,WASHINGTON ROACH JOHN 29 MULBERRY H 29 MULBERRY
48117,122,DELANCEY ROATH JOHN 314 DELANCEY
48118,71,ADAMS
48119,283,105 IM FRONT OF THE
48120,265,TITLE PAGE
48121,46,WHITEHALL
48122,23,RUTGERS ROACH JOHN 38 SHERIF
48123,160,E 21 ROACH JOHN 104 MADISON
48124,82,AND ROACH MICHAEL 12 RIDGE
48125,56,JAMES
48126,160,WATER ROACH PETER R 734 WASHINGTON OFFIC
48127,148,W 32D 133 BANK 150 MACDOUGAL
48128,75,JACKSON ROACH SAMUEL H 572 GRAND
48129,NA,ROACH THOMAS 243 AND DIVISION
48130,381,WATER
48131,247,AVE 8 ROACHE WILLIAM AVE E 3239
48132,127,E 16 ROACHEE E THOMAS 17411
48133,80,MOTT
48134,302,MOTT
48135,200,RIVINGTON
48136,391,GREENWICH
48137,11,RIVINGTON
48138,192,E BROADWAY
48139,48,SPRING
48140,186,LEWIS
48141,185,SPRING
48142,359,RIVINGTON
48143,243,BLEECKER
48144,81,CATHARINE
48145,210,W 2IST
48146,NA,BROOKLYN
48147,512,HUDSON
48148,139,PEARL
48149,144,
48150,166,SOUTH
48151,21,S MARK PL
48152,NA,STATEN
48153,17,WATTS
48154,14,
48155,NA,BROOKLYN
48156,144,WASHINGTON
48157,NA,BROOKLYN
48158,142,PEARL
48159,626,BROADWAY
48160,288,BLEECKER
48161,99,CLINTON PL
48162,147,SUFFOLK
48163,99,CLINTON PL
48164,77,SHERIFF
48165,23,PARK PL
48166,NA,E 25 AND AVE
48167,200,W 21
48168,86,LEWIS
48169,232,
48170,NA,BROOKLYN
48171,306,2
48172,NA,
48173,NA,18
48174,23,PARK PL
48175,207,W 20
48176,47,
48177,NA,BROOKLYN
48178,141,
48179,32,E 26
48180,53,COLUMBIA
48181,19,2
48182,100,
48183,NA,BROOKLYN
48184,7,FULTON MARKET
48185,52,WALL
48186,35,JOHN
