,hn_1,best_match1
19182,175,WATER
19183,23,DUANE
19184,97,FORSYTH
19185,38,ROBINSON
19186,130,HESTER
19187,153,LUDLOW
19188,11,MADISON
19189,175,E BROADWAY
19190,47,MARKET
19191,18,LEONARD
19192,93,E 16111 E H 161
19193,NA,11
19194,93,CHAMBERS
19195,38,DELANCEY 68 SOUTH
19196,175,E BROADWAY
19197,NA,BROOKLYN
19198,128,AVE C
19199,30,UNION PL
19200,NA,WILLIAMSBURG
19201,67,BROOME
19202,38,WHITEHALL
19203,42,MARION
19204,175,E BROADWAY
19205,102,1
19206,93,HENRY
19207,151,FRONT
19208,338,3
19209,117,CANNON
19210,169,W 18
19211,NA,JERSEY CITY
19212,NA,PROVIDENCE
19213,280,3
19214,106,W 24
19215,69,JANE
19216,86,SUFFOLK
19217,90,THOMPSON 4
19218,151,FRONT
19219,80,SOUTH
19220,36,SOUTH
19221,147,LIBERTY
19222,86,CENTRE
19223,161,E
19224,41,HAMMOND
19225,357,AVE 3
19226,8,5
19227,NA,ALSO CAN
19228,77,7
19229,13,FORSYTH
19230,46,HOWARD
19231,NA,AVE B CE
19232,NA,18
19233,NA,W 35 AVE M 8
19234,253,W 36
19235,20,OLD SL STATEN I
19236,104,LAURENS
19237,159,CHAMBERS
19238,119,BROAD
19239,180,AVE 1
19240,413,PEARL
19241,115,ORCHARD
19242,65,NEWARK AND AVE JERSEY CITY
19243,413,PEARL
19244,98,9
19245,67,AVE D
19246,201,7
19247,185,7
19248,178,THOMPSON
19249,114,KING
19250,NA,BROOKLYN
19251,116,CLINTON
19252,364,10
19253,61,MULBERRY
19254,130,DELANCEY
19255,NA,BRG
19256,94,MONROE
19257,212,5
19258,NA,JANE AND ASHINGTON
19259,34,BLEECKER
19260,62,BROAD
19261,5,PERRY
19262,30,AVE 6
19263,NA,WILLIAMSBURG
19264,251,STANTON
19265,166,11
19266,16,5
19267,196,GREENE
19268,45,AVE 6
19269,302,AVE 1
19270,84,MULBERRY
19271,236,BLEECKER
19272,191,MULBERRY
19273,79,GREENE
19274,237,E 13
19275,248,MONROE
19276,83,HENRY
19277,NA,HARLEM
19278,524,HOUSTON
19279,45,AVE 6
19280,8,LAFAYETTE PL
19281,270,HOUSTON
19282,253,HENRY
19283,133,HUDSON
19284,214,DIVISION
19285,413,GREENWICH
19286,235,W 17
19287,237,MULBERRY
19288,74,ELDRIDGE
19289,NA,W 27 AND AVE 10
19290,116,CLINTON
19291,NA,BKLYNO
19292,189,CANAL
19293,171,CHARLES
19294,25,ROSE
19295,418,10
19296,402,10
19297,173,W 19
19298,NA,W 26 AND AVE 10
19299,2,UNION PL
19300,190,DELANCEY
19301,173,MONROE
19302,NA,PRESIDENT AND CLINTON BROOKLYN
19303,NA,PR NANA VT EN
19304,77,
19305,14,STATE
19306,77,BROAD
19307,62,FULTON
19308,62,VANDAM
19309,NA,E 35 AND AVE 3
19310,375,GRAND
19311,33,VESEY
19312,53,CARMINE
19313,53,CARMINE
19314,349,BROOME
19315,288,6
19316,12,6
19317,83,VANDAM
19318,NA,W 38 AND AVE 9
19319,56,RIDGE
19320,255,5
19321,112,LIBERTY
19322,29,DEY
19323,290,2
19324,4,JACKSON
19325,551,GRAND
19326,81,LUDLOW
19327,448,GRAND
19328,81,WILLETT
19329,105,BAYARD
19330,199,MULBERRY
19331,141,DUANE
19332,247,HOUSTON
19333,551,4
19334,114,GREENWICH
19335,64,TOMPKINS
19336,5,JACKSON
19337,193,
19338,146,E BROADWAY
19339,93,HENRY
19340,146,BE BROADWAY
19341,37,W LONDON TER 23D
19342,114,WATER 19 PLATT
19343,NA,WILLIAMSBURG
19344,32,AVE 9
19345,622,BROADWAY
19346,208,GREENWICH
19347,114,BLEECKER
19348,97,AVE 3
19349,341,SUFFOLK
19350,58,WATTS
19351,354,BROOME
19352,215,5
19353,291,DIVISION
19354,34,HUDSON
19355,NA,BROOKLYN
19356,54,GREAT JONES
19357,91,FRONT
19358,249,SPRING
19359,44,ELDRIDGE
19360,34,PITT
19361,142,AVE 9
19362,40,1
19363,933,BROADWAY
19364,423,GREENWICH
19365,222,12
19366,54,BEAVER
19367,23,ALY 3
19368,25,THE ALY 8
19369,17,YORK
19370,NA,BOSTON
19371,130,LEONARD WILLIAMSBURG
19372,119,BROAD
19373,4504,DROOOMME
19374,128,CANNON
19375,52,BEACH
19376,7,JAY
19377,397,B WA BH BROADWAY
19378,35,AVE C
19379,435,HUDSON
19380,6,WILLOW B KLYN
19381,12,CORNELIA
19382,NA,W 26
19383,83,RIVINGTON
19384,NA,PHILADELPHIA
19385,604,WATER
19386,155,MADISON
19387,26,RECTOR
19388,266,5
19389,467,4
19390,21,THOMAS
19391,359,12
19392,NA,12 AND AVE 1
19393,39,HESTER
19394,NA,W 27 AND AVE 9
19395,134,W 17
19396,59,HICKS B KIYN
19397,NA,BIRMINGHM
19398,84,GRAND
19399,304,AND CARMINE
19400,377,9
19401,61,E B SWAY
19402,15,THOMPSON
19403,462,G WICH
19404,7,JAY
19405,150,CHAMBERS
19406,24814,BOWERY
19407,77,4
19408,19,6
19409,293,W 27
19410,364,9
19411,273,MULBERRY
19412,196,4
19413,44,HOUSTON
19414,83,LAWRENCEBHLYN
19415,168,SPRING
19416,324,MONROE
19417,9,FRANKFORT
19418,250,7
19419,102,ATTORNEY
19420,105,GOLD BKLYN
19421,415,GREENWICH
19422,68,HESTER
19423,25,NASSAU
19424,142,SULLIVAN
19425,265,SPRING
19426,42,LEWIS
19427,329,6
19428,27,GOUVERNEUR
19429,40,1
19430,51,BEAVER
19431,45,PEARL
19432,15,BEAVER
19433,48,CLIFF
19434,101,AVE 10
19435,10,LEONARD
19436,170,HESTER
19437,139,3
19438,139,3
19439,173,ALY A
19440,273,BLEECKER
19441,156,RIVINGTON
19442,NA,BKLYN
19443,60,4
19444,70,BROADWAY
19445,NA,BROOKLYN
19446,20,12
19447,16,AMITY
19448,518,GREENWICH
19449,248,AVE 3
19450,50,LEWIS
19451,55,W BROADWAY
19452,296,5
19453,14,AVE 6
19454,NA,W 35 AND AVE 8
19455,72,CANNON
19456,98,KING
19457,304,STANTON
19458,117,W 16
19459,95,SANDS
19460,36,WHITEHALL
19461,174,10
19462,300,BROOME
19463,298,BROOME
19464,72,MAIDEN LN AND 7 LIBERTY
19465,NA,SOUTH
19466,18,MAIDEN LN
19467,NA,BROOKLYN
19468,27,MAIDEN LN
19469,11,BREVOORT PL
19470,126,BROAD
19471,NA,MASS
19472,14,BEDFORD
19473,151,CHARLES
19474,NA,E BROOKLYN
19475,3,HANOVER
19476,294,GRAND
19477,NA,MASS
19478,3,HANOVER
19479,12,PLATT
19480,61,MONROE
19481,133,THOMPSON
19482,21,CITY HALL
19483,3,BATTERY PI
19484,41,FORSYTH
19485,45,W LONDON TER 23D
19486,NA,JERSEY CITY
19487,NA,WILLIAMSBURG
19488,NA,BROOKLYN
19489,19,JONES
19490,3,AVE
19491,49,NORFOLK
19492,89,MORTON
19493,8,TRINITY PL
19494,267,WALKER
19495,257,DIVISION
19496,166,CLINTON
19497,142,BOWERY
19498,172,W 17
19499,40,MURRAY
19500,NA,BKLN
19501,161,HENRY
19502,395,PEARL
19503,187,DIVISION
19504,77,OLIVER
19505,378,6
19506,752,G WICH
19507,231,W 16
19508,NA,BRKLYN
19509,210,HENRY
19510,44,ROBINSON
19511,NA,W 35 CAV 7
19512,NA,
19513,NA,NATIONAL
19514,77,JORALEMON
19515,NA,
19516,307,3
19517,8,AVE
19518,27,ROSE
19519,196,SPRING
19520,70,3
19521,64,LEWIS
19522,143,JAY
19523,NA,NEWARK
19524,204,STANTON
19525,35,CEDAR
19526,175,BOWERY
19527,458,BROADWAY
19528,28,DUANE
19529,NA,W 35 AND AVE 9
19530,83,OLIVER
19531,344,AVE 6
19532,14,VESEY
19533,10,GEORGE ROW
19534,27,W 11
19535,39,CHARLTON
19536,213,AVE 3
19537,70,VARICK
19538,2,CLINTON PL
19539,213,AVE 3
19540,61,2
19541,14,COLUMBIA
19542,14,COLUMBIA
19543,49,CLARKSON
19544,293,AVE 8
19545,93,11
19546,35,AVE A
19547,128,PITT
19548,NA,BROOKLYN
19549,NA,HOBOKEN
19550,129,W 16
19551,172,ORCHARD
19552,207,DIVISION
19553,71,ELDRIDGE
19554,47,KING
19555,338,W 24
19556,176,W BROADWAY
19557,133,SPRING
19558,37,DEGRAW
19559,26,CORNELIA
19560,92,1
19561,292,AVE 8
19562,NA,BROADWAY W AND 27
19563,NA,W 35 AND AVE 9
19564,84,ORANGE
19565,524,ELDRIDGE
19566,274,MULBERRY
19567,241,AVE 8
19568,32,ROOSEVELT
19569,342,6
19570,171,ELIZABETH
19571,299,MADISON
19572,69,JACKSON
19573,224,W 26
19574,208,W 19
19575,357,WATER
19576,84,
19577,NA,W 25 AND AVE 8
19578,66,CENTRE
19579,66,WASHINGTON MARKET
19580,136,W 13
19581,51,RIDGE
19582,NA,W 37 AND AVE 10
19583,NA,W 37 AND AVE 10
19584,NA,W 37 AND AVE 10
19585,NA,W 37 AND AVE 10
19586,35,GOERCK
19587,75,ORANGE
19588,11,PITT
19589,84,HAMERSLEY
19590,89,LAURENS
19591,166,JAY BROOKLYN
19592,NA,AVE B AND 13
19593,195,FRANKLIN
19594,NA,JAMAICA L I
19595,150,BROADDEGRAW
19596,NA,CLINTON HARRISON AND
19597,239,MADISON
19598,6,COLLEGE PL
19599,215,E BROADWAY
19600,87,HENRY BKLYN
19601,NA,W 29 AND AVE 6
19602,8,WATER
19603,41,RUTGERS
19604,182,W 20
19605,182,W 20
19606,876,BROADWAY
19607,43,CORTLANDT
19608,210,FULTON
19609,195,MOTT
19610,74,CHARLTON
19611,64,MARION
19612,242,DELANCEY
19613,419,GREENWICH
19614,173,ESSEX
19615,57,GREENWICH
19616,30,PELL
19617,NA,GERMAN
19618,212,STANTON
19619,186,HESTER
19620,172,HOUSTON
19621,80,BOWERY
19622,277,2
19623,182,VARICK
19624,183,2
19625,56,MULBERRY
19626,548,4
19627,68,ELDRIDGE
19628,146,WATER
19629,60,HESTER
19630,146,WATER
19631,137,WILLIAM
19632,274,HOUSTON
19633,142,DELANC
19634,133,W 13
19635,95,BWRY
19636,174,AVE A
19637,252,DIVISION
19638,71,AVE D
19639,31,JAY
19640,122,DUFFIELD
19641,84,N MOORE
19642,190,WEST 245
19643,203,DUANE
19644,17,
19645,12,CAROLINE
19646,NA,E 26 AND AVE 4
19647,73,JANE
19648,112,GRCHARD
19649,8,ATTORNEY
19650,116,AVE 2
19651,NA,STATEN ISL
19652,27,DELANCEY
19653,81,VARICK
19654,82,FORSYTH
19655,142,B ASTOR
19656,46,1
19657,245,
19658,NA,LV OS
19659,NA,SANDS
19660,NA,BROOKLYN
19661,46,1
19662,112,LUDLOW
19663,162,JANE
19664,266,W 24
19665,110,AVE 2
19666,304,SPRING
19667,467,BROADWAY
19668,82,FORSYTH
19669,347,BROADWAY
19670,229,
19671,312,9
19672,146,TENT
19673,141,WASHINGTON
19674,64,FE 19
19675,247,BROADWAY
19676,19,MARION
19677,159,AVE 8
19678,101,MARKS PL
19679,308,W 24
19680,35,CHARLTON
19681,104,WALL 633 HOUSTON
19682,NA,JERSEY CITY
19683,NA,LONG ISLAND
19684,8,GARDEN
19685,4,JANE
19686,43,ALY C
19687,46,CEDAR
19688,51,TROY
19689,115,HAMERSLEY
19690,260,DELANCEY
19691,NA,JERSEY CITY
19692,54,GROVE
19693,19,COTTAGE PL
19694,244,HUDSON
19695,199,WASHINGTON INGTON
19696,71,AVE 9
19697,68,PITT
19698,51,DEY
19699,187,W 2LST
19700,2,W 7
19701,78,NORFOLK AAD
19702,6,CARLISLE
19703,75,LEONARD
19704,12,BANK
19705,75,AND LEONARD
19706,10,HORATIO
19707,829,BROADWAY
19708,NA,BHYN
19709,NA,BROOKLYN
19710,87,RIVINGTON
19711,188,WILLIAM
19712,290,7
19713,NA,BKLYN
19714,672,WATER
19715,8,WILLETT
19716,56,OAK
19717,351,GRAND
19718,42,VESTRY
19719,NA,BROOKLYN
19720,56,OAK
19721,126,NORFOLK
19722,322,9
19723,1,I DOTH NH V
19724,655,GREENWICH
19725,20,IVER
19726,1,KING
19727,324,KIGHTH
19728,217,HOUSTON
19729,354,HOUSTON
19730,330,HENRY
19731,5,WATTS
19732,9,RIVINGTON
19733,9,RIVINGTON
19734,176,MOTT
19735,16,MULBERRY
19736,2,BANK
19737,201,FULTON
19738,369,HAGUE
19739,40,CHERRY
19740,NA,NEWARK
19741,20,CLARKSON
19742,501,BROADWAY
19743,3,JAY
19744,NA,FLATBUSH
19745,NA,JERSEY CITY
19746,17,SULLIVAN
19747,136,CHRISTOPHER
19748,118,BARROW
19749,183,MADISON
19750,183,MADISON
19751,501,BROADWAY
19752,115,BEDFORD
19753,NA,JERSEY CITY
19754,3,JAY
19755,46,12
19756,137,CEDAR
19757,470,HUDSON
19758,5,KING
19759,4,RUTGERS
19760,126,SUFFOLK
19761,288,BROOME
19762,26,FACTORY
19763,105,HOYT
19764,101,FORSYTH
19765,36,1
19766,20,W 13
19767,57,ELDRIDGE
19768,61,FORSYTH
19769,5,MORTON
19770,92,LUDLOW
19771,150,ORCHARD
19772,12,KING
19773,NA,W 32D AND AVE 5
19774,187,DELANCEY
19775,470,HUDSON
19776,31,SPRING
19777,110,CHARLES
19778,98,PERRY
19779,217,SPRING
19780,39,SPRING
19781,111,HENRY
19782,472,HUDSON
19783,NA,W MSBURGH
19784,644,WASHINGTON
19785,28,NORFOLK
19786,48,W 19
19787,35,GOERCK
19788,1,
19789,100,1142 O
19790,NA,E BROADWAY
19791,15,ATL TIC
19792,9,CORNELIA
19793,549,HUDSON
19794,66,BLEECKER 553 BROOME
19795,31,DOWNIN
19796,40,MACDOUG
19797,145,9
19798,NA,BLEECKER
19799,12,KING
19800,69,GREENE
19801,184,CHRISTOPHER
19802,5,S MARK PL
19803,NA,HAMMOND
19804,136,CHARLES
19805,9,CORNELIA
19806,16,ALY 6
19807,40,CROSBY
19808,129,CHAZ
19809,309,6
19810,220,10
19811,220,10
19812,321,TE
19813,8,AVE 9
19814,7,MORTON
19815,85,SULLIN
19816,266,BLEECKER
19817,54,BANK
19818,159,HAMMOND
19819,27,CORNELIA
19820,103,PERRY
19821,737,WASHINGTON
19822,46,BLEECKER
19823,30,CHARLES
19824,NA,W 29 AND AVE
19825,198,VARICK
19826,3,12
19827,115,PERRY
19828,113,VARICK
19829,38,DOWNINS
19830,16,CLARKSON
19831,85,SULLIVAN
19832,NA,W 30 AND AVE 6
19833,114,AMOS
19834,NA,BROOKLYN
19835,311,SPRIN
19836,149,MACDOUGAL
19837,339,HU
19838,84,VARICK
19839,33,CHARLTO
19840,51,VANDAM
19841,99,W 17
19842,277,SPRI
19843,345,BLEECKER
19844,NA,W MSBT
19845,150,AMOS
19846,49,WILLIAM
19847,64,JOHN
19848,NA,W 35 AND AVE 8
19849,415,HUDSON
19850,101,NORFOLK
19851,179,ORCH
19852,251,STAN
19853,191,E BROADWAY
19854,405,AND BROADWA
19855,184,HUDSON
19856,NA,W 42D AND AVE 9
19857,89,MOTT
19858,89,MOTT
19859,NA,LIBERTY
19860,39,ESSEX
19861,24,CHURCH
19862,894,8
19863,108,AVE D
19864,151,SOUTH
19865,55,CHRYSTIE
19866,NA,AVE BN KE 18
19867,NA,AVE E BN 13
19868,6,PEARL
19869,25,
19870,17,DUANC
19871,161,AVE C
19872,62,ALLEN
19873,70,SUFFOLK
19874,183,W 19
19875,170,AVE 8
19876,54,VESEY
19877,35,W WALL 28224
19878,10,CANNON
19879,3,DUANE
19880,140,PITT
19881,116,W 17
19882,68,PITT
19883,195,AVE 8
19884,352,MADISON
19885,21,AVE 8
19886,418,CHERRY
19887,289,SOUTH 55 WEST AND
19888,42,VESTRY
19889,500,GRAND
19890,231,W 24
19891,144,ELM
19892,66,GREENE
19893,157,WASHINGTON
19894,214,PEARL
19895,192,AVE A
19896,129,DELANCEY
19897,160,2
19898,25,PITT
19899,141,LAURENS
19900,43,AVE B
19901,77,AND NORFOLK
19902,24,AVE D
19903,88,FRANKLIN HOESSLI JACOB R 10 CANNON
19904,143,ALY 10
19905,27,
19906,81,AVE 1
19907,249,DELANCEY
19908,39,RIDGE
19909,193,LEWIS
19910,123,FORSYTH
19911,84,MULBERRY 3 Y
19912,291,W 18 HOEY THOMAS AVE B
19913,30,HAMERSLEY
19914,18,THOMAS
19915,178,BOWERY
19916,88,HESTER
19917,291,W 18
19918,291,W 18
19919,179,W 25
19920,NA,WESTERN H
19921,288,W 24
19922,193,HUDSON
19923,NA,BROOKLYN
19924,NA,FOXBORO
19925,257,CENTRE
19926,350,BROADWAY
19927,288,AVE 3
19928,170,W 3LST
19929,NA,WMSBRG
19930,NA,WMSBRG
19931,158,WM
19932,28,DUANE
19933,58,CROSS
19934,35,FORSYTH 43 LISPENARD
19935,148,GREENWICH
19936,148,GREENWICH
19937,30,HAMERSLEY
19938,257,GREENWICH
19939,NA,W 38 AND AVE 9
19940,102,ORANGE
19941,55,RIDGE
19942,115,BARROW
19943,646,HUDSON
19944,168,DELANCEY
19945,263,DELANCEY
19946,249,GREENWICH
19947,198,MADISON
19948,165,CHAMBERS
19949,NA,W 38 AND AVE 9
19950,8,SOUTH
19951,NA,CITY HALL PL
19952,35,CHARLES
19953,51,AVE A
19954,61,AMOS
19955,NA,6 AND AVE B
19956,74,CHRYSTIE
19957,159,2
19958,167,W 17
19959,27,MAIDEN LA FRONT COVER
19960,NA,FAC
19961,16,CITY HALL PL AND SEE
19962,557,BROOME
19963,73,TILERY
19964,41,8 WILLIAM
19965,19,BREVOORT PL
19966,8,GANSEVOORT
19967,NA,BROOKLYN
19968,3,DUTCH
19969,833,GANSEVOORT
19970,85,HORATIO
19971,582,4
19972,306,E BROADWAY
19973,124,HAMERSLEY
19974,309,E BROADWA
19975,29,GOLD AND 8 LIBERTY PL AND 31
19976,303,HENRY
19977,89,PITT
19978,NA,KIGHTH AND AVE D
19979,89,PITT
19980,416,AVE 3
19981,8,AVE
19982,47,ELDRIDGE
19983,NA,E 41 AND AVE 1
19984,61,AMOS
19985,127,CEDAR
19986,724,BOWERY
19987,89,CANNON
19988,72,JACKSON
19989,61,AMOS
19990,167,2
19991,104,GRAND
19992,486,G WICH
19993,29,1
19994,17,WHITEHALL
19995,603,4
19996,216,5
19997,47,CHRYSTIE
19998,469,AVE 6
19999,95,LUDLOW
20000,50,ANTHONY
20001,35,NORFOLK
20002,164,W 20
20003,NA,CHARLES ALY
20004,419,GREENWICH
20005,173,ESSEX RIVINGTON
20006,99,CHAMBRS
20007,146,FULTON
20008,33,NORFOLK
20009,16,OLIVER
20010,99,CHAMBRS
20011,241,3
20012,258,12
20013,78,AVE 6
20014,123,CHRISTOPHER
20015,63,9
20016,19,HAMILTON
20017,446,CHERRY
20018,69,12
20019,530,BROOME
20020,70,FRANKLIN
20021,224,HOUSTON
20022,666,4
20023,38,CLINTON PL
20024,NA,12 AND BROADWA
20025,35,CHARLES
20026,8,ALBANY
20027,31,BOWERY
20028,6,CLINTON PL
20029,744,BROADWAY
20030,0,MACDOUGAL
20031,266,K 25
20032,111,WALL
20033,262,DIVISION 72
20034,62,WATER
20035,268,BROOME
20036,381,AND GRAND
20037,11,CLINTON
20038,41,DEY
20039,172,4
20040,566,4
20041,5,LEWIS
20042,363,BROADWAY
20043,116,AND AVE 7
20044,69,AVE A
20045,250,5
20046,4,CAROLINE
20047,54,AVE A
20048,10,W 39
20049,100,READE 1 READE
20050,41,W
20051,76,WUDSON
20052,NA,G WICH
20053,1,RIVINGTON
20054,174,CHAMBERS
20055,290,2
20056,44,HESTER
20057,65,ATTORNEY
20058,20,AVE B
20059,96,DELANCEY
20060,199,2
20061,176,DIVISION
20062,69,MACDOUGAL
20063,66,HESTER
20064,60,FULTON
20065,67,ITIDGRE
20066,499,PEARL
20067,139,FI 24
20068,117,LAWRENCE
20069,90,BAYARD
20070,124,
20071,101,CHRIS
20072,12,WEST
20073,161,DAANE
20074,31,PRINCE
20075,216,W 28
20076,317,KIGHTH
20077,430,CHERR
20078,360,9
20079,39,SPRING
20080,267,MONROE
20081,NA,W 27 AVE 8
20082,NA,BROOKLYN
20083,12,WEST
20084,182,ELIZABETH
20085,96,LUDLOW
20086,9,S CLEMENT
20087,13,JAMES
20088,38,WHITEHALL
20089,17,CITY HALL PL
20090,3,ROOSEVELT
20091,208,STANTON
20092,NA,AMERICAN
20093,86,WHITE
20094,137,ELIZABETH
20095,125,W 19
20096,117,20
20097,9,THAMES
20098,99,K 11
20099,370,MADISON
20100,79,G WICH ALY
20101,214,ELM
20102,NA,W 30 AND ALY 8
20103,25,CHARLTON
20104,282,AVE 3
20105,391,AVE 2
20106,91,CANNON
20107,15,MINETTA
20108,367,W 27
20109,13,JERSEY
20110,57,AVE 9
20111,60,LIBERTY 61 BROADWAY
20112,57,VESTRY
20113,NA,W 29 AND AVE 10
20114,NA,I 79 AND ALY 3
20115,10,AND 11
20116,105,RIVINGTON
20117,83,MERCER
20118,89,NASSAU
20119,297,6
20120,NA,IH Q8 AND AVE 4
20121,33,BLEECKER
20122,33,BLEECKER
20123,86,PEARL
20124,1,CENTRE MARKET PL
20125,27,ALY A
20126,145,GREENWICH
20127,82,ORANGE
20128,255,7
20129,255,MONROE
20130,256,MONROE
20131,NA,KF 35 AVE A 3
20132,137,W 17
20133,7,LUDLOW
20134,192,W 19
20135,248,ELIZABETH
20136,220,
20137,89,CANAL
20138,332,AND LEARY
20139,459,BROOME
20140,24,CITY MALL PL
20141,5665,GRAND
20142,NA,NEW YORK
20143,66,UNION PL
20144,75,NASSAU ASTOR
20145,114,S NASSAN DUNLAP
20146,62,PIERREPONT
20147,341,CHERRY
20148,NA,BROOKLYA
20149,214,BROADWAY
20150,128,FULTON
20151,180,FULTON
20152,37,PINE
20153,244,AVE 9
20154,NA,1S YORK BROOKLYN
20155,61,HAMERSLEY
20156,71,HORATIO
20157,72,HORATIO
20158,89,WEST
20159,36,HARRISON
20160,36,HARRISON
20161,36,HARRISON
20162,224,W
20163,8,AVE
20164,218,RIVINGTON
20165,70,STANTON
20166,137,TWELF
20167,3,H 5 AND 6
20168,43,CANAL
20169,364,AVE 6
20170,31,OAK
20171,164,CANAL
20172,77,W 29
20173,49,JOHN
20174,4,MADISON
20175,5,W 12
20176,257,MONROE
20177,4,GREAT JONES
20178,NA,W 25 AND AVE 7
20179,18,BEEKMAN
20180,NA,W 12 AND ALY 10
20181,1,B24
20182,8,12
20183,115,W 16
20184,37,MAIDEN LN
20185,37,MAIDEN LN
20186,115,NASSAU FORT LEE
20187,75,CORTLANDT
20188,75,CORTLANDT
20189,275,DELANCEY
20190,NA,
20191,76,LIBERTY
20192,246,SOUTH
20193,55,THOMPSON
20194,NA,WMSGB
20195,6,BROAD
20196,44,COLUMBIA
20197,132,PERRY
20198,156,AVE 3
20199,6,AVE 9
20200,3,BATAVIA
20201,41,WARREN
20202,34,DOWNING
20203,193,WALKER
20204,133,AMITY
20205,133,AMITY
20206,266,AND BOWERY
20207,156,G WICH
20208,155,PERRY
20209,113,W 19
20210,28,AVE 9
20211,249,MONROE
20212,6,JACKSON
20213,249,MONROE
20214,NA,BROOKLYN
20215,783,WASHINGTON TN
20216,200,WEST
20217,125,FRANKLIA
20218,122,LEWIS
20219,NA,
20220,94,ALLEN
20221,663,VESEY
20222,79,AVE 6
20223,310,5
20224,32,AVE B
20225,127,BROAD
20226,52,FRANKFORT
20227,9,BAT TERY PL
20228,42,W 40
20229,52,FRANKFORT
20230,124,AVE C
20231,25,
20232,NA,20
20233,NA,BRKLYN
20234,504,PEARL
20235,237,11
20236,126,HAMERSLEY
20237,137,ANTHONY SAU
20238,284,BROOME
20239,NA,BROOKLYN
20240,74,FULTON
20241,10,STONE
20242,27,FORSYTH
20243,297,6
20244,146,CHRISTOPHER
20245,350,10
20246,59,MERCHANTS EX
20247,NA,WMSBURGH
20248,79,CANNON
20249,84,HAMERSLEY
20250,183,LEWIS
20251,NA,BROOKLYN
20252,132,W LATH
20253,5574,GRAND
20254,NA,WILLAMSBG
20255,59,MULBRY
20256,31,HAM
20257,31,HAMMOND
20258,21,LEWIS
20259,115,KING
20260,231,5
20261,31,HAM
20262,8,CHESNUT
20263,91,HAMERSLEY
20264,426,GRAND
20265,33,WHITEHALL
20266,127,COLUMBIA
20267,167,7
20268,321,LIGHTH
20269,182,2
20270,77,ORCHARD
20271,93,COLUMBIA
20272,54,COLUMBIA
20273,249,WEST
20274,143,CHRYSTIE
20275,253,7 WASHINGTON
20276,10,
20277,111,HESTER
20278,116,ATLANTIC
20279,NA,9C FULTON 156 DELANCEY
20280,90,FULTON
20281,56,N MOORE
20282,129,WARICK
20283,296,W 20
20284,17,JACOB
20285,142,GRAND
20286,7,8 WILLIAM
20287,108,CHARLTON
20288,1,Y HUTGERS PIACE
20289,216,CHURCH
20290,NA,404GREENWICH
20291,96,NORFOLK
20292,293,6
20293,14,AVE 3
20294,4,MINETTA PL
20295,321,MADISON
20296,117,PEARL 20 G WICH
20297,8,SOUTH
20298,45,7
20299,15,RUTGERS PL
20300,439,
20301,79,SUFFOLK
20302,30,NORFOLK
20303,81,E BROADWAY
20304,204,WEST
20305,96,NORFOLK
20306,121,LUDLOW AND SEE CARD
20307,NA,
20308,14,KING
20309,2914,6
20310,66,LEXINGTON AVE
20311,794,
20312,11,WALL
20313,22,JOHN CT
20314,181,MADISON
20315,35,CANNON
20316,NA,W 18 AND AVE 7
20317,434,GREENWICH
20318,18,LEONARD
20319,261,RIVINGTON
20320,130,ALLEN
20321,101,WILLOW BKLYN
20322,118,ELDRIDGE
20323,10,CITY HALL PL BDS
20324,48,11
20325,66,CLINTON
20326,289,BROADWAY
20327,NA,BUTTS AND
20328,112,BROADWAY
20329,192,VARICK
20330,132,MULBERRY
20331,48,BOND
20332,88,SUFFOLK
20333,268,BOWERY
20334,241,WALKER
20335,42,FORSYTH
20336,181,LEWIS 3656
20337,71,NASSAU
20338,98,W 19
20339,105,PEARL
20340,32,FORSYTH
20341,42,FORSYTH
20342,359,AVE 4
20343,130,DIV ISN
20344,22,JOHN
20345,695,BROADWAY
20346,744,PINE
20347,46,FORSYTH
20348,137,ANTHONY
20349,144,3
20350,252,STANTON
20351,57,LAIGHT
20352,79,PIKE
20353,68,AVE 6
20354,84,OLIVER
20355,55,TOMPKINS
20356,112,HOUSTON
20357,42,TROY
20358,60,HOUSTON
20359,185,STANTON
20360,131,DELANCEY
20361,43,HAMILTON
20362,NA,
20363,NA,E 86 AND ALY
20364,NA,E 86 AND AVE 2
20365,NA,BROOKLYN
20366,NA,BROOKLYN
20367,35,GREENWICH AVE
20368,18,MER EX
20369,166,
20370,494,HUDSON
20371,9,COENTIES
20372,60,PIERREPONT
20373,58,VANDAM
20374,85,BEEKMAN
20375,8,AND 61
20376,124,4
20377,800,
20378,371,BROADWAY
20379,9,COENTIES SL
20380,166,PEARL
20381,223,FRONT
20382,NA,AVE W 8C 25
20383,66,EXCHANGE PL 30 NEW
20384,31,
20385,11,AMITY
20386,153,HAMMOND
20387,50,HAMERSLEY
20388,40,TRINITY PL
20389,11,AMITY
20390,570,GREENWICH
20391,11,AMITY
20392,106,ALY D
20393,NA,KE 26 AND ALY 1
20394,7,ALY 1
20395,60,PITT
20396,NA,W 35 AND AVE 9
20397,NA,AVE W 8C 26
20398,85,AVE 7
20399,85,AVE 7
20400,49,ATTORNE
20401,195,FORSYTH
20402,172,FORSYTH
20403,NA,BROOKHAVEN LI
20404,159,W 18
20405,311,9
20406,174,W 16
20407,172,DIVISION
20408,260,DELANCEY
20409,185,CHRYSTIE
20410,20,ANN
20411,87,CHARLES
20412,42,HENRY
20413,48,W 18
