,n_street1,n_street2,c_street1,c_street2,Full Address,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City
18253,,,,,44 Chatham,44 CHATHAM,44.0,CHATHAM,,,,,
18254,,,,,11 Grove,11 GROVE,11.0,GROVE,,,,,
18255,W 33d,Av 6,,,W 33d n Av 6,W 33D N AV 6,,,W 33D N AV 6,,,,
18256,,,,,923 Adams Brooklyn,923 ADAMS BROOKLYN,923.0,ADAMS,BROOKLYN,,,,
18257,,,,,6,6,6.0,,,,,,
18258,,,,,3 Coenties sli,3 COENTIES SLI,3.0,COENTIES SLI,,,,,
18259,,,,,10 E th,10 E TH,10.0,E TH,,,,,
18260,,,,,140 & 16th,140 & 16TH,140.0,& 16TH,,,,,
18261,,,,,,,,,,,,,
18262,,,,,18 Minetta la,18 MINETTA LA,18.0,MINETTA LA,,,,,
18263,,,,,585 i,585 I,585.0,I,,,,,
18264,,,,,155 Franklin 585 G wieh,155 FRANKLIN 585 G WIEH,155.0,FRANKLIN 585 G WIEH,,,,,
18265,,,,,71 Third,71 3RD,71.0,THIRD,,,,,
18266,,,,,49 Chambers,49 CHAMBERS,49.0,CHAMBERS,,,,,
18267,,,,,115 Wall,115 WALL,115.0,WALL,,,,,
18268,,,,,12 Frankfort,12 FRANKFORT,12.0,FRANKFORT,,,,,
18269,,,,,335 Henry Brooklyn,335 HENRY BROOKLYN,335.0,HENRY,BROOKLYN,,,,
18270,,,,,413 Broadway,413 BROADWAY,413.0,BROADWAY,,,,,
18271,,,,,68 White,68 WHITE,68.0,WHITE,,,,,
18272,,,,,62 Rivington,62 RIVINGTON,62.0,RIVINGTON,,,,,
18273,,,,,45 Carmine,45 CARMINE,45.0,CARMINE,,,,,
18274,,,,,714 Greenwich,714 GREENWICH,714.0,GREENWICH,,,,,
18275,,,,,174 Varick,174 VARICK,174.0,VARICK,,,,,
18276,,,,,80 Nassau 127 Twelfth,80 NASSAU 127 12TH,80.0,NASSAU 127 TWELFTH,,,,,
18277,,,,,80 Nassau,80 NASSAU,80.0,NASSAU,,,,,
18278,,,,,82 W Broadway,82 W BROADWAY,82.0,W BROADWAY,,,,,
18279,,,,,250 Seventh,250 7TH,250.0,SEVENTH,,,,,
18280,,,,,Astor House,ASTOR HOUSE,,,ASTOR HOUSE,,,,
18281,,,,,27 Thompson,27 THOMPSON,27.0,THOMPSON,,,,,
18282,,,,,354 Water,354 WATER,354.0,WATER,,,,,
18283,,,,,103 Delancy,103 DELANCY,103.0,DELANCY,,,,,
18284,,,,,25 Wall,25 WALL,25.0,WALL,,,,,
18285,,,,,181 Liberty,181 LIBERTY,181.0,LIBERTY,,,,,
18286,,,,,51 Pine,51 PINE,51.0,PINE,,,,,
18287,,,,,Newark,NEWARK,,,,,,,
18288,,,,,97 Ludlow,97 LUDLOW,97.0,LUDLOW,,,,,
18289,,,,,160 Second,160 2ND,160.0,SECOND,,,,,
18290,,,,,72 Jackson,72 JACKSON,72.0,JACKSON,,,,,
18291,,,,,435 Broome,435 BROOME,435.0,BROOME,,,,,
18292,,,,,131,131,131.0,,,,,,
18293,,,Jersey,,Jersey c,JERSEY C,,,JERSEY C,,,,
18294,,,,,Brooklyn,BROOKLYN,,,,,,,
18295,,,,,Brooklyn,BROOKLYN,,,,,,,
18296,,,,,64 Catharine,64 CATHARINE,64.0,CATHARINE,,,,,
18297,,,,,39 Rivington,39 RIVINGTON,39.0,RIVINGTON,,,,,
18298,,,,,137 Sullivan,137 SULLIVAN,137.0,SULLIVAN,,,,,
18299,,,,,2 Bayard,2 BAYARD,2.0,BAYARD,,,,,
18300,,,,,69 Grand,69 GRAND,69.0,GRAND,,,,,
18301,,,,,40 Beekman,40 BEEKMAN,40.0,BEEKMAN,,,,,
18302,,,,,40 Beekman,40 BEEKMAN,40.0,BEEKMAN,,,,,
18303,,,,,90 Ludlow,90 LUDLOW,90.0,LUDLOW,,,,,
18304,,,,,74 Fulton,74 FULTON,74.0,FULTON,,,,,
18305,,,,,94 Lewis,94 LEWIS,94.0,LEWIS,,,,,
18306,,,,,122 Troy,122 TROY,122.0,TROY,,,,,
18307,F 19th,Av 3,,,F 19th n Av 3,F 19TH N AV 3,,,F 19TH N AV 3,,,,
18308,,,,,166 Leonard,166 LEONARD,166.0,LEONARD,,,,,
18309,,,,,212 Delancy,212 DELANCY,212.0,DELANCY,,,,,
18310,,,,,212 Delancy,212 DELANCY,212.0,DELANCY,,,,,
18311,,,,,44 Av A,44 AV A,44.0,AV A,,,,,
18312,,,,,110 Wiloughby Brooklyn,110 WILOUGHBY BROOKLYN,110.0,WILOUGHBY,BROOKLYN,,,,
18313,,,,,54 Av 4,54 AV 4,54.0,AV 4,,,,,
18314,,,,,59 Suffolk,59 SUFFOLK,59.0,SUFFOLK,,,,,
18315,,,,,60 Leroy,60 LEROY,60.0,LEROY,,,,,
18316,,,,,184 Orchard,184 ORCHARD,184.0,ORCHARD,,,,,
18317,,,,,336 Broome,336 BROOME,336.0,BROOME,,,,,
18318,,,,,6 Jane,6 JANE,6.0,JANE,,,,,
18319,,,,,39 Charlton,39 CHARLTON,39.0,CHARLTON,,,,,
18320,,,,,253 William,253 WILLIAM,253.0,WILLIAM,,,,,
18321,,,,,184 Orchord,184 ORCHORD,184.0,ORCHORD,,,,,
18322,Av 9,W 27th,,,Av 9 n W 27th,AV 9 N W 27TH,9.0,N W 27TH,,,,,
18323,,,,,619 Hudson,619 HUDSON,619.0,HUDSON,,,,,
18324,,,,,89 Hudson,89 HUDSON,89.0,HUDSON,,,,,
18325,,,,,Philadelphia,PHILADELPHIA,,,,,,,
18326,,,,,11 Desbrosses,11 DESBROSSES,11.0,DESBROSSES,,,,,
18327,,,,,109 Nassau,109 NASSAU,109.0,NASSAU,,,,,
18328,,,,,Pearl,PEARL,,,,,,,
18329,,,,,235,235,235.0,,,,,,
18330,,,,,537 Broadway,537 BROADWAY,537.0,BROADWAY,,,,,
18331,,,,,15 Av 1,15 AV 1,15.0,AV 1,,,,,
18332,,,,,3 Duane,3 DUANE,3.0,DUANE,,,,,
18333,,,,,20 Bayard,20 BAYARD,20.0,BAYARD,,,,,
18334,,,,,180 Walker,180 WALKER,180.0,WALKER,,,,,
18335,,,,,348 Sixth,348 6TH,348.0,SIXTH,,,,,
18336,,,,,1 Second,1 2ND,1.0,SECOND,,,,,
18337,,,,,,,,,,,,,
18338,,,,,47 Broome,47 BROOME,47.0,BROOME,,,,,
18339,,,,,30 Av 6,30 AV 6,30.0,AV 6,,,,,
18340,,,,,8 Carmine,8 CARMINE,8.0,CARMINE,,,,,
18341,,,,,187 E 24th,187 E 24TH,187.0,E 24TH,,,,,
18342,,,,,222 Twelfth,222 12TH,222.0,TWELFTH,,,,,
18343,,,,,377 Ninth,377 9TH,377.0,NINTH,,,,,
18344,,,,,42 W 14th,42 W 14TH,42.0,W 14TH,,,,,
18345,,,,,86 Av 4,86 AV 4,86.0,AV 4,,,,,
18346,,,,,282 Sixth,282 6TH,282.0,SIXTH,,,,,
18347,,,,,281 Mulberry,281 MULBERRY,281.0,MULBERRY,,,,,
18348,,,,,261 Delancy,261 DELANCY,261.0,DELANCY,,,,,
18349,Av 3,KE 42d,,,Av 3 n KE 42d,AV 3 N KE 42D,3.0,N KE 42D,,,,,
18350,,,,,63 Suffolk,63 SUFFOLK,63.0,SUFFOLK,,,,,
18351,,,,,166 Stanton,166 STANTON,166.0,STANTON,,,,,
18352,,,,,103 W 17th,103 W 17TH,103.0,W 17TH,,,,,
18353,,,,,23 Water,23 WATER,23.0,WATER,,,,,
18354,,,,,66 Broadway,66 BROADWAY,66.0,BROADWAY,,,,,
18355,,,,,188 W 21st,188 W 21ST,188.0,W 21ST,,,,,
18356,,,,,FE 26th,FE 26TH,,,FE 26TH,,,,
18357,,,,,48 Av 6,48 AV 6,48.0,AV 6,,,,,
18358,,,,,,,,,,,,,
18359,,,,,224 KE Broadway,224 KE BROADWAY,224.0,KE BROADWAY,,,,,
18360,,,,,,,,,,,,,
18361,,,,,215 W 21st,215 W 21ST,215.0,W 21ST,,,,,
18362,,,,,,,,,,,,,
18363,,,,,53 Av 6,53 AV 6,53.0,AV 6,,,,,
18364,,,,,179 Macdougal,179 MACDOUGAL,179.0,MACDOUGAL,,,,,
18365,Av 3,E 30th,,,Av 3 n E 30th,AV 3 N E 30TH,3.0,N E 30TH,,,,,
18366,,,,,118 Madison,118 MADISON,118.0,MADISON,,,,,
18367,,,,,110,110,110.0,,,,,,
18368,,,,,6 Harrison,6 HARRISON,6.0,HARRISON,,,,,
18369,,,,,44 Av B,44 AV B,44.0,AV B,,,,,
18370,,,,,136 Third,136 3RD,136.0,THIRD,,,,,
18371,,,,,192 Second,192 2ND,192.0,SECOND,,,,,
18372,,,,,182 Varick,182 VARICK,182.0,VARICK,,,,,
18373,,,,,119 Forsyth,119 FORSYTH,119.0,FORSYTH,,,,,
18374,,,,,204 Second,204 2ND,204.0,SECOND,,,,,
18375,,,,,69 Av A,69 AV A,69.0,AV A,,,,,
18376,,,,,67 Marion,67 MARION,67.0,MARION,,,,,
18377,,,,,693 Fourth,693 4TH,693.0,FOURTH,,,,,
18378,,,,,200 Delancy,200 DELANCY,200.0,DELANCY,,,,,
18379,,,,,,,,,,,,,
18380,,,,,ho,HO,,,,,,,
18381,,,,,487 Broadway,487 BROADWAY,487.0,BROADWAY,,,,,
18382,,,,,303 Houston,303 HOUSTON,303.0,HOUSTON,,,,,
18383,,,,,137 Wooster,137 WOOSTER,137.0,WOOSTER,,,,,
18384,,,,,65 Laurens,65 LAURENS,65.0,LAURENS,,,,,
18385,,,,,417 Broadway,417 BROADWAY,417.0,BROADWAY,,,,,
18386,,,,,167 Third,167 3RD,167.0,THIRD,,,,,
18387,,,,,135 Elm,135 ELM,135.0,ELM,,,,,
18388,,,,,77 Ludlow,77 LUDLOW,77.0,LUDLOW,,,,,
18389,,,,,15 Av A,15 AV A,15.0,AV A,,,,,
18390,,,,,134 Centre,134 CENTRE,134.0,CENTRE,,,,,
18391,,,,,154 Lewis,154 LEWIS,154.0,LEWIS,,,,,
18392,,,,,87 Canal,87 CANAL,87.0,CANAL,,,,,
18393,,,,,Brooklyn,BROOKLYN,,,,,,,
18394,,,,,39 John,39 JOHN,39.0,JOHN,,,,,
18395,,,,,11 James,11 JAMES,11.0,JAMES,,,,,
18396,,,,,1604 W 20th,1604 W 20TH,1604.0,W 20TH,,,,,
18397,,,,,101 W 17th,101 W 17TH,101.0,W 17TH,,,,,
18398,,,,,156 Attorney,156 ATTORNEY,156.0,ATTORNEY,,,,,
18399,,,,,225 W 24th,225 W 24TH,225.0,W 24TH,,,,,
18400,,,,,118,118,118.0,,,,,,
18401,,,,,122 Church,122 CHURCH,122.0,CHURCH,,,,,
18402,,,,,26 W Broadway,26 W BROADWAY,26.0,W BROADWAY,,,,,
18403,,,,,26 W Broadway,26 W BROADWAY,26.0,W BROADWAY,,,,,
18404,,,,,158 Suffolk,158 SUFFOLK,158.0,SUFFOLK,,,,,
18405,,,,,152 Second,152 2ND,152.0,SECOND,,,,,
18406,,,,,133 Greenwich 133,133 GREENWICH 133,133.0,GREENWICH 133,,,,,
18407,,,,,43 Cannon,43 CANNON,43.0,CANNON,,,,,
18408,,,,,657 Greenwich,657 GREENWICH,657.0,GREENWICH,,,,,
18409,,,,,86 Reade,86 READE,86.0,READE,,,,,
18410,,,,,93,93,93.0,,,,,,
18411,,,,,20 Bayard,20 BAYARD,20.0,BAYARD,,,,,
18412,,,,,79 Av 8,79 AV 8,79.0,AV 8,,,,,
18413,,,,,657 Water,657 WATER,657.0,WATER,,,,,
18414,,,,,69 Suffolk,69 SUFFOLK,69.0,SUFFOLK,,,,,
18415,,,,,185 Division,185 DIVISION,185.0,DIVISION,,,,,
18416,,,,,261 Rivington,261 RIVINGTON,261.0,RIVINGTON,,,,,
18417,,,,,34 Av B,34 AV B,34.0,AV B,,,,,
18418,,,,,74 Chrystie,74 CHRYSTIE,74.0,CHRYSTIE,,,,,
18419,,,,,80 8 3d PVilliamshurgh,80 8 3D PVILLIAMSHURGH,80.0,8 3D PVILLIAMSHURGH,,,,,
18420,,,,,515 B way,515 B WAY,515.0,B WAY,,,,,
18421,,,,,9 Henry,9 HENRY,9.0,HENRY,,,,,
18422,,,,,71 Cannon,71 CANNON,71.0,CANNON,,,,,
18423,,,,,550 Broadway,550 BROADWAY,550.0,BROADWAY,,,,,
18424,,,,,267 Wm,267 WM,267.0,WM,,,,,
18425,,,,,7,7,7.0,,,,,,
18426,,,,,313 Grand,313 GRAND,313.0,GRAND,,,,,
18427,,,,,313 Grand,313 GRAND,313.0,GRAND,,,,,
18428,,,,,108 Spring,108 SPRING,108.0,SPRING,,,,,
18429,,,,,26 Haury,26 HAURY,26.0,HAURY,,,,,
18430,,,,,266 Third,266 3RD,266.0,THIRD,,,,,
18431,,,,,153 Second,153 2ND,153.0,SECOND,,,,,
18432,,,,,118 Suffolk,118 SUFFOLK,118.0,SUFFOLK,,,,,
18433,,,,,136 Attorney,136 ATTORNEY,136.0,ATTORNEY,,,,,
18434,Av 9,W 35th,,,Av 9 n W 35th,AV 9 N W 35TH,9.0,N W 35TH,,,,,
18435,,,,,644 Greenwich,644 GREENWICH,644.0,GREENWICH,,,,,
18436,,,,,Newark,NEWARK,,,,,,,
18437,,,Centre,Howard,Centre c Howard,CENTRE C HOWARD,,,CENTRE C HOWARD,,,,
18438,,,,,351 Broome,351 BROOME,351.0,BROOME,,,,,
18439,,,,,3 Pike,3 PIKE,3.0,PIKE,,,,,
18440,,,,,114 Mott,114 MOTT,114.0,MOTT,,,,,
18441,,,Av 10,W 28th,Av 10 c W 28th,AV 10 C W 28TH,10.0,C W 28TH,,,,,
18442,,,,,115 Goerck,115 GOERCK,115.0,GOERCK,,,,,
18443,,,,,68 Av A,68 AV A,68.0,AV A,,,,,
18444,,,,,47 Howard,47 HOWARD,47.0,HOWARD,,,,,
18445,,,,,204 Cherry,204 CHERRY,204.0,CHERRY,,,,,
18446,,,,,Av A 2 Twelfth,AV A 2 12TH,,,AV A 2 TWELFTH,,,,
18447,,,,,38 Second,38 2ND,38.0,SECOND,,,,,
18448,,,Twelith,Av A kh Twelfth c Av A,Twelith c Av A kh Twelfth c Av A,TWELITH C AV A KH 12TH C AV A,,,TWELITH C AV A KH TWELFTH C AV A,,,,
18449,,,,,38 Second,38 2ND,38.0,SECOND,,,,,
18450,,,,,232 Stanton,232 STANTON,232.0,STANTON,,,,,
18451,,,,,659 Broadway 659 Broadway,659 BROADWAY 659 BROADWAY,659.0,BROADWAY 659 BROADWAY,,,,,
18452,W 32d,Av 9,,,W 32d n Av 9,W 32D N AV 9,,,W 32D N AV 9,,,,
18453,,,,,239 W 18th,239 W 18TH,239.0,W 18TH,,,,,
18454,,,,,216 Fifth,216 5TH,216.0,FIFTH,,,,,
18455,,,,,77 Chatham,77 CHATHAM,77.0,CHATHAM,,,,,
18456,,,,,96 Suffolk,96 SUFFOLK,96.0,SUFFOLK,,,,,
18457,,,,,119 Pitt,119 PITT,119.0,PITT,,,,,
18458,,,,,47 Broome,47 BROOME,47.0,BROOME,,,,,
18459,,,,,Castle Garden,CASTLE GARDEN,,,CASTLE GARDEN,,,,
18460,,,,,221 Bowery,221 BOWERY,221.0,BOWERY,,,,,
18461,,,,,425 Fourth,425 4TH,425.0,FOURTH,,,,,
18462,,,,,146 Houston,146 HOUSTON,146.0,HOUSTON,,,,,
18463,,,,,73 Cannon,73 CANNON,73.0,CANNON,,,,,
18464,,,,,270 Walker,270 WALKER,270.0,WALKER,,,,,
18465,,,,,251 Spring,251 SPRING,251.0,SPRING,,,,,
18466,,,,,228 William,228 WILLIAM,228.0,WILLIAM,,,,,
18467,,,,,48 Oak 48 Oak,48 OAK 48 OAK,48.0,OAK 48 OAK,,,,,
18468,,,,,252 Fifth,252 5TH,252.0,FIFTH,,,,,
18469,,,,,56 Jackson,56 JACKSON,56.0,JACKSON,,,,,
18470,,,,,147 Grand,147 GRAND,147.0,GRAND,,,,,
18471,,,,,,,,,,,,,
18472,,,,,107 Fulton Long Island,107 FULTON LONG ISLAND,107.0,FULTON LONG ISLAND,,,,,
18473,,,,,231 Bowery,231 BOWERY,231.0,BOWERY,,,,,
18474,,,,,201 W 21st,201 W 21ST,201.0,W 21ST,,,,,
18475,,,,,34 Greenwich,34 GREENWICH,34.0,GREENWICH,,,,,
18476,,,,,92 Attorney,92 ATTORNEY,92.0,ATTORNEY,,,,,
18477,,,,,22 Rector,22 RECTOR,22.0,RECTOR,,,,,
18478,,,,,220 Av 8,220 AV 8,220.0,AV 8,,,,,
18479,,,,,310 Ay 3,310 AY 3,310.0,AY 3,,,,,
18480,,,,,328 Sixth,328 6TH,328.0,SIXTH,,,,,
18481,,,,,198 Allen EEE Fee Ae,198 ALLEN EEE FEE AE,198.0,ALLEN EEE FEE AE,,,,,
18482,Av 8,Twenty fifth,,,Av 8 n Twenty fifth,AV 8 N TWENTY 5TH,8.0,N TWENTY FIFTH,,,,,
18483,,,,,50 Av A,50 AV A,50.0,AV A,,,,,
18484,,,,,90 Chambers,90 CHAMBERS,90.0,CHAMBERS,,,,,
18485,,,,,36 Wooster,36 WOOSTER,36.0,WOOSTER,,,,,
18486,,,,,163 Second,163 2ND,163.0,SECOND,,,,,
18487,,,,,73 Cannon,73 CANNON,73.0,CANNON,,,,,
18488,,,,,379 Cherry,379 CHERRY,379.0,CHERRY,,,,,
18489,,,,,93 Charlton,93 CHARLTON,93.0,CHARLTON,,,,,
18490,,,,,88 Catharine,88 CATHARINE,88.0,CATHARINE,,,,,
18491,,,,,255 Centre,255 CENTRE,255.0,CENTRE,,,,,
18492,,,,,7 Clark,7 CLARK,7.0,CLARK,,,,,
18493,,,,,222 Broome,222 BROOME,222.0,BROOME,,,,,
18494,,,,,77 Forsyth,77 FORSYTH,77.0,FORSYTH,,,,,
18495,,,,,67 Ludlow,67 LUDLOW,67.0,LUDLOW,,,,,
18496,W 29th,Ay 8,,,W 29th n Ay 8,W 29TH N AY 8,,,W 29TH N AY 8,,,,
18497,,,,,76 Reade,76 READE,76.0,READE,,,,,
18498,,,,,169 Washington,169 WASHINGTON,169.0,WASHINGTON,,,,,
18499,,,,,126 E 27th,126 E 27TH,126.0,E 27TH,,,,,
18500,,,,,303 Houston,303 HOUSTON,303.0,HOUSTON,,,,,
18501,,,,,297 Mott,297 MOTT,297.0,MOTT,,,,,
18502,,,,,381 Grand,381 GRAND,381.0,GRAND,,,,,
18503,,,,,24 Rivington,24 RIVINGTON,24.0,RIVINGTON,,,,,
18504,,,,,247 Grand,247 GRAND,247.0,GRAND,,,,,
18505,,,,,381 Grand,381 GRAND,381.0,GRAND,,,,,
18506,,,,,379 Grand,379 GRAND,379.0,GRAND,,,,,
18507,,,,,354 Houston,354 HOUSTON,354.0,HOUSTON,,,,,
18508,,,,,197 Houston,197 HOUSTON,197.0,HOUSTON,,,,,
18509,,,,,75 Greenwich,75 GREENWICH,75.0,GREENWICH,,,,,
18510,,,,,11 Ludlow pl,11 LUDLOW PL,11.0,LUDLOW PL,,,,,
18511,,,,,4 Suffolk,4 SUFFOLK,4.0,SUFFOLK,,,,,
18512,,,,,168 Delancy,168 DELANCY,168.0,DELANCY,,,,,
18513,,,,,55 Duane,55 DUANE,55.0,DUANE,,,,,
18514,,,,,103 Forsyth,103 FORSYTH,103.0,FORSYTH,,,,,
18515,,,,,103 Forsyth,103 FORSYTH,103.0,FORSYTH,,,,,
18516,,,,,303 Houston,303 HOUSTON,303.0,HOUSTON,,,,,
18517,,,,,68 Suffolk,68 SUFFOLK,68.0,SUFFOLK,,,,,
18518,,,,,Columbia pl Eighth,COLUMBIA PL 8TH,,,COLUMBIA PL EIGHTH,,,,
18519,,,,,Walker,WALKER,,,,,,,
18520,,,,,91 Av A,91 AV A,91.0,AV A,,,,,
18521,,,,,191 William,191 WILLIAM,191.0,WILLIAM,,,,,
18522,W 36th,Av 9,,,W 36th n Av 9,W 36TH N AV 9,,,W 36TH N AV 9,,,,
18523,,,,,604 Warren,604 WARREN,604.0,WARREN,,,,,
18524,,,,,141 Greenwich,141 GREENWICH,141.0,GREENWICH,,,,,
18525,,,,,28 Bedford,28 BEDFORD,28.0,BEDFORD,,,,,
18526,,,,,149,149,149.0,,,,,,
18527,,,,,307,307,307.0,,,,,,
18528,,,,,68 Charles,68 CHARLES,68.0,CHARLES,,,,,
18529,,,,,31 Charles,31 CHARLES,31.0,CHARLES,,,,,
18530,,,,,32 Av 6,32 AV 6,32.0,AV 6,,,,,
18531,,,,,140 Centre,140 CENTRE,140.0,CENTRE,,,,,
18532,,,,,140 Centre,140 CENTRE,140.0,CENTRE,,,,,
18533,,,,,189 Orchard,189 ORCHARD,189.0,ORCHARD,,,,,
18534,,,,,67 Ludlow,67 LUDLOW,67.0,LUDLOW,,,,,
18535,,,,,81 Third,81 3RD,81.0,THIRD,,,,,
18536,,,,,174 Av 3,174 AV 3,174.0,AV 3,,,,,
18537,,,,,239 Second,239 2ND,239.0,SECOND,,,,,
18538,,,,,244 Walker,244 WALKER,244.0,WALKER,,,,,
18539,,,,,48 South,48 SOUTH,48.0,SOUTH,,,,,
18540,,,,,102 Willett,102 WILLETT,102.0,WILLETT,,,,,
18541,,,,,94 Columbia,94 COLUMBIA,94.0,COLUMBIA,,,,,
18542,,,,,38 Hamersley,38 HAMERSLEY,38.0,HAMERSLEY,,,,,
18543,,,,,87 Fourth Williamsburgh,87 4TH WILLIAMSBURGH,87.0,FOURTH WILLIAMSBURGH,,,,,
18544,,,,,W 30th,W 30TH,,,W 30TH,,,,
18545,,,,,28 Ludlow,28 LUDLOW,28.0,LUDLOW,,,,,
18546,,,,,Williamsburgh,WILLIAMSBURGH,,,,,,,
18547,,,,,117 Wall,117 WALL,117.0,WALL,,,,,
18548,,,,,13 Vandewater,13 VANDEWATER,13.0,VANDEWATER,,,,,
18549,,,,,102 Reade,102 READE,102.0,READE,,,,,
18550,,,,,90 Av 8,90 AV 8,90.0,AV 8,,,,,
18551,,,,,90 Ay 8,90 AY 8,90.0,AY 8,,,,,
18552,,,,,149,149,149.0,,,,,,
18553,,,,,307,307,307.0,,,,,,
18554,,,,,49 DICCCHEr,49 DICCCHER,49.0,DICCCHER,,,,,
18555,,,,,6 Oak,6 OAK,6.0,OAK,,,,,
18556,,,,,17 Morton,17 MORTON,17.0,MORTON,,,,,
18557,,,,,243,243,243.0,,,,,,
18558,,,,,17 Morton,17 MORTON,17.0,MORTON,,,,,
18559,,,,,167 Third,167 3RD,167.0,THIRD,,,,,
18560,,,,,47 Clinton,47 CLINTON,47.0,CLINTON,,,,,
18561,,,,,47 Clinton,47 CLINTON,47.0,CLINTON,,,,,
18562,,,,,656 Water,656 WATER,656.0,WATER,,,,,
18563,,,,,97 Pearl Broadway,97 PEARL BROADWAY,97.0,PEARL BROADWAY,,,,,
18564,,,,,Boston,BOSTON,,,,,,,
18565,,,,,43 Maiden la,43 MAIDEN LA,43.0,MAIDEN LA,,,,,
18566,,,,,49 John,49 JOHN,49.0,JOHN,,,,,
18567,,,,,288 Pearl,288 PEARL,288.0,PEARL,,,,,
18568,,,,,23 Liberty,23 LIBERTY,23.0,LIBERTY,,,,,
18569,,,,,40 Watts,40 WATTS,40.0,WATTS,,,,,
18570,,,,,38 Ay B,38 AY B,38.0,AY B,,,,,
18571,,,,,,,,,,,,,
18572,,,,,238 Washington,238 WASHINGTON,238.0,WASHINGTON,,,,,
18573,,,,,145 W 15th,145 W 15TH,145.0,W 15TH,,,,,
18574,,,,,44 Water,44 WATER,44.0,WATER,,,,,
18575,,,,,W 47n Av 11,W 47N AV 11,,,W 47N AV 11,,,,
18576,,,,,222 W 2ist,222 W 2IST,222.0,W 2IST,,,,,
18577,,,,,46 Rutgers,46 RUTGERS,46.0,RUTGERS,,,,,
18578,,,,,W 22d,W 22D,,,W 22D,,,,
18579,,,,,106 Troy,106 TROY,106.0,TROY,,,,,
18580,W 18th,Av 5 80 W 17th,,,W 18th n Av 5 80 W 17th,W 18TH N AV 5 80 W 17TH,,,W 18TH N AV 5 80 W 17TH,,,,
18581,,,,,559 Pearl,559 PEARL,559.0,PEARL,,,,,
18582,,,19 Cortlandt E 35th,Av 5,19 Cortlandt E 35th c Av 5,19 CORTLANDT E 35TH C AV 5,19.0,CORTLANDT E 35TH C AV 5,,,,,
18583,,,,,39 Vandewater,39 VANDEWATER,39.0,VANDEWATER,,,,,
18584,,,,,62 W 26th,62 W 26TH,62.0,W 26TH,,,,,
18585,,,,,231 Seventh,231 7TH,231.0,SEVENTH,,,,,
18586,E 35th,Av 3,,,E 35th n Av 3,E 35TH N AV 3,,,E 35TH N AV 3,,,,
18587,,,,,454 Clarkson,454 CLARKSON,454.0,CLARKSON,,,,,
18588,35th,Av 3,,,35th n Av 3,35TH N AV 3,,,35TH N AV 3,,,,
18589,,,,,116 Willett,116 WILLETT,116.0,WILLETT,,,,,
18590,,,,,6 Elizabeth,6 ELIZABETH,6.0,ELIZABETH,,,,,
18591,,,,,54 Av 9,54 AV 9,54.0,AV 9,,,,,
18592,,,,,166 Division,166 DIVISION,166.0,DIVISION,,,,,
18593,,,,,6 Twelfth,6 12TH,6.0,TWELFTH,,,,,
18594,,,,,101 Waverley pl,101 WAVERLEY PL,101.0,WAVERLEY PL,,,,,
18595,,,,,86 Walnut,86 WALNUT,86.0,WALNUT,,,,,
18596,,,,,7 Mangin,7 MANGIN,7.0,MANGIN,,,,,
18597,,,,,226 W 26th,226 W 26TH,226.0,W 26TH,,,,,
18598,,,,,73 Kin,73 KIN,73.0,KIN,,,,,
18599,,,,,95 Grand,95 GRAND,95.0,GRAND,,,,,
18600,,,,,Brooklyn,BROOKLYN,,,,,,,
18601,,,,,2134 Av 9,2134 AV 9,2134.0,AV 9,,,,,
18602,,,,,64 Allen,64 ALLEN,64.0,ALLEN,,,,,
18603,,,,,283 Elizabeth,283 ELIZABETH,283.0,ELIZABETH,,,,,
18604,,,,,30 Pike,30 PIKE,30.0,PIKE,,,,,
18605,,,,,74 Twelfth,74 12TH,74.0,TWELFTH,,,,,
18606,,,,,549 B way,549 B WAY,549.0,B WAY,,,,,
18607,,,,,693 Fourth,693 4TH,693.0,FOURTH,,,,,
18608,,,,,90 Roosevelt,90 ROOSEVELT,90.0,ROOSEVELT,,,,,
18609,,,,,48 Sheriff,48 SHERIFF,48.0,SHERIFF,,,,,
18610,,,,,93 Roosevelt,93 ROOSEVELT,93.0,ROOSEVELT,,,,,
18611,,,,,360 Av 3,360 AV 3,360.0,AV 3,,,,,
18612,,,,,148 Barrow,148 BARROW,148.0,BARROW,,,,,
18613,,,,,2l Leonard,2L LEONARD,,,2L LEONARD,,,,
18614,,,,,355 Hudson,355 HUDSON,355.0,HUDSON,,,,,
18615,,,,,40 Cherry a,40 CHERRY A,40.0,CHERRY A,,,,,
18616,,,,,Hempstead 610 Water,HEMPSTEAD 610 WATER,610.0,WATER,,,,,
18617,,,,,58 Hamersley,58 HAMERSLEY,58.0,HAMERSLEY,,,,,
18618,,,,,149 Spring 8 Laurens,149 SPRING 8 LAURENS,149.0,SPRING 8 LAURENS,,,,,
18619,,,,,,,,,,,,,
18620,,,,,238 Washington,238 WASHINGTON,238.0,WASHINGTON,,,,,
18621,,,,,1,1,1.0,,,,,,
18622,,,,,,,,,,,,,
18623,,,,,165 Bleecker,165 BLEECKER,165.0,BLEECKER,,,,,
18624,,,,,372 & Bowery,372 & BOWERY,372.0,& BOWERY,,,,,
18625,,,,,295 Third,295 3RD,295.0,THIRD,,,,,
18626,,,,,,,,,,,,,
18627,,,,,60 Laight,60 LAIGHT,60.0,LAIGHT,,,,,
